Dataset,ASpT_time,ASpT_gflops
192bit,0.350208,1127.945861
mip1,13.248512,2000.467381
wv2010,3.439168,493.456653
xenon2,8.686720,1139.523480
Zd_Jac2_db,1.361920,1271.501881
Zhao2,0.810336,525.855550
