Dataset,ASpT_time,ASpT_gflops
192bit,0.212480,464.768086 
mip1,4.958208,1336.330393 
wv2010,1.392704,304.637652 
xenon2,3.517568,703.520228 
Zd_Jac2_db,0.714752,605.693931 
Zhao2,0.235072,453.179958 
