Dataset,ASpT_time,ASpT_gflops
192bit,0.232224,425.252855
mip1,8.430592,785.923988
wv2010,1.777216,238.727364
xenon2,4.278432,578.408254
Zd_Jac2_db,0.865280,500.324720
Zhao2,0.327872,324.913129
