nnz,ASpT_time,ASpT,Sputnik_time,Sputnik,cuSPARSE_time,cuSPARSE,RoDe_time,RoDe
102201.6,0.359552,262.20984680000004,0.30924799999999997,262.053356,0.5081087999999999,129.2624156,0.2535424,276.4608738
107465.4,0.672288,128.65886120000002,1.124352,134.58311599999996,0.647168,107.83986680000001,0.37089279999999997,208.5731652
111730.8,0.5170623999999999,186.3413958,1.3123584000000001,165.76351979999998,0.6078464,118.5777138,0.36024320000000004,238.6884
114294.8,0.3084416,239.0561036,0.2889728,258.5298104,0.6039552,121.1826498,0.2469888,296.7622718
118430.2,0.5330176,198.62741300000002,2.9310976,181.81881620000001,0.6662144,113.995797,0.37191680000000005,232.03900320000002
122310.4,0.41628800000000005,247.54578,0.9029632,229.4638668,0.6141951999999999,129.4118494,0.301056,288.6018922
125515.2,0.558784,181.94029140000004,0.9631744,168.5521392,0.6219776000000001,130.0766364,0.3749888,230.88862319999998
129055.6,0.42688,244.8769864,0.6326272000000001,232.2025298,0.6453247999999999,129.3111496,0.3217408,280.6662028
135819.4,0.3854528,277.9863696,0.34017280000000005,278.93047839999997,0.7874559999999999,117.59379559999999,0.32604160000000004,294.2310164
141647.0,0.358688,304.1587934,0.336896,295.73202200000003,0.6780928,136.1524212,0.280576,335.3942854
144854.2,0.5062592,225.17107860000002,2.8878848,246.7228534,0.6719488000000001,140.1787644,0.3565568,278.4740058
147634.4,0.6187328000000001,168.37371579999999,3.9626751999999996,121.61558600000004,0.9508864000000001,108.3100672,0.46428159999999996,209.2566596
149341.0,0.3800512,299.1016428,6.009855999999999,189.99913180000001,0.6375423999999998,150.2359936,0.3842048,281.0131482
153353.6,0.4132288,309.6865618,3.6941822,282.50827739999994,0.6408191999999999,154.48835979999998,0.32256,338.71446260000005
157770.6,0.481088,285.8449792,0.6772735999999999,261.0740408,0.6551552,154.7444892,0.33034240000000004,325.5711298
163982.8,0.5360832,232.4499128,1.8292735999999998,186.941139,0.6823935999999999,154.3446834,0.4061184,277.1446204
