Dataset,Sputnik_time,Sputnik_gflops,cuSPARSE_time,cuSPARSE_gflops,ours_time,ours_gflops
GaAsH6, 4.342784, 498.380255, 6.604800, 327.694659, 3.431424, 630.746250
Ge87H76, 6.855680, 736.762044, 14.497792, 348.398205, 7.954432, 634.992517
Ge99H100, 7.341056, 736.800386, 15.500288, 348.954342, 8.400896, 643.847127
Geo_1438, 49.025024, 824.482641, 110.374908, 366.208971, 56.750080, 712.250653
H2O, 2.281472, 621.840224, 4.542464, 312.321927, 2.345984, 604.740293
HEP-th-new, 1.112064, 203.042702, 1.144832, 197.231102, 0.676864, 333.592082
HTC_336_4438, 17.171455, 33.712581, 3.860480, 149.953910, 1.894400, 305.581757
HTC_336_9129, 17.075199, 33.111771, 3.861504, 146.417061, 1.882112, 300.401927
HV15R, 244.440063, 741.151064, 489.418762, 370.167691, 219.832321, 824.114544
Hamrle3, 11.057152, 319.170338, 17.685505, 199.548438, 10.170368, 346.999716
Hook_1498, 51.092480, 763.070515, 104.404991, 373.422423, 56.679424, 687.853931
IG5-15, 0.480256, 431.115413, 0.791552, 261.569370, 0.377856, 547.948868
IG5-16, 0.702464, 536.011309, 1.145856, 328.600306, 0.602112, 625.346519
IG5-17, 1.143808, 579.122646, 1.906688, 347.411390, 1.040384, 636.692880
IG5-18, 1.841152, 622.389476, 3.282944, 349.050612, 1.829888, 626.220626
IMDB, 8.025088, 301.651051, 12.369920, 195.698627, 6.144000, 394.006559
Ill_Stokes, 0.322560, 379.698398, 0.673792, 181.770515, 0.319488, 383.349372
JP, 12.769280, 688.380039, 22.634497, 388.350485, 12.070912, 728.206576
LargeRegFile, 12.887040, 245.540373, 15.524864, 203.820697, 10.219520, 309.631838
LeGresley_87936, 0.918528, 413.375130, 2.171904, 174.822011, 0.882688, 430.159520
Lin, 2.301952, 491.103227, 5.193728, 217.665616, 1.985536, 569.365658
Linux_call_graph, 3.337216, 231.840295, 4.366336, 177.196886, 2.283520, 338.819509
Long_Coup_dt0, 64.642052, 862.239880, 149.605377, 372.559837, 77.966339, 714.884853
Long_Coup_dt6, 64.760834, 860.658390, 149.596161, 372.582789, 77.984772, 714.715882
M6, 48.662529, 276.238789, 72.060928, 186.543227, 39.764992, 338.048054
ML_Geer, 80.041985, 886.574496, 185.169922, 383.232770, 87.021568, 815.466596
ML_Laplace, 20.132864, 880.231550, 46.387199, 382.036042, 21.824512, 812.003571
Maragal_6, 7.190528, 47.857983, 1.240064, 277.505155, 0.929792, 370.108761
Maragal_7, 14.973952, 51.312016, 2.963456, 259.272856, 1.591296, 482.841470
Maragal_8, 11.208704, 74.708512, 2.947072, 284.141545, 1.651712, 506.980412
NACA0015, 14.161920, 281.527304, 21.710848, 183.639398, 11.425792, 348.944487
NLR, 57.552895, 277.737712, 85.499901, 186.954711, 47.142914, 339.067062
NotreDame_actors, 3.524608, 266.996667, 5.269504, 178.585792, 2.996224, 314.081518
NotreDame_www, 2.086912, 285.159788, 13.937664, 42.697496, 1.841152, 323.223381
OPF_10000, 0.619520, 483.172514, 1.255424, 238.433417, 0.625664, 478.427786
OPF_3754, 0.319488, 317.053296, 0.599040, 169.095093, 0.274432, 369.106805
OPF_6000, 0.432128, 447.893945, 0.857088, 225.819885, 0.423936, 456.548903
PFlow_742, 31.392769, 757.136624, 60.695553, 391.603897, 37.110783, 640.477332
PR02R, 6.443008, 813.049911, 14.285824, 366.691281, 7.580672, 691.032033
Pres_Poisson, 0.708608, 646.499303, 1.293312, 354.218144, 0.634880, 721.576606
RFdevice, 1.014784, 230.562568, 1.717248, 136.247767, 0.720896, 324.556105
RM07R, 27.763712, 863.630041, 67.113983, 357.266467, 29.609983, 809.780111
Raj1, 105.760765, 7.881722, 4.723712, 176.466509, 2.070528, 402.591488
Reuters911, 3.101696, 61.091944, 0.763904, 248.052957, 0.695296, 272.529459
Rucci1, 10.833920, 460.253328, 17.824768, 279.742631, 9.762816, 510.748876
Serena, 52.054016, 793.412146, 114.918404, 359.387943, 61.187073, 674.983894
Si10H16, 1.214464, 461.595192, 1.596416, 351.155790, 0.993280, 564.383380
Si34H36, 4.331520, 761.876316, 10.805248, 305.414784, 5.454848, 604.981600
Si41Ge41H72, 11.817984, 812.931368, 27.180033, 353.465711, 14.608384, 657.650395
Si5H12, 0.994304, 475.410658, 1.401856, 337.197785, 0.805888, 586.561311
Si87H76, 9.434112, 723.273598, 20.952065, 325.669284, 11.532288, 591.681727
SiO, 1.889280, 446.360104, 2.604032, 323.843634, 1.555456, 542.155598
SiO2, 10.291200, 701.710407, 20.779009, 347.535437, 10.435584, 692.001700
Stanford, 94.475266, 15.665456, 8.610816, 171.876635, 3.655680, 404.848921
Stanford_Berkeley, 205.287430, 23.641782, 22.380545, 216.856234, 9.091072, 533.860099
StocF-1465, 23.602177, 569.585134, 46.589951, 288.548256, 18.800640, 715.052726
TF16, 0.392192, 352.762723, 0.724992, 190.830691, 0.348160, 397.376840
TF17, 0.784384, 478.311024, 1.595392, 235.164475, 0.713728, 525.661757
TF18, 1.959936, 521.664375, 4.405248, 232.093349, 1.852416, 551.943396
TF19, 6.666240, 419.616058, 11.475968, 243.749490, 4.600832, 607.990348
TSOPF_FS_b162_c1, 6.802432, 57.253876, 1.213440, 320.959931, 0.967680, 402.473554
TSOPF_FS_b162_c3, 22.560768, 51.098969, 3.663872, 314.648546, 1.502208, 767.425020
TSOPF_FS_b162_c4, 31.430656, 48.833240, 4.944896, 310.392925, 1.980416, 775.019367
TSOPF_FS_b300, 22.007809, 127.958132, 8.324096, 338.304384, 3.286016, 856.988551
TSOPF_FS_b300_c1, 21.986303, 128.083291, 8.347648, 337.349897, 3.435520, 819.694874
TSOPF_FS_b300_c2, 48.830463, 114.911427, 18.884607, 297.129728, 6.673408, 840.826488
TSOPF_FS_b300_c3, 74.815491, 112.369713, 30.102528, 279.278714, 9.852928, 853.248401
TSOPF_FS_b39_c19, 68.327423, 18.523514, 5.381120, 235.204558, 2.130944, 593.945215
TSOPF_FS_b39_c30, 117.921791, 16.939553, 7.897088, 252.946705, 3.326976, 600.407807
TSOPF_FS_b39_c7, 21.334017, 21.901698, 1.632256, 286.260973, 1.000448, 467.041971
TSOPF_FS_b9_c6, 9.145344, 10.355224, 0.664576, 142.500001, 0.541696, 174.825138
TSOPF_RS_b162_c3, 0.553984, 705.058936, 1.130496, 345.504408, 0.573440, 681.137259
TSOPF_RS_b162_c4, 0.704512, 738.325763, 1.451008, 358.481396, 0.685056, 759.294688
TSOPF_RS_b2052_c1, 4.946944, 874.702401, 9.728000, 444.809225, 5.874688, 736.567438
TSOPF_RS_b2383, 11.943936, 866.510659, 23.309313, 444.009149, 11.139072, 929.121185
TSOPF_RS_b2383_c1, 11.848704, 873.475096, 23.194624, 446.204611, 11.134976, 929.462964
TSOPF_RS_b300_c1, 1.188864, 793.671947, 2.390016, 394.795670, 1.120256, 842.278947
TSOPF_RS_b300_c2, 2.450432, 768.879786, 4.765696, 395.343652, 2.096128, 898.841908
TSOPF_RS_b300_c3, 3.283968, 860.120252, 7.331840, 385.252180, 3.154944, 895.295578
TSOPF_RS_b39_c19, 0.695296, 629.791983, 1.461248, 299.669753, 0.752640, 581.807816
TSOPF_RS_b39_c30, 1.029120, 671.633105, 2.246656, 307.653267, 1.321984, 522.843705
TSOPF_RS_b39_c7, 0.336896, 479.570665, 0.679936, 237.618602, 0.342016, 472.391451
TSOPF_RS_b678_c1, 3.132416, 898.228381, 6.135808, 458.558182, 3.630080, 775.086216
TSOPF_RS_b678_c2, 6.763520, 830.994446, 12.304384, 456.784123, 6.156288, 912.960412
Transport, 20.746241, 724.973171, 55.130112, 272.817656, 19.881985, 756.487245
Trefethen_20000, 0.580608, 611.183852, 1.166336, 304.250423, 0.591872, 599.552359
Trefethen_20000b, 0.579584, 612.229458, 1.160192, 305.844546, 0.589824, 601.600456
Wordnet3, 0.544768, 156.207714, 1.154048, 73.737802, 0.546816, 155.622662
Zd_Jac2, 2.226176, 472.295591, 2.957312, 355.529982, 1.854464, 566.963332
Zd_Jac2_db, 0.785408, 551.205168, 1.439744, 300.693013, 0.766976, 564.451770
Zd_Jac3, 2.600960, 471.494092, 3.402752, 360.395735, 2.108416, 581.639123
Zd_Jac3_db, 0.806912, 566.233340, 1.470464, 310.718578, 0.802816, 569.122308
Zd_Jac6, 2.388992, 458.632380, 3.086336, 355.006440, 1.908736, 574.028638
Zd_Jac6_db, 0.768000, 553.035829, 1.434624, 296.057736, 0.734208, 578.489375
Zhao1, 0.343040, 310.546651, 0.737280, 144.490449, 0.326656, 326.122635
Zhao2, 0.343040, 310.546651, 0.736256, 144.691411, 0.323584, 329.218760
a0nsdsil, 11.340800, 20.035778, 1.705984, 133.191027, 0.924672, 245.732279
a2nnsnsl, 11.364352, 19.554311, 1.704960, 130.338589, 0.898048, 247.450119
a5esindl, 17.356800, 9.402802, 1.315840, 124.029182, 0.803840, 203.028667
adaptive, 48.752640, 357.706366, 90.954750, 191.734127, 45.541374, 382.929367
af23560, 0.534528, 579.808411, 1.025024, 302.357626, 0.539648, 574.307404
af_0_k101, 14.063616, 798.687348, 27.531263, 407.988252, 18.363392, 611.675233
af_1_k101, 14.209024, 790.513948, 26.981377, 416.303147, 18.372608, 611.368396
af_2_k101, 14.088192, 797.294075, 26.964993, 416.556095, 18.379776, 611.129972
af_3_k101, 14.056448, 799.094623, 26.920959, 417.237432, 18.373632, 611.334315
af_4_k101, 14.062592, 798.745520, 26.933249, 417.047056, 18.494465, 607.340200
af_5_k101, 14.070784, 798.280487, 27.126783, 414.071652, 18.369535, 611.470662
af_shell1, 14.102528, 798.217192, 27.127808, 414.957234, 18.167809, 619.605825
af_shell10, 41.890816, 804.717870, 79.561729, 423.699789, 55.222271, 610.447332
af_shell2, 14.106624, 797.985420, 27.245567, 413.163722, 19.205120, 586.139527
af_shell3, 14.098432, 798.449099, 27.468800, 409.806041, 18.178047, 619.256837
af_shell4, 14.219264, 791.664039, 27.212799, 413.661232, 18.180096, 619.187061
af_shell5, 14.104576, 798.101262, 27.134975, 414.847621, 18.177025, 619.291666
af_shell6, 14.110720, 797.753783, 27.139072, 414.784994, 18.159616, 619.885338
af_shell7, 14.107648, 797.927485, 27.059200, 416.009338, 18.177025, 619.291666
af_shell8, 14.135296, 796.366776, 27.169792, 414.316014, 18.186239, 618.977890
af_shell9, 14.098432, 798.449099, 27.085823, 415.600441, 18.177025, 619.291666
airfoil_2d, 0.386048, 430.517254, 0.729088, 227.956458, 0.344064, 483.050599
ak2010, 1.165312, 119.232200, 1.051648, 132.119033, 0.505856, 274.668534
al2010, 2.674688, 294.430023, 4.475904, 175.944006, 1.988608, 396.009912
amazon-2008, 7.328768, 450.467039, 13.195264, 250.193430, 6.194176, 532.979401
amazon0302, 2.300928, 343.479344, 4.759552, 166.049510, 2.029568, 389.403704
amazon0312, 4.490240, 456.163046, 10.134528, 202.109222, 3.881984, 527.637827
amazon0505, 4.609024, 466.121968, 10.483712, 204.924298, 4.154368, 517.134592
amazon0601, 4.603904, 470.889147, 18.408447, 117.768125, 4.036608, 537.066815
apache1, 0.808960, 428.943027, 1.846272, 187.945092, 0.714752, 485.479930
apache2, 6.051840, 509.504033, 12.889088, 239.228476, 5.224448, 590.193774
appu, 1.894400, 626.048648, 3.177472, 373.248456, 2.050048, 578.516452
ar2010, 1.929216, 299.996678, 3.417088, 169.371814, 1.497088, 386.589444
as-Skitter, 101.851135, 139.438617, 57.952255, 245.063482, 29.060097, 488.710742
as-caida, 3.723264, 18.351554, 0.774144, 88.262236, 0.593920, 115.045260
astro-ph, 0.691200, 224.538883, 0.755712, 205.370942, 0.439296, 353.295449
atmosmodd, 10.969088, 514.311072, 24.183807, 233.276883, 9.274368, 608.291910
atmosmodj, 10.981376, 513.735561, 24.215551, 232.971082, 9.345024, 603.692739
atmosmodl, 13.286400, 497.098272, 29.969408, 220.379608, 12.682240, 520.779188
atmosmodm, 13.280256, 497.328234, 30.033920, 219.906237, 12.683264, 520.737132
audikw_1, 57.542656, 863.658120, 138.697723, 358.312890, 65.111038, 763.268156
aug3dcqp, 0.289792, 282.939486, 0.724992, 113.095872, 0.283648, 289.068126
auto, 11.277312, 376.215713, 20.454399, 207.422475, 7.987200, 531.187675
av41092, 4.074496, 264.498317, 3.295232, 327.047462, 1.810432, 595.270800
az2010, 2.583552, 296.297576, 4.405248, 173.770042, 1.963008, 389.962823
barrier2-1, 16.064512, 151.591501, 8.401920, 289.843682, 3.909632, 622.883059
barrier2-10, 21.761024, 114.628633, 8.662016, 287.974128, 4.008960, 622.215393
barrier2-11, 21.753857, 114.666402, 9.115648, 273.643345, 4.009984, 622.056465
barrier2-12, 21.773312, 114.563945, 8.588288, 290.446290, 4.006912, 622.533346
barrier2-2, 16.102400, 151.234819, 8.457216, 287.948593, 3.910656, 622.719957
barrier2-3, 16.066561, 151.572173, 8.478720, 287.218307, 3.909632, 622.883059
barrier2-4, 16.094208, 151.311798, 8.486912, 286.941067, 3.909632, 622.883059
barrier2-9, 21.754881, 114.661004, 8.616960, 289.479887, 4.012032, 621.738924
bauru5727, 0.340992, 272.182805, 0.743424, 124.844181, 0.348160, 266.579045
baxter, 4.099072, 17.420685, 0.675840, 105.659088, 0.572416, 124.749551
bayer01, 0.556032, 319.721454, 1.233920, 144.073654, 0.524288, 339.079591
bayer04, 0.297984, 341.670958, 0.702464, 144.936228, 0.302080, 337.038130
bbmat, 1.629184, 695.993869, 3.227648, 351.309087, 1.437696, 788.693921
bcircuit, 0.687104, 349.811855, 1.394688, 172.337554, 0.630784, 381.045064
bcsstk17, 0.552960, 496.122704, 0.891904, 307.584674, 0.464896, 590.101881
bcsstk18, 0.309248, 308.547185, 0.611328, 156.082494, 0.280576, 340.077566
bcsstk25, 0.382976, 421.525740, 0.700416, 230.483361, 0.369664, 436.705317
bcsstk29, 0.631808, 627.520276, 1.135616, 349.125355, 0.556032, 713.038672
bcsstk30, 1.667072, 784.510108, 3.461120, 377.864657, 1.849344, 707.188532
bcsstk31, 1.187840, 636.538801, 2.235392, 338.243229, 1.095680, 690.079440
bcsstk32, 1.804288, 714.635701, 3.476480, 370.894881, 1.858560, 693.767575
bcsstk35, 1.368064, 678.407069, 2.580480, 359.663429, 1.324032, 700.968221
bcsstk36, 1.071104, 683.042511, 1.928192, 379.427771, 1.028096, 711.616063
bcsstk37, 1.028096, 710.269574, 1.991680, 366.637849, 1.011712, 721.771920
bcsstk39, 1.815552, 736.496758, 3.773440, 354.357881, 1.952768, 684.745030
bcsstm36, 0.445440, 460.640810, 0.830464, 247.076139, 0.433152, 473.708640
belgium_osm, 9.177088, 216.186403, 13.504512, 146.911019, 7.653376, 259.226983
bfly, 0.392192, 320.835504, 0.942080, 133.565214, 0.365568, 344.201669
blockqp1, 78.575615, 5.213082, 2.275328, 180.027290, 1.004544, 407.768213
bloweya, 12.257280, 7.832550, 0.664576, 144.461673, 0.546816, 175.572334
bloweybl, 12.265472, 6.261479, 0.722944, 106.232291, 0.519168, 147.928989
bmw3_2, 8.772608, 823.554793, 18.950144, 381.248991, 10.193920, 708.728645
bmw7st_1, 5.794816, 810.618813, 12.385280, 379.271765, 6.605824, 711.097796
bmwcra_1, 8.112128, 839.750194, 17.465343, 390.038781, 8.924160, 763.339214
bodyy4, 0.221184, 352.829861, 0.555008, 140.611164, 0.210944, 369.957530
bodyy5, 0.237568, 348.278547, 0.564224, 146.643601, 0.217088, 381.135025
bodyy6, 0.235520, 366.163035, 0.598016, 144.208042, 0.223232, 386.318805
bone010, 52.998142, 865.435014, 116.044800, 395.247767, 56.844288, 806.878751
boneS01, 5.371904, 800.032421, 11.704320, 367.188978, 6.012928, 714.742846
boneS10, 42.032127, 844.587041, 90.513405, 392.204780, 46.571522, 762.263906
boyd1, 192.454651, 4.027899, 4.900864, 158.173706, 1.520640, 509.777352
boyd2, 253.481979, 3.788254, 7.680000, 125.033086, 3.496960, 274.596821
brack2, 1.012736, 463.295012, 2.053120, 228.528066, 0.906240, 517.738708
brainpc2, 17.751040, 6.467948, 0.834560, 137.572857, 0.612352, 187.494770
bratu3d, 0.297984, 373.273191, 0.694272, 160.210181, 0.283648, 392.138970
bundle1, 2.454528, 201.006720, 1.374208, 359.026181, 0.861184, 572.905023
bundle_adj, 37.226498, 347.417927, 34.605057, 373.735918, 17.292288, 747.914491
c-42, 1.562624, 45.169152, 0.582656, 121.139054, 0.524288, 134.625244
c-43, 3.363840, 23.530250, 0.558080, 141.829124, 0.526336, 150.383021
c-45, 2.983936, 37.416780, 0.640000, 174.452004, 0.514048, 217.196223
c-46, 1.957888, 42.624542, 0.592896, 140.756696, 0.537600, 155.234529
c-47, 2.904064, 46.588726, 0.665600, 203.270192, 0.596992, 226.630569
c-48, 1.356800, 78.339625, 0.658432, 161.430791, 0.508928, 208.853118
c-49, 2.084864, 48.207885, 0.662528, 151.702091, 0.523264, 192.076814
c-50, 2.642944, 46.887106, 0.729088, 169.965763, 0.707584, 175.131145
c-51, 2.192384, 59.274288, 0.721920, 180.008862, 0.568320, 228.659919
c-52, 2.337792, 55.496060, 0.736256, 176.213490, 0.564224, 229.941014
c-53, 6.335488, 37.600312, 1.028096, 231.706309, 0.780288, 305.292822
c-54, 2.926592, 85.657143, 1.052672, 238.140193, 0.721920, 347.245561
c-55, 4.022272, 64.194563, 1.101824, 234.345948, 0.760832, 339.375836
c-56, 2.440192, 99.900336, 1.049600, 232.256096, 0.723968, 336.722052
c-57, 15.429632, 16.807016, 1.195008, 217.007812, 0.835584, 310.353100
c-58, 7.432192, 47.581721, 1.363968, 259.270361, 0.859136, 411.618750
c-59, 4.872192, 63.122111, 1.333248, 230.672040, 0.860160, 357.541670
c-60, 3.524608, 54.215937, 1.079296, 177.050523, 0.704512, 271.237282
c-61, 4.477952, 44.308255, 1.097728, 180.746266, 0.749568, 264.699459
c-62, 7.910400, 45.254289, 1.461248, 244.982036, 0.816128, 438.631579
c-62ghs, 7.896064, 45.336452, 1.459200, 245.325873, 0.886784, 403.682873
c-63, 5.067776, 54.897957, 1.319936, 210.775789, 0.809984, 343.476600
c-64, 15.581184, 29.485450, 1.904640, 241.210019, 1.036288, 443.330647
c-64b, 15.634432, 29.385029, 1.907712, 240.821594, 1.035264, 443.769158
c-65, 5.366784, 42.993703, 1.243136, 185.609548, 0.756736, 304.912051
c-66, 9.213952, 34.660966, 1.455104, 219.478801, 0.904192, 353.204287
c-66b, 9.145344, 34.920992, 1.496064, 213.469806, 0.903168, 353.604725
c-67, 4.615168, 73.765114, 1.613824, 210.951379, 0.944128, 360.585014
c-67b, 4.616192, 73.748754, 1.629184, 208.962523, 0.926720, 367.358416
c-68, 5.818368, 62.258668, 1.878016, 192.886451, 0.987136, 366.964469
c-69, 9.544704, 41.838991, 1.983488, 201.332606, 1.051648, 379.728571
c-70, 9.439232, 44.680653, 2.078720, 202.889769, 1.082368, 389.655860
c-71, 14.725120, 37.358920, 2.506752, 219.453124, 1.299456, 423.342198
c-72, 13.127680, 34.494833, 2.355200, 192.271191, 1.172480, 386.221620
c-73, 68.889603, 11.884745, 4.798464, 170.624473, 1.779712, 460.038128
c-73b, 68.869118, 11.888280, 4.713472, 173.701123, 1.775616, 461.099324
c-big, 52.454399, 28.562848, 7.904256, 189.549410, 3.319808, 451.305328
ca-AstroPh, 0.999424, 253.688529, 0.955392, 265.380492, 0.665600, 380.923076
ca-CondMat, 0.625664, 191.219314, 0.695296, 172.069222, 0.362496, 330.042383
ca-HepPh, 0.786432, 192.879225, 0.748544, 202.641935, 0.536576, 282.693239
ca2010, 7.760896, 287.749531, 11.545600, 193.423837, 5.390336, 414.295922
cage10, 0.267264, 360.739931, 0.612352, 157.446694, 0.235520, 409.361404
cage11, 0.731136, 489.952715, 1.455104, 246.183147, 0.654336, 547.458941
cage12, 2.300928, 565.347101, 5.301248, 245.380526, 1.983488, 655.826032
cage13, 8.971264, 533.568021, 18.644993, 256.732709, 6.919168, 691.814323
cage14, 37.241856, 466.234109, 67.334145, 257.869517, 25.660416, 676.661812
cage15, 147.758087, 429.673352, 247.835648, 256.168607, 98.969597, 641.487029
caidaRouterLevel, 3.753984, 207.673897, 4.419584, 176.397714, 1.954816, 398.812209
cant, 3.942400, 650.549192, 7.258112, 353.359818, 3.435520, 746.531870
case39, 33.118210, 20.139446, 2.329600, 286.307681, 1.242112, 536.974426
case9, 9.152512, 10.347114, 0.634880, 149.165321, 0.548864, 172.541975
