Dataset,Sputnik_time,Sputnik_gflops,cuSPARSE_time,cuSPARSE_gflops,ours_time,ours_gflops
cat_ears_4_4, 0.272384, 312.236856, 0.671744, 126.608234, 0.257024, 330.896427
cbuckle, 1.256448, 344.598097, 1.210368, 357.717311, 0.908288, 476.687569
cca, 0.367616, 242.451255, 0.892928, 99.816513, 0.334848, 266.177381
ccc, 0.370688, 254.585641, 0.990208, 95.305064, 0.348160, 271.058825
cfd1, 1.691648, 691.723666, 3.596288, 325.377993, 1.653760, 707.571226
cfd2, 2.785280, 709.535389, 7.889920, 250.478416, 2.670592, 740.006212
ch7-7-b5, 0.403456, 335.786800, 0.907264, 149.322800, 0.361472, 374.787524
ch7-8-b3, 0.384000, 391.999997, 0.925696, 162.610617, 0.366592, 410.614536
ch7-8-b4, 1.285120, 351.394419, 2.455552, 183.903245, 1.172480, 385.152843
ch7-8-b5, 1.334272, 406.139669, 2.999296, 180.676002, 1.192960, 454.248918
ch7-9-b3, 0.695296, 389.690728, 1.630208, 166.206029, 0.634880, 426.774189
ch7-9-b4, 2.693120, 377.281368, 4.900864, 207.323438, 2.451456, 414.473672
ch7-9-b5, 3.681280, 441.613364, 7.777280, 209.032262, 3.304448, 491.973986
ch8-8-b3, 0.764928, 393.574306, 1.661952, 181.146024, 0.701440, 429.197095
ch8-8-b4, 3.160064, 381.075828, 6.209536, 193.931396, 2.885632, 417.317241
ch8-8-b5, 4.833280, 448.474568, 9.766912, 221.933309, 4.356096, 497.602281
channel-500x100x100-b050, 74.800125, 730.375198, 167.663620, 325.843830, 73.352196, 744.792376
chem_master1, 0.403456, 319.164021, 0.834560, 154.295250, 0.373760, 344.522247
chipcool0, 0.406528, 442.616503, 0.804864, 223.560754, 0.505856, 355.705987
chipcool1, 0.407552, 441.504393, 0.804864, 223.560754, 0.369664, 486.755523
circuit5M, 3801.096191, 10.022253, 201.033722, 189.498289, 89.668610, 424.848187
circuit5M_dc, 39.031807, 314.724951, 56.455170, 217.593598, 28.184576, 435.851279
circuit_4, 14.008320, 14.053545, 1.433600, 137.323219, 0.917504, 214.567519
cit-HepPh, 1.063936, 253.596007, 1.149952, 234.627104, 0.604160, 446.586856
cit-HepTh, 1.110016, 203.417322, 1.166336, 193.594700, 0.649216, 347.798701
cit-Patents, 43.035648, 245.659752, 61.006847, 173.294100, 33.975296, 311.170997
citationCiteseer, 6.060032, 244.306992, 7.708672, 192.057484, 3.515392, 421.150225
ckt11752_dc_1, 6.218752, 34.273527, 1.160192, 183.709729, 0.832512, 256.018597
ckt11752_tr_0, 6.216704, 34.284818, 1.178624, 180.836767, 0.833536, 255.704076
cnr-2000, 9.054208, 227.334884, 8.735744, 235.622423, 3.936256, 522.917543
co2010, 2.065408, 301.987483, 3.660800, 170.380071, 1.617920, 385.511857
co9, 0.751616, 93.367677, 0.574464, 122.160200, 0.464896, 150.951269
coAuthorsCiteseer, 5.079040, 205.174897, 4.988928, 208.880856, 2.225152, 468.323743
coAuthorsDBLP, 3.309568, 378.123461, 6.312960, 198.231139, 2.898944, 431.683166
coPapersCiteseer, 24.026112, 854.362201, 57.536510, 356.764799, 28.642303, 716.667276
coPapersDBLP, 27.121664, 719.518282, 60.893185, 320.471547, 29.477888, 662.005808
cond-mat-2003, 0.595968, 257.794241, 0.846848, 181.422307, 0.399360, 384.708332
cond-mat-2005, 0.840704, 267.498470, 1.141760, 196.965248, 0.533504, 421.528304
conf5_4-8x8-05, 1.712128, 716.555006, 3.642368, 336.823158, 1.956864, 626.938776
conf5_4-8x8-10, 1.702912, 720.432964, 3.744768, 327.612806, 1.953792, 627.924536
conf5_4-8x8-15, 1.711104, 716.983827, 3.536896, 346.867401, 1.952768, 628.253812
conf5_4-8x8-20, 1.703936, 720.000008, 3.603456, 340.460356, 1.954816, 627.595605
conf6_0-8x8-20, 1.707008, 718.704257, 3.572736, 343.387788, 1.955840, 627.267018
conf6_0-8x8-30, 1.711104, 716.983827, 3.523584, 348.177866, 1.953792, 627.924536
conf6_0-8x8-80, 1.710080, 717.413162, 3.556352, 344.969776, 1.948672, 629.574338
consph, 4.657152, 825.978421, 10.395648, 370.030536, 4.864000, 790.852657
cont-201, 0.788480, 356.164780, 1.701888, 165.010157, 0.720896, 389.555217
cont-300, 1.634304, 386.981114, 3.371008, 187.612968, 1.483776, 426.240087
cont11_l, 11.848704, 290.759163, 20.120577, 171.223687, 11.223040, 306.968475
cont1_l, 13.643776, 329.855854, 23.123968, 194.624008, 12.574720, 357.898961
cop20k_A, 2.638848, 636.479175, 39.393280, 42.635999, 2.533376, 662.977724
copter1, 0.328704, 410.950156, 0.703488, 192.016014, 0.306176, 441.187281
copter2, 0.969728, 501.552274, 1.968128, 247.122793, 0.876544, 554.871496
crankseg_1, 10.160128, 668.603254, 18.718719, 362.903798, 7.760896, 875.297674
crankseg_2, 13.417472, 674.886387, 24.900608, 363.656546, 10.230784, 885.100179
crashbasis, 1.871872, 598.473758, 4.844544, 231.242869, 1.745920, 641.648115
crplat2, 0.860160, 714.989589, 1.586176, 387.728364, 0.803840, 765.084412
crystk02, 0.878592, 705.552873, 1.582080, 391.821600, 0.791552, 783.136312
crystk03, 1.458176, 768.599886, 2.959360, 378.714980, 1.457152, 769.140016
crystm02, 0.420864, 491.035600, 0.814080, 253.856132, 0.366592, 563.730811
crystm03, 0.628736, 594.228402, 1.200128, 311.310804, 0.596992, 625.825455
ct2010, 0.647168, 332.626592, 1.511424, 142.425479, 0.638976, 336.891037
ct20stif, 2.298880, 751.242451, 4.592640, 376.040001, 2.501632, 690.355871
cvxbqp1, 0.719872, 311.137981, 1.340416, 167.097026, 0.571392, 391.989248
cvxqp3, 0.259072, 302.524697, 0.640000, 122.462003, 0.239616, 327.088666
cyl6, 1.382400, 330.667121, 1.252352, 365.004600, 0.923648, 494.900915
cz10228, 0.211968, 310.615935, 0.482304, 136.512737, 0.215040, 306.178574
cz20468, 0.329728, 399.992227, 0.670720, 196.637410, 0.340992, 386.779275
cz40948, 0.628736, 419.531746, 1.145856, 230.198834, 0.581632, 453.507908
d_pretok, 2.023424, 519.253566, 4.353024, 241.365561, 1.843200, 570.025010
darcy003, 3.470336, 387.511438, 7.634944, 176.136837, 3.329024, 403.960695
dawson5, 1.138688, 568.107592, 2.315264, 279.405409, 1.074176, 602.226551
dbic1, 5.167104, 133.997603, 3.304448, 209.529562, 1.440768, 480.562810
dbir1, 5.582848, 123.466731, 2.308096, 298.642700, 1.513472, 455.440218
dbir2, 7.851008, 94.411032, 2.478080, 299.111308, 1.710080, 433.442733
dblp-2010, 2.963456, 348.868358, 5.185536, 199.373029, 2.531328, 408.424359
dc1, 266.078217, 1.843418, 3.318784, 147.793119, 1.423360, 344.602520
dc2, 266.978302, 1.837203, 3.318784, 147.793119, 1.425408, 344.107398
dc3, 266.139648, 1.842993, 3.330048, 147.293200, 1.424384, 344.354781
de2010, 0.280576, 264.726286, 0.666624, 111.420889, 0.284672, 260.917273
debr, 8.521728, 315.000767, 15.630336, 171.739798, 8.268800, 324.636077
degme, 1533.601807, 3.391766, 23.296000, 223.283741, 9.884672, 526.230697
delaunay_n15, 0.348160, 361.301472, 0.726016, 173.261640, 0.338944, 371.125391
delaunay_n16, 0.693248, 362.952377, 1.391616, 180.808501, 0.602112, 417.889034
delaunay_n17, 1.476608, 340.825234, 2.763776, 182.093364, 1.145856, 439.204638
delaunay_n18, 3.102720, 324.420790, 4.794368, 209.951953, 2.226176, 452.159609
delaunay_n19, 6.366208, 316.234313, 8.856576, 227.312841, 4.342784, 463.576700
delaunay_n20, 12.864512, 312.991114, 17.544191, 229.504911, 8.556544, 470.572925
delaunay_n21, 25.846785, 311.566888, 33.905663, 237.512015, 17.044479, 472.469828
delaunay_n22, 51.744766, 311.259930, 66.803711, 241.095473, 34.085888, 472.514384
deltaX, 0.498688, 317.535926, 1.055744, 149.990293, 0.455680, 347.505608
denormal, 1.355776, 545.800623, 2.736128, 270.449093, 1.257472, 588.469037
dictionary28, 0.436224, 261.261729, 1.032192, 110.414187, 0.407552, 279.641957
dielFilterV2clx, 26.263552, 616.745757, 46.088192, 351.455186, 25.724928, 629.659066
dielFilterV2real, 51.576832, 602.303945, 89.361404, 347.632510, 48.966656, 634.409861
dielFilterV3clx, 28.126207, 748.311810, 60.135426, 349.996245, 30.583809, 688.180246
dielFilterV3real, 84.090881, 679.691447, 162.467834, 351.797960, 82.624512, 691.754198
dixmaanl, 0.607232, 316.186775, 1.192960, 160.943130, 0.557056, 344.666814
e18, 0.296960, 337.211211, 0.694272, 144.234886, 0.281600, 355.604547
e40r0100, 0.622592, 569.039910, 1.118208, 316.828053, 0.549888, 644.276053
ecl32, 0.627712, 387.861942, 1.352704, 179.984380, 0.563200, 432.289775
ecology1, 8.040448, 397.669374, 14.057472, 227.454833, 7.241728, 441.529988
ecology2, 8.039424, 397.719322, 14.080000, 227.090501, 7.233536, 442.029229
email-Enron, 2.676736, 87.906940, 1.140736, 206.273567, 0.762880, 308.441264
email-EuAll, 3.549184, 75.743831, 2.672640, 100.585485, 1.544192, 174.090273
engine, 4.220928, 713.560284, 9.453568, 318.597864, 4.241408, 710.114851
enron, 3.332096, 53.039143, 1.629184, 108.478551, 0.796672, 221.837247
epb2, 0.361472, 309.891988, 0.641024, 174.747406, 0.300032, 373.351122
epb3, 0.856064, 346.609591, 1.631232, 181.899323, 0.749568, 395.854687
eu-2005, 28.450815, 432.693739, 37.008385, 332.640554, 18.452480, 667.145521
ex11, 1.144832, 613.231208, 1.817600, 386.249293, 0.907264, 773.806438
ex19, 0.358400, 464.069659, 0.717824, 231.703822, 0.330752, 502.861864
ex35, 0.361472, 404.050980, 0.714752, 204.340969, 0.342016, 427.035914
fcondp2, 8.572928, 843.161389, 17.971201, 402.219210, 9.748480, 741.486094
fe_body, 0.680960, 307.770677, 1.046528, 200.261745, 0.478208, 438.260166
fe_ocean, 1.328128, 394.750391, 2.977792, 176.063014, 1.137664, 460.838225
fe_rotor, 1.588224, 533.874096, 3.443712, 246.220265, 1.406976, 602.648296
fe_tooth, 1.217536, 475.810566, 2.386944, 242.702161, 1.090560, 531.210114
fem_filter, 2.205696, 502.322980, 3.539968, 312.989224, 1.583104, 699.873053
fem_hifreq_circuit, 16.807936, 770.654523, 39.532543, 327.656929, 19.871744, 651.835671
filter3D, 2.851840, 607.535678, 6.105088, 283.795171, 2.567168, 674.905017
finan512, 0.886784, 430.854495, 1.874944, 203.779359, 0.808960, 472.303785
finance256, 0.453632, 421.128671, 0.927744, 205.916121, 0.435200, 438.964700
fl2010, 5.182464, 289.751771, 8.211456, 182.869896, 3.698688, 405.989407
flickr, 35.985409, 174.954716, 28.198912, 223.264537, 14.001152, 449.664209
flower_7_4, 0.398336, 324.900391, 0.869376, 148.864840, 0.358400, 361.103584
flower_8_4, 0.752640, 319.103738, 1.544192, 155.531337, 0.635904, 377.683164
foldoc, 0.363520, 211.686622, 0.553984, 138.907120, 0.236544, 325.319267
fome12, 0.555008, 164.354245, 0.707584, 128.914612, 0.347136, 262.772868
fome13, 0.967680, 188.529105, 1.317888, 138.430456, 0.595968, 306.116834
fome20, 0.649216, 229.344441, 1.221632, 121.881286, 0.519168, 286.793628
fome21, 1.063936, 279.892927, 2.001920, 148.751280, 0.898048, 331.594932
ford1, 0.233472, 278.442977, 0.535552, 121.386228, 0.234496, 277.227077
ford2, 0.973824, 357.970548, 1.945600, 179.173681, 0.888832, 392.200473
fullb, 9.004032, 832.201526, 20.538368, 364.837615, 10.498048, 713.767874
fxm3_16, 0.588800, 426.360860, 1.355776, 185.164281, 0.612352, 409.962365
fxm4_6, 0.766976, 415.423899, 1.017856, 313.030684, 0.600064, 530.976980
g7jac040, 0.339968, 215.871614, 0.585728, 125.296112, 0.236544, 310.257037
g7jac040sc, 0.339968, 215.871614, 0.591872, 123.995463, 0.232448, 315.724123
g7jac050sc, 0.387072, 261.226854, 0.617472, 163.754148, 0.270336, 374.029353
g7jac060, 0.429056, 303.275664, 0.679936, 191.374249, 0.307200, 423.574980
g7jac060sc, 0.425984, 305.462744, 0.671744, 193.708082, 0.314368, 413.916926
g7jac080, 0.487424, 385.997910, 0.841728, 223.521905, 0.394240, 477.233776
g7jac080sc, 0.490496, 383.580368, 0.856064, 219.778703, 0.395264, 475.997410
g7jac100, 0.573440, 429.281239, 1.009664, 243.810838, 0.468992, 524.885377
g7jac100sc, 0.572416, 430.049189, 0.993280, 247.832476, 0.466944, 527.187490
g7jac120, 0.650240, 467.811021, 1.220608, 249.211410, 0.531456, 572.369949
g7jac120sc, 0.651264, 467.075463, 1.205248, 252.387426, 0.533504, 570.172735
g7jac140, 0.765952, 472.891048, 1.521664, 238.036672, 0.628736, 576.095259
g7jac140sc, 0.761856, 475.433456, 1.508352, 240.137468, 0.624640, 579.872962
g7jac160, 0.865280, 485.662737, 1.775616, 236.669544, 0.727040, 578.007048
g7jac160sc, 0.861184, 487.972651, 1.752064, 239.850966, 0.729088, 576.383420
g7jac180, 0.940032, 508.766337, 1.992704, 240.003850, 0.828416, 577.314593
g7jac180sc, 0.936960, 510.434436, 1.988608, 240.498197, 0.827392, 578.029097
g7jac200, 1.026048, 522.664699, 2.204672, 243.246622, 0.923648, 580.609756
g7jac200sc, 1.016832, 527.401816, 2.201600, 243.586038, 0.922624, 581.254167
ga2010, 3.105792, 292.213975, 5.113856, 177.469970, 2.242560, 404.696363
garon2, 0.428032, 584.041552, 0.871424, 286.873525, 0.384000, 651.011661
gas_sensor, 1.654784, 658.789077, 3.439616, 316.940499, 1.536000, 709.735410
gearbox, 7.124992, 815.644235, 15.127552, 384.163845, 8.116224, 716.029813
graphics, 0.233472, 323.338810, 0.631808, 119.483391, 0.217088, 347.741747
great-britain_osm, 48.959488, 213.244505, 69.125122, 151.035419, 40.668159, 256.720292
gridgena, 0.694272, 472.053847, 1.382400, 237.075920, 0.630784, 519.565767
gsm_106857, 24.766464, 562.280963, 54.712318, 254.526069, 28.618752, 486.593950
gupta1, 13.898752, 99.656025, 3.812352, 363.317559, 2.487296, 556.867515
gupta2, 15.294464, 177.770402, 7.812096, 348.037582, 3.864576, 703.544960
gupta3, 26.655745, 223.853934, 16.514048, 361.328332, 8.015872, 744.397276
gyro, 1.169408, 558.865495, 1.726464, 378.543513, 0.987136, 662.058476
gyro_k, 1.163264, 561.817214, 1.712128, 381.713133, 0.986112, 662.745977
gyro_m, 0.538624, 404.504524, 0.863232, 252.395458, 0.432128, 504.192818
halfb, 9.423872, 841.289594, 20.910080, 379.157108, 11.066368, 716.423434
hangGlider_4, 16.858112, 5.676821, 0.674816, 141.817145, 0.560128, 170.854670
hangGlider_5, 17.345535, 5.728128, 0.698368, 142.270892, 0.557056, 178.361670
hcircuit, 3.978240, 82.540540, 2.008064, 163.523710, 1.104896, 297.191858
helm2d03, 3.798016, 462.040804, 8.607744, 203.867396, 3.554304, 493.722106
helm3d01, 0.585728, 468.142491, 1.082368, 253.337272, 0.545792, 502.396826
hi2010, 0.382976, 207.429815, 0.690176, 115.102001, 0.293888, 270.309231
hollywood-2009, 124.456963, 585.667911, 222.992386, 326.874162, 110.525436, 659.490264
hood, 8.890368, 775.198359, 17.980415, 383.294763, 10.679296, 645.342103
hugetrace-00000, 31.656960, 278.147061, 55.447552, 158.803950, 30.228479, 291.291207
hugetric-00000, 40.206337, 278.038495, 70.375427, 158.846772, 38.473728, 290.559558
hugetric-00010, 46.578690, 271.667006, 81.022980, 156.176595, 44.434433, 284.776743
hugetric-00020, 50.257919, 272.024683, 87.429123, 156.371174, 47.903744, 285.393030
human_gene1, 28.604416, 551.962731, 43.459583, 363.293210, 23.632896, 668.076026
human_gene2, 21.492737, 538.031448, 31.702017, 364.764437, 17.025024, 679.221835
hvdc1, 0.465920, 219.754120, 0.654336, 156.475945, 0.300032, 341.256411
hvdc2, 1.882112, 458.131454, 3.610624, 238.810439, 1.636352, 526.937205
iChem_Jacobian, 4.306944, 614.801638, 9.342976, 283.412509, 4.034560, 656.308501
ia2010, 2.147328, 304.354449, 3.791872, 172.355184, 1.650688, 395.925081
ibm_matrix_2, 8.914944, 75.853581, 2.384896, 283.547118, 1.122304, 602.537657
id2010, 1.490944, 312.613318, 2.874368, 162.153547, 1.260544, 369.752251
igbt3, 0.352256, 425.156250, 0.684032, 218.942732, 0.306176, 489.142966
il2010, 4.691968, 295.240072, 7.798784, 177.624742, 3.375104, 410.433865
image_interp, 1.734656, 262.574900, 3.197952, 142.427752, 1.563648, 291.291342
in-2004, 29.332479, 369.110083, 31.302656, 345.878441, 17.080320, 633.882368
in2010, 2.766848, 296.473899, 4.686848, 175.021296, 2.035712, 402.953973
inlet, 0.408576, 514.290399, 0.781312, 268.940862, 0.366592, 573.189611
inline_1, 27.687937, 851.000891, 66.906113, 352.171991, 31.875072, 739.212715
ins2, 764.240906, 2.304182, 10.127360, 173.880429, 3.827712, 460.052829
internet, 0.944128, 140.465025, 1.738752, 76.271348, 0.807936, 164.142900
invextr1_new, 1.631232, 703.813942, 3.178496, 361.203501, 1.628160, 705.141903
italy_osm, 40.453121, 221.933230, 58.459137, 153.575511, 34.522114, 260.062054
jan99jac060, 0.321536, 253.148882, 0.626688, 129.883578, 0.286720, 283.888385
jan99jac060sc, 0.321536, 253.148882, 0.604160, 134.726693, 0.278528, 292.238046
jan99jac080, 0.363520, 301.975355, 0.688128, 159.525671, 0.332800, 329.849999
jan99jac080sc, 0.362496, 302.828399, 0.687104, 159.763416, 0.340992, 321.925672
jan99jac100, 0.410624, 336.443269, 0.875520, 157.793861, 0.389120, 355.036173
jan99jac100sc, 0.414720, 333.120371, 0.805888, 171.427891, 0.400384, 345.047946
jan99jac120, 0.493568, 337.398857, 0.958464, 173.745989, 0.452608, 367.932701
jan99jac120sc, 0.492544, 338.100315, 0.969728, 171.727826, 0.462848, 359.792583
jnlbrng1, 0.403456, 315.989846, 0.818176, 155.819780, 0.376832, 338.315210
juba40k, 0.331776, 279.600700, 0.750592, 123.588848, 0.351232, 264.112615
k1_san, 0.793600, 451.430632, 1.722368, 208.001635, 0.715776, 500.513215
k3plates, 0.418816, 579.044926, 0.825344, 293.832962, 0.404480, 599.568023
karted, 292.383759, 3.875124, 5.871616, 192.966192, 2.583552, 438.552586
kim1, 1.004544, 594.543184, 2.136064, 279.600604, 0.961536, 621.136188
kim2, 9.730048, 745.239146, 27.725824, 261.532812, 9.415680, 770.120995
kkt_power, 26.433537, 353.796939, 44.127232, 211.934988, 20.271105, 461.351486
kneser_10_4_1, 2.958336, 214.661639, 4.583424, 138.551718, 2.434048, 260.899249
kron_g500-logn16, 32.361473, 97.151948, 9.438208, 333.111994, 5.286912, 594.672312
kron_g500-logn17, 61.953026, 105.663126, 21.530624, 304.039041, 11.100160, 589.734797
kron_g500-logn18, 118.532097, 114.282810, 49.504257, 273.636691, 22.658049, 597.852946
kron_g500-logn19, 222.748672, 125.162809, 110.782463, 251.663023, 46.668800, 597.398034
kron_g500-logn20, 401.453064, 142.266672, 245.016571, 233.100117, 97.614845, 585.089196
kron_g500-logn21, 706.902039, 164.850399, 536.395752, 217.252061, 202.613754, 575.148925
ks2010, 2.387968, 300.653401, 4.139008, 173.459610, 1.800192, 398.818971
ky2010, 1.630208, 309.272139, 3.712000, 135.823797, 1.319936, 381.971479
la2010, 3.017728, 207.972932, 3.693568, 169.918562, 1.619968, 387.418602
laminar_duct3D, 3.067904, 799.623875, 8.134656, 301.570133, 3.096576, 792.219955
language, 30.342144, 25.655859, 5.449728, 142.842681, 2.703360, 287.957851
largebasis, 5.647360, 630.111078, 15.247360, 233.382300, 5.490688, 648.090749
ldoor, 37.436417, 795.332104, 74.554367, 399.364721, 45.190144, 658.868984
lhr10, 0.323584, 460.112751, 0.665600, 223.685576, 0.308224, 483.041955
lhr10c, 0.322560, 461.573395, 0.689152, 216.041047, 0.313344, 475.149099
lhr11, 0.332800, 449.501922, 0.710656, 210.501625, 0.310272, 482.139014
lhr11c, 0.334848, 446.752694, 0.703488, 212.646472, 0.278528, 537.088685
lhr14, 0.397312, 495.905302, 0.771072, 255.526238, 0.386048, 510.374683
lhr14c, 0.398336, 494.630471, 0.789504, 249.560638, 0.386048, 510.374683
lhr17, 0.441344, 553.908071, 0.893952, 273.464343, 0.421888, 579.452375
lhr17c, 0.443392, 551.349585, 0.878592, 278.245188, 0.417792, 585.133283
lhr34, 0.768000, 636.678328, 1.609728, 303.758751, 0.731136, 668.779740
lhr34c, 0.775168, 630.790950, 1.611776, 303.372777, 0.733184, 666.911680
lhr71, 1.485824, 658.206414, 3.172352, 308.281949, 1.527808, 640.118988
lhr71c, 1.478656, 661.397137, 3.164160, 309.080096, 1.530880, 638.834459
li, 1.349632, 640.321024, 2.342912, 368.856267, 1.259520, 686.132593
light_in_tissue, 0.562176, 462.299645, 0.968704, 268.290173, 0.488448, 532.080719
ljournal-2008, 145.903610, 346.631662, 193.201157, 261.772816, 104.223747, 485.252279
lowThrust_10, 8.996864, 15.792524, 0.771072, 184.267105, 0.591872, 240.057319
lowThrust_11, 8.984576, 15.942059, 0.786432, 182.129714, 0.585728, 244.537810
lowThrust_12, 9.067520, 15.852131, 0.766976, 187.410715, 0.583680, 246.264265
lowThrust_13, 9.074688, 15.861050, 0.793600, 181.368543, 0.598016, 240.685992
lowThrust_4, 6.637568, 15.518648, 0.625664, 164.634821, 0.571392, 180.272178
lowThrust_5, 7.906304, 16.057587, 0.679936, 186.717811, 0.560128, 226.655632
lowThrust_6, 8.259584, 16.066590, 0.699392, 189.741027, 0.568320, 233.501136
lowThrust_7, 8.550400, 15.835405, 0.763904, 177.246152, 0.574464, 235.696292
lowThrust_8, 8.705024, 15.913202, 0.771072, 179.652231, 0.603136, 229.674235
lowThrust_9, 8.905728, 15.780513, 0.751616, 186.979734, 0.567296, 247.731260
lp1, 618.341370, 1.700984, 7.500800, 140.223547, 3.368960, 312.199857
lp_ken_18, 1.608704, 142.493239, 1.941504, 118.067972, 0.866304, 264.606241
lp_nug20, 0.463872, 420.529814, 0.985088, 198.024950, 0.439296, 444.055937
lp_nug30, 3.177472, 315.783102, 4.980736, 201.454573, 3.263488, 307.459989
lp_osa_60, 432.534515, 2.083456, 7.579648, 118.892951, 2.264064, 398.030573
lp_pds_10, 0.325632, 211.487811, 0.616448, 111.716157, 0.253952, 271.181959
lp_pds_20, 0.643072, 231.535626, 1.192960, 124.810620, 0.512000, 290.808736
lpl1, 0.734208, 285.944914, 0.968704, 216.725690, 0.474112, 442.813171
lpl3, 0.678912, 94.763388, 0.498688, 129.010520, 0.406528, 158.257243
lung2, 0.999424, 315.422650, 2.703360, 116.610792, 0.797696, 395.189348
luxembourg_osm, 0.797696, 192.018615, 1.607680, 95.275480, 0.690176, 221.932489
m133-b3, 1.408000, 364.000002, 3.154944, 162.447260, 1.273856, 402.331176
m14b, 4.844544, 443.621333, 8.482816, 253.352555, 3.350528, 641.434138
m_t1, 7.199744, 867.014800, 17.080320, 365.466494, 7.854080, 794.782411
ma2010, 1.603584, 309.949703, 3.225600, 154.089286, 1.303552, 381.289268
mac_econ_fwd500, 2.130944, 382.445036, 3.901440, 208.889277, 1.822720, 447.116912
majorbasis, 1.863680, 601.104394, 4.983808, 224.781178, 1.745920, 641.648115
mario001, 0.346112, 381.205607, 0.867328, 152.122198, 0.326656, 403.910641
mario002, 3.454976, 389.234208, 7.616512, 176.563092, 3.325952, 404.333814
mark3jac040, 0.263168, 275.863319, 0.608256, 119.355012, 0.258048, 281.336808
mark3jac040sc, 0.263168, 275.863319, 0.607232, 119.556287, 0.257024, 282.457680
mark3jac060, 0.317440, 344.143142, 0.685056, 159.468430, 0.322560, 338.680543
mark3jac060sc, 0.313344, 348.641746, 0.681984, 160.186748, 0.332800, 328.259614
mark3jac080, 0.400384, 364.378189, 0.874496, 166.828897, 0.402432, 362.523860
mark3jac080sc, 0.402432, 362.523860, 0.864256, 168.805534, 0.401408, 363.448673
mark3jac100, 0.495616, 368.304502, 1.026048, 177.903577, 0.492544, 370.601615
mark3jac100sc, 0.494592, 369.067021, 1.032192, 176.844619, 0.495616, 368.304502
mark3jac120, 0.581632, 376.843078, 1.256448, 174.447327, 0.586752, 373.554757
mark3jac120sc, 0.583680, 375.520850, 1.283072, 170.827515, 0.592896, 369.683732
mark3jac140, 0.656384, 389.757220, 1.439744, 177.691590, 0.660480, 387.340103
mark3jac140sc, 0.661504, 386.740536, 1.425408, 179.478717, 0.678912, 376.824104
matrix-new_3, 26.227713, 65.365975, 5.709824, 300.254434, 2.629632, 651.954343
matrix_9, 7.814144, 173.760808, 4.347904, 312.286549, 2.015232, 673.764580
mc2depi, 3.394560, 395.970011, 7.219200, 186.190156, 2.980864, 450.924289
md2010, 1.424384, 314.691769, 2.778112, 161.347682, 1.201152, 373.176694
me2010, 0.657408, 326.592680, 1.521664, 141.098585, 0.662528, 324.068790
memchip, 29.767679, 318.416804, 43.078655, 220.028439, 21.169151, 447.751974
memplus, 0.935936, 86.262311, 0.600064, 134.545653, 0.495616, 162.900314
mi2010, 3.401728, 296.901347, 5.581824, 180.940429, 2.487296, 406.054429
minsurfo, 0.405504, 321.373115, 0.812032, 160.483925, 0.382976, 340.277410
mip1, 108.743683, 60.930474, 15.697920, 422.081666, 7.947264, 833.721391
mixtank_new, 1.750016, 729.608334, 3.469312, 368.034428, 1.768448, 722.003838
mk12-b3, 0.361472, 368.094890, 0.872448, 152.508798, 0.338944, 392.560437
mk12-b4, 0.646144, 308.884720, 1.253376, 159.237131, 0.587776, 339.557924
mk13-b5, 1.381376, 375.653254, 3.055616, 169.824486, 1.258496, 412.332166
mn2010, 2.671616, 293.958884, 4.495360, 174.701314, 1.964032, 399.863779
mo2010, 3.795968, 279.297271, 5.860352, 180.911234, 2.592768, 408.907985
mod2, 0.852992, 149.917467, 0.934912, 136.781212, 0.428032, 298.758964
mono_500Hz, 5.186560, 621.457040, 14.272512, 225.834403, 4.806656, 670.575219
mouse_gene, 36.377602, 509.628601, 48.924671, 378.930830, 28.196863, 657.486832
mri1, 0.858112, 439.904546, 1.864704, 202.438219, 0.789504, 478.132301
mri2, 0.813056, 448.016377, 1.622016, 224.573870, 0.758784, 480.060731
ms2010, 1.775616, 302.760949, 3.879936, 138.555688, 1.379328, 389.745728
msc10848, 1.662976, 473.282782, 2.023424, 388.973322, 1.131520, 695.575772
msc23052, 1.053696, 701.417614, 1.945600, 379.873020, 1.038336, 711.793613
msdoor, 16.324608, 793.538106, 33.068031, 391.743865, 19.629057, 659.950116
mt2010, 1.285120, 318.061750, 2.576384, 158.651625, 1.117184, 365.873038
mult_dcop_01, 27.688959, 4.467363, 0.869376, 142.282096, 0.642048, 192.659489
mult_dcop_02, 27.694080, 4.466537, 0.844800, 146.421213, 0.640000, 193.276004
mult_dcop_03, 27.694080, 4.465151, 0.898048, 137.696696, 0.635904, 194.460543
n4c6-b10, 1.720320, 541.823665, 4.211712, 221.313828, 1.602560, 581.638163
n4c6-b11, 1.047552, 507.587982, 2.442240, 217.720126, 1.049600, 506.597558
n4c6-b12, 0.569344, 374.173796, 1.157120, 184.106749, 0.501760, 424.572699
n4c6-b5, 0.485376, 409.912974, 0.966656, 205.824941, 0.470016, 423.308821
n4c6-b6, 0.998400, 467.182705, 2.205696, 211.468479, 0.907264, 514.111883
n4c6-b7, 1.579008, 529.231523, 3.949568, 211.582835, 1.422336, 587.527005
n4c6-b8, 2.290688, 500.127115, 5.050368, 226.841933, 2.179072, 525.744560
n4c6-b9, 2.239488, 533.144746, 5.541888, 215.444836, 2.117632, 563.823766
nasasrb, 2.412544, 710.240871, 4.659200, 367.764271, 2.454528, 698.092381
nc2010, 3.104768, 292.014343, 5.060608, 179.155709, 2.247680, 403.365613
