Dataset,no_blocksplit_time,no_blockSplit_gflops,No_pipeline_time,No_pipeline_time,complete_time,complete_gflops
cage14, 102.037506, 680.668277, 101.989372, 680.989518, 101.633026, 683.377206
caidaRouterLevel, 9.488384, 328.656370, 7.644160, 407.947767, 7.550976, 412.982110
cant, 11.388928, 900.778379, 11.410432, 899.080824, 12.181504, 842.170250
case39, 97.585152, 27.339504, 5.532672, 482.213591, 3.914752, 681.506669
case9, 20.205568, 18.747719, 2.137088, 177.254427, 1.092608, 346.701039
cat_ears_4_4, 0.805888, 422.134690, 0.800768, 424.833750, 0.926720, 367.093913
cbuckle, 4.217856, 410.606343, 3.976192, 435.562066, 2.607104, 664.292011
cca, 1.242112, 287.023898, 1.275904, 279.422138, 1.291264, 276.098322
ccc, 1.143808, 330.026856, 1.150976, 327.971547, 1.295360, 291.415027
cfd1, 5.403648, 866.194824, 5.443584, 859.840111, 5.397504, 867.180824
cfd2, 9.028608, 875.552311, 9.027584, 875.651649, 9.010176, 877.343477
ch7-7-b5, 1.307648, 414.408788, 1.311744, 413.114762, 1.253376, 432.352939
ch7-8-b3, 1.126400, 534.545457, 1.126400, 534.545457, 1.126400, 534.545457
ch7-8-b4, 3.735552, 483.552622, 3.735552, 483.552622, 3.693568, 489.049072
ch7-8-b5, 4.380672, 494.810662, 4.195328, 516.670706, 4.161536, 520.866115
ch7-9-b3, 1.894400, 572.108108, 2.000896, 541.658143, 1.889280, 573.658548
ch7-9-b4, 8.084480, 502.723225, 8.088576, 502.468647, 8.068096, 503.744120
ch7-9-b5, 11.789312, 551.585148, 11.782144, 551.920756, 11.737088, 554.039425
ch8-8-b3, 2.088960, 576.470607, 2.093056, 575.342476, 2.083840, 577.887007
ch8-8-b4, 9.525248, 505.697722, 9.544704, 504.666858, 9.515008, 506.241930
ch8-8-b5, 15.633408, 554.607992, 15.608832, 555.481192, 15.534080, 558.154268
chem_master1, 1.134592, 453.973353, 1.144832, 449.912785, 1.127424, 456.859672
chipcool0, 1.361920, 528.477444, 1.369088, 525.710525, 1.345536, 534.912484
chipcool1, 1.521664, 472.997974, 1.361920, 528.477444, 1.347584, 534.099540
circuit5M_dc, 103.583740, 474.371112, 103.604225, 474.277318, 103.568382, 474.441456
circuit_4, 23.622656, 33.335212, 4.240384, 185.706347, 2.093056, 376.227991
cit-HepPh, 2.745344, 393.116385, 2.683904, 402.115615, 1.928192, 559.715873
cit-HepTh, 2.965504, 304.564061, 2.787328, 324.032880, 1.805312, 500.293523
cit-Patents, 138.016769, 306.401223, 138.068985, 306.285346, 137.896957, 306.667440
citationCiteseer, 17.659904, 335.337750, 14.674944, 403.547207, 14.456832, 409.635574
ckt11752_dc_1, 11.538432, 73.888223, 3.421184, 249.198589, 1.729536, 492.938113
ckt11752_tr_0, 11.537408, 73.894782, 3.461120, 246.323233, 1.724416, 494.401717
cnr-2000, 22.382591, 367.846110, 12.450816, 661.269833, 13.278208, 620.064790
co2010, 5.425152, 459.878271, 5.438464, 458.752575, 5.408768, 461.271284
co9, 1.651712, 169.948859, 1.651712, 169.948859, 0.996352, 281.734322
coAuthorsCiteseer, 12.738560, 327.224284, 8.146944, 511.647810, 8.128512, 512.807988
coAuthorsDBLP, 11.054080, 452.837424, 11.063296, 452.460187, 10.911744, 458.744364
coPapersCiteseer, 92.243965, 890.117920, 92.181503, 890.721061, 101.327873, 810.320041
coPapersDBLP, 94.119934, 829.347505, 94.057472, 829.898259, 104.070145, 750.053079
cond-mat-2003, 1.553408, 395.613045, 1.568768, 391.739550, 1.259520, 487.922743
cond-mat-2005, 2.125824, 423.152703, 2.119680, 424.379242, 1.710080, 526.026938
conf5_4-8x8-05, 6.709248, 731.428564, 6.715392, 730.759366, 6.676480, 735.018425
conf5_4-8x8-10, 6.716416, 730.647977, 6.772736, 724.572112, 6.680576, 734.567767
conf5_4-8x8-15, 6.722560, 729.980206, 6.694912, 732.994804, 6.664192, 736.373672
conf5_4-8x8-20, 6.721536, 730.091390, 6.713344, 730.982296, 6.669312, 735.808383
conf6_0-8x8-20, 6.709248, 731.428564, 6.703104, 732.098990, 6.676480, 735.018425
conf6_0-8x8-30, 6.766592, 725.230021, 6.712320, 731.093838, 6.670336, 735.695451
conf6_0-8x8-80, 6.706176, 731.763649, 6.737920, 728.316130, 6.676480, 735.018425
consph, 16.378880, 939.431098, 16.376831, 939.548607, 17.367041, 885.978741
cont-201, 2.392064, 469.600795, 2.388992, 470.204658, 2.358272, 476.329772
cont-300, 5.047296, 501.214745, 5.061632, 499.795149, 5.017600, 504.181116
cont11_l, 40.797184, 337.780114, 40.807423, 337.695364, 40.753151, 338.145079
cont1_l, 44.412930, 405.330556, 44.408833, 405.367951, 44.381184, 405.620490
cop20k_A, 8.679424, 774.047580, 8.686592, 773.408867, 8.690688, 773.044350
copter1, 0.989184, 546.231872, 0.988160, 546.797920, 0.969728, 557.191134
copter2, 2.945024, 660.598050, 2.847744, 683.164332, 2.836480, 685.877280
crankseg_1, 33.518593, 810.665822, 26.719233, 1016.959508, 28.335104, 958.965162
crankseg_2, 41.748482, 867.602245, 35.376129, 1023.884674, 37.562366, 964.291653
crashbasis, 6.063104, 739.071084, 6.054912, 740.071019, 6.043648, 741.450385
crplat2, 2.691072, 914.141937, 2.695168, 912.752653, 2.945024, 835.314669
crystk02, 2.672640, 927.761465, 2.678784, 925.633638, 2.904064, 853.828473
crystk03, 4.742144, 945.356273, 4.744192, 944.948173, 5.216256, 859.431661
crystm02, 1.212416, 681.809514, 1.216512, 679.513909, 1.215488, 680.086376
crystm03, 2.009088, 743.845551, 1.973248, 757.355992, 1.974272, 756.963169
ct2010, 2.130944, 404.074961, 1.968128, 437.502609, 1.938432, 444.204971
ct20stif, 7.866368, 878.177253, 7.876608, 877.035568, 8.614912, 801.872991
cvxbqp1, 2.064384, 433.988099, 2.028544, 441.655741, 1.950720, 459.275602
cvxqp3, 0.724992, 432.422330, 0.720896, 434.879258, 0.716800, 437.364301
cyl6, 4.963328, 368.393345, 4.214784, 433.819834, 2.631680, 694.786962
cz10228, 0.556032, 473.646407, 0.566272, 465.081358, 0.552960, 476.277796
cz20468, 1.008640, 523.035507, 1.006592, 524.099676, 1.000448, 527.318327
cz40948, 1.845248, 571.792458, 1.958912, 538.614737, 1.826816, 577.561671
d_pretok, 6.354944, 661.324501, 6.386688, 658.037494, 6.331392, 663.784590
darcy003, 12.694528, 423.740030, 12.685312, 424.047860, 12.654592, 425.077293
dawson5, 3.406848, 759.525859, 3.346432, 773.238226, 3.375104, 766.669459
dbic1, 12.685312, 218.324785, 7.308288, 378.955789, 5.894144, 469.876211
dbir1, 12.620800, 218.463489, 4.477952, 615.724331, 4.454400, 618.979876
dbir2, 16.900097, 175.436097, 4.836352, 613.042045, 4.790272, 618.939153
dblp-2010, 8.893440, 464.997109, 8.886272, 465.372183, 8.825856, 468.557826
dc1, 642.103271, 3.055542, 5.505024, 356.396952, 3.892224, 504.075234
dc2, 642.864136, 3.051926, 5.223424, 375.610668, 3.893248, 503.942651
dc3, 642.041870, 3.055835, 5.521408, 355.339386, 3.877888, 505.938742
de2010, 0.826368, 359.529131, 0.816128, 364.040144, 0.797696, 372.451864
debr, 30.831615, 348.259497, 30.875648, 347.762829, 30.814207, 348.456245
degme, 3566.673828, 5.833578, 36.332542, 572.667650, 35.512321, 585.894439
delaunay_n15, 1.112064, 452.458562, 1.116160, 450.798151, 1.103872, 455.816351
delaunay_n16, 2.089984, 481.565423, 2.078720, 484.174855, 2.060288, 488.506473
delaunay_n17, 4.000768, 503.168648, 3.997696, 503.555338, 3.978240, 506.018016
delaunay_n18, 7.814144, 515.264046, 7.833600, 513.984311, 7.788544, 516.957653
delaunay_n19, 15.401984, 522.845216, 15.399936, 522.914764, 15.366144, 524.064701
delaunay_n20, 30.646273, 525.542290, 30.646273, 525.542290, 30.626816, 525.876161
delaunay_n21, 61.595650, 522.959156, 61.417473, 524.476301, 61.428738, 524.380122
delaunay_n22, 122.727425, 524.938004, 122.734589, 524.907363, 122.699776, 525.056292
deltaX, 1.500160, 422.225262, 1.513472, 418.511513, 1.522688, 415.978472
denormal, 4.105216, 721.017706, 4.086784, 724.269627, 4.064256, 728.284168
dictionary28, 1.263616, 360.769864, 1.255424, 363.123974, 1.233920, 369.452289
dielFilterV2clx, 84.077568, 770.618583, 84.117500, 770.252755, 90.255363, 717.871313
dielFilterV2real, 162.315262, 765.545493, 162.510849, 764.624134, 173.459457, 716.361731
dielFilterV3clx, 102.375427, 822.352539, 102.427650, 821.933258, 108.781570, 773.924224
dielFilterV3real, 276.753418, 826.090651, 276.864014, 825.760662, 294.818817, 775.470892
dixmaanl, 2.147328, 357.651423, 2.182144, 351.945108, 2.105344, 364.783550
e18, 0.848896, 471.851614, 0.844800, 474.139397, 0.854016, 469.022778
e40r0100, 1.912832, 740.848493, 1.908736, 742.438308, 2.024448, 700.002557
ecl32, 1.752064, 555.837233, 1.889280, 515.467490, 1.728512, 563.410825
ecology1, 24.399872, 524.173245, 24.407040, 524.019307, 24.370176, 524.811960
ecology2, 24.415232, 523.842539, 24.400896, 524.150298, 24.369152, 524.833073
email-Enron, 7.973888, 118.037114, 4.091904, 230.018760, 1.881088, 500.356555
email-EuAll, 7.915520, 135.848962, 6.093824, 176.459841, 4.714496, 228.086983
engine, 14.083072, 855.463008, 14.064640, 856.584089, 14.541824, 828.475616
enron, 6.109184, 115.715307, 3.695616, 191.287752, 1.935360, 365.268527
epb2, 0.963584, 465.002654, 0.983040, 455.799491, 0.972800, 460.597361
epb3, 2.540544, 467.175528, 2.534400, 468.308083, 2.512896, 472.315596
eu-2005, 83.660797, 588.590596, 59.376640, 829.315336, 63.775745, 772.111060
ex11, 3.103744, 904.773993, 3.108864, 903.283906, 3.321856, 845.366826
ex19, 1.010688, 658.254847, 1.020928, 651.652441, 0.898048, 740.818143
ex35, 1.040384, 561.535404, 1.040384, 561.535404, 1.029120, 567.681609
fcondp2, 32.157696, 899.114450, 31.306751, 923.553157, 33.422337, 865.093585
fe_body, 1.458176, 574.908701, 1.481728, 565.770576, 1.439744, 582.268850
fe_ocean, 3.853312, 544.237308, 3.854336, 544.092717, 3.835904, 546.707171
fe_rotor, 4.862976, 697.442609, 4.822016, 703.366992, 4.792320, 707.725461
fe_tooth, 3.630080, 638.351202, 3.654656, 634.058571, 3.588096, 645.820508
fem_filter, 5.899264, 751.261084, 6.164480, 718.939344, 5.584896, 793.548759
fem_hifreq_circuit, 65.711105, 788.488437, 66.537476, 778.695709, 69.892097, 741.320530
filter3D, 9.329664, 742.832547, 9.364480, 740.070802, 9.112576, 760.529031
finan512, 2.631680, 580.731515, 2.638848, 579.154041, 2.699264, 566.191188
finance256, 1.361920, 561.082707, 1.362944, 560.661154, 1.359872, 561.927718
fl2010, 12.904448, 465.460657, 12.933120, 464.428749, 12.923904, 464.759909
flickr, 84.654083, 297.484384, 49.155071, 512.322883, 51.886082, 485.356901
flower_7_4, 1.159168, 446.594521, 1.170432, 442.296599, 1.134592, 456.268028
flower_8_4, 2.085888, 460.562121, 2.067456, 464.668151, 2.058240, 466.748771
foldoc, 0.729088, 422.183984, 0.750592, 410.088680, 0.618496, 497.673840
fome12, 1.582080, 230.627831, 1.563648, 233.346433, 1.022976, 356.676662
fome13, 2.323456, 314.076679, 2.328576, 313.386092, 1.841152, 396.351512
fome20, 1.754112, 339.531523, 1.751040, 340.127197, 1.740800, 342.127937
fome21, 3.309568, 359.911827, 3.300352, 360.916837, 3.296256, 361.365324
ford1, 0.618496, 420.430463, 0.619520, 419.735531, 0.615424, 422.529134
ford2, 2.809856, 496.253655, 2.792448, 499.347260, 2.759680, 505.276432
fullb, 32.768002, 914.693472, 33.835007, 885.848121, 36.070400, 830.949391
fxm3_16, 1.914880, 524.401059, 1.868800, 537.331494, 1.847296, 543.586475
fxm4_6, 2.092032, 609.207061, 2.094080, 608.611255, 1.964032, 648.910305
g7jac040, 0.717824, 408.955074, 0.714752, 410.712740, 0.586752, 500.309775
g7jac040sc, 0.705536, 416.077644, 0.706560, 415.474628, 0.588800, 498.569554
g7jac050sc, 0.947200, 427.000000, 0.946176, 427.462125, 0.744448, 543.294356
g7jac060, 1.079296, 482.248580, 1.075200, 484.085732, 0.886784, 586.939943
g7jac060sc, 1.113088, 467.608091, 1.088512, 478.165594, 0.894976, 581.567493
g7jac080, 1.368064, 550.104772, 1.369088, 549.693322, 1.211392, 621.251034
g7jac080sc, 1.359872, 553.418681, 1.358848, 553.835730, 1.206272, 623.887943
g7jac100, 1.631232, 603.634643, 1.633280, 602.877729, 1.569792, 627.260261
g7jac100sc, 1.744896, 564.313363, 1.802240, 546.357950, 1.703936, 577.878612
g7jac120, 1.869824, 650.733826, 1.873920, 649.311488, 2.050048, 593.526441
g7jac120sc, 1.969152, 617.909525, 1.867776, 651.447356, 1.912832, 636.102777
g7jac140, 2.232320, 649.032090, 2.248704, 644.303291, 2.264064, 639.932137
g7jac140sc, 2.238464, 647.250652, 2.231296, 649.329950, 2.321408, 624.124384
g7jac160, 2.727936, 616.193687, 2.643968, 635.762949, 2.633728, 638.234830
g7jac160sc, 2.648064, 634.779607, 2.628608, 639.477993, 2.629632, 639.228973
g7jac180, 2.965504, 645.093247, 3.003392, 636.955340, 2.970624, 643.981392
g7jac180sc, 2.966528, 644.870569, 2.966528, 644.870569, 2.963456, 645.539065
g7jac200, 3.337216, 642.786150, 3.577856, 599.553510, 3.311616, 647.755113
g7jac200sc, 3.369984, 636.536024, 3.369984, 636.536024, 3.316736, 646.755175
ga2010, 7.682048, 472.559327, 7.678976, 472.748363, 7.621632, 476.305247
garon2, 1.412096, 708.134506, 1.231872, 811.735270, 1.242112, 805.043255
gas_sensor, 5.175296, 842.582636, 5.000192, 872.089363, 4.986880, 874.417382
gearbox, 26.047487, 892.440565, 26.065920, 891.809472, 28.208128, 824.082841
graphics, 0.583680, 517.342128, 0.587776, 513.736929, 0.576512, 523.774442
gridgena, 1.900544, 689.768302, 1.906688, 687.545659, 1.882112, 696.523385
gsm_106857, 111.421440, 499.929326, 111.489021, 499.626284, 115.666946, 481.579632
gupta1, 35.891201, 154.365901, 7.588864, 730.066807, 7.021568, 789.051354
gupta2, 45.623295, 238.378491, 14.500864, 749.997527, 13.725696, 792.354171
gupta3, 67.751938, 352.284730, 30.070784, 793.726343, 28.461056, 838.618684
gyro, 3.861504, 676.981556, 3.867648, 675.906162, 3.428352, 762.514161
gyro_k, 3.884032, 673.054968, 3.844096, 680.047293, 3.428352, 762.514161
gyro_m, 1.373184, 634.658853, 1.312768, 663.867014, 1.264640, 689.131593
halfb, 34.653183, 915.148885, 34.667519, 914.770454, 38.084606, 832.693966
hangGlider_4, 39.081985, 9.794843, 2.313216, 165.484730, 1.161216, 329.656079
hangGlider_5, 40.256512, 9.872434, 2.325504, 170.900480, 1.190912, 333.718828
hcircuit, 7.007232, 187.444098, 4.215808, 311.556965, 2.898944, 453.083731
helm2d03, 13.198336, 531.836270, 13.146112, 533.949001, 13.133824, 534.448567
helm3d01, 1.744896, 628.585661, 1.748992, 627.113595, 1.883136, 582.441534
hi2010, 0.965632, 329.072103, 0.970752, 327.336498, 0.855040, 371.634725
hollywood-2009, 392.835083, 742.198978, 402.670593, 724.070250, 404.970490, 719.958132
hood, 34.949120, 788.780848, 34.972672, 788.249652, 37.548031, 734.184870
human_gene1, 106.235901, 594.472166, 99.385345, 635.448675, 89.291779, 707.279966
human_gene2, 77.800446, 594.534812, 72.628227, 636.874602, 64.498688, 717.147509
hvdc1, 1.087488, 376.603088, 1.089536, 375.895223, 0.852992, 480.135055
hvdc2, 5.342208, 645.616745, 5.357568, 643.765794, 5.317632, 648.600496
iChem_Jacobian, 14.182400, 746.817522, 14.211072, 745.310745, 14.149632, 748.546980
ia2010, 5.446656, 479.963319, 5.594112, 467.311923, 5.434368, 481.048603
ibm_matrix_2, 19.382273, 139.556472, 4.464640, 605.854339, 3.369984, 802.651191
id2010, 4.174848, 446.568547, 4.144128, 449.878939, 4.119552, 452.562749
igbt3, 0.918528, 652.190621, 0.919552, 651.464345, 0.912384, 656.582511
il2010, 12.122112, 457.100851, 12.102656, 457.835675, 12.043264, 460.093515
image_interp, 5.039104, 361.554055, 5.016576, 363.177703, 4.987904, 365.265341
in-2004, 79.060989, 547.775281, 55.936001, 774.235824, 59.016193, 733.826653
in2010, 6.842368, 479.540548, 6.924288, 473.867213, 6.804480, 482.210679
inlet, 1.186816, 708.203206, 1.193984, 703.951525, 1.093632, 768.546360
inline_1, 105.781250, 890.988105, 106.058754, 888.656825, 113.526787, 830.199094
ins2, 1696.228394, 4.152624, 13.856768, 508.329158, 15.713280, 448.270454
internet, 2.534400, 209.307072, 2.470912, 214.685041, 2.469888, 214.774049
invextr1_new, 5.478400, 838.262114, 5.452800, 842.197684, 5.764096, 796.713922
jan99jac060, 0.801792, 406.072784, 0.781312, 416.716913, 0.786432, 414.003892
jan99jac060sc, 0.765952, 425.073534, 0.762880, 426.785220, 0.794624, 409.735840
jan99jac080, 1.009664, 434.893484, 1.000448, 438.899698, 1.198080, 366.500017
jan99jac080sc, 0.999424, 439.349394, 0.988160, 444.357507, 0.986112, 445.280374
jan99jac100, 1.207296, 457.722641, 1.197056, 461.638131, 1.183744, 466.829603
jan99jac100sc, 1.197056, 461.638131, 1.195008, 462.429291, 1.190912, 464.019773
jan99jac120, 1.409024, 472.750727, 1.427456, 466.646334, 1.375232, 484.367095
jan99jac120sc, 1.414144, 471.039089, 1.410048, 472.407405, 1.375232, 484.367095
jnlbrng1, 1.136640, 448.648667, 1.135616, 449.053223, 1.116160, 456.880720
juba40k, 1.040384, 356.655985, 1.059840, 350.108708, 1.032192, 359.486610
k1_san, 2.361344, 606.866844, 2.427904, 590.229887, 2.335744, 613.518219
k3plates, 1.212416, 800.099205, 1.213440, 799.424089, 1.284096, 755.436601
karted, 612.591614, 7.398230, 10.158080, 446.156498, 7.913472, 572.706056
kim1, 3.049472, 783.407464, 3.053568, 782.356669, 3.026944, 789.238011
kim2, 32.665600, 887.932607, 32.626686, 888.991641, 32.594944, 889.857372
kkt_power, 76.034050, 491.995590, 75.987968, 492.293952, 76.189697, 490.990496
kneser_10_4_1, 8.278016, 306.856751, 8.275968, 306.932705, 8.221696, 308.958778
kron_g500-logn16, 86.988800, 144.569423, 18.987007, 662.343493, 20.091904, 625.919815
kron_g500-logn17, 182.008835, 143.864454, 39.293953, 666.377385, 42.321918, 618.700724
kron_g500-logn18, 329.350159, 164.520110, 84.063232, 644.571032, 87.130112, 621.882876
kron_g500-logn19, 626.160645, 178.100300, 177.579010, 627.998762, 180.335617, 618.399184
kron_g500-logn20, 1103.068115, 207.107396, 374.435852, 610.127380, 376.429565, 606.895915
kron_g500-logn21, 2120.722412, 219.798843, 846.848022, 550.432095, 847.339539, 550.112806
ks2010, 6.001664, 478.501096, 6.086656, 471.819475, 5.986304, 479.728890
ky2010, 4.403200, 458.010450, 4.373504, 461.120329, 4.329472, 465.810069
la2010, 6.317056, 397.403944, 6.300672, 398.437344, 5.341184, 470.012449
laminar_duct3D, 10.881024, 901.815564, 10.889216, 901.137119, 11.290624, 869.099654
language, 63.462399, 49.065511, 9.964544, 312.489457, 9.976832, 312.104576
largebasis, 18.613249, 764.716366, 18.609152, 764.884726, 18.585600, 765.853999
ldoor, 147.033081, 810.005035, 147.099655, 809.638445, 158.672897, 750.585248
lhr10, 0.886784, 671.573313, 0.868352, 685.828423, 0.808960, 736.180361
lhr10c, 0.876544, 679.418809, 0.869376, 685.020610, 0.812032, 733.395348
lhr11, 0.892928, 670.129011, 0.877568, 681.858221, 0.819200, 730.440643
lhr11c, 0.878592, 681.063509, 0.877568, 681.858221, 0.826368, 724.104731
lhr14, 1.044480, 754.553946, 1.045504, 753.814906, 1.082368, 728.140954
lhr14c, 1.047552, 752.341161, 1.050624, 750.141316, 1.087488, 724.712769
lhr17, 1.252352, 780.815618, 1.252352, 780.815618, 1.349632, 724.535267
lhr17c, 1.252352, 780.815618, 1.254400, 779.540807, 1.347584, 725.636393
lhr34, 2.396160, 816.254312, 2.387968, 819.054438, 2.696192, 725.421565
lhr34c, 2.433024, 803.886808, 2.400256, 814.861376, 2.700288, 724.321183
lhr71, 4.730880, 826.889648, 4.716544, 829.402926, 5.331968, 733.672003
lhr71c, 4.740096, 825.281902, 4.842496, 807.830422, 5.337088, 732.968136
li, 4.283392, 807.021883, 4.282368, 807.214815, 4.638720, 745.203637
light_in_tissue, 1.600512, 649.526540, 1.604608, 647.868515, 1.660928, 625.900119
lowThrust_10, 21.368832, 26.596344, 2.447360, 232.222800, 1.104896, 514.376761
lowThrust_11, 21.364737, 26.816645, 2.411520, 237.580679, 1.105920, 518.057890
lowThrust_12, 21.502975, 26.738536, 2.442240, 235.422432, 1.120256, 513.238141
lowThrust_13, 21.659649, 26.581055, 2.457600, 234.267697, 1.211392, 475.268368
lowThrust_4, 15.363072, 26.819135, 2.251776, 182.977491, 1.183744, 348.068785
lowThrust_5, 18.774015, 27.049335, 2.309120, 219.921292, 1.207296, 420.629766
lowThrust_6, 19.609600, 27.069060, 2.589696, 204.971338, 1.264640, 419.734827
lowThrust_7, 20.256767, 26.736554, 2.531328, 213.957325, 1.207296, 448.602624
lowThrust_8, 20.689920, 26.781118, 2.567168, 215.840646, 1.251328, 442.808923
lowThrust_9, 21.175297, 26.547342, 2.425856, 231.731733, 1.274880, 440.941749
lp1, 1355.689941, 3.103331, 11.193344, 375.862223, 11.454464, 367.293940
lp_ken_18, 3.715072, 246.810232, 3.883008, 236.135944, 2.769920, 331.026789
lp_nug20, 2.049024, 380.809576, 2.058240, 379.104489, 2.009088, 388.379197
lp_nug30, 12.500992, 321.059965, 12.453888, 322.274299, 12.961792, 309.646074
lp_osa_60, 1006.166016, 3.582577, 9.636864, 374.049793, 10.999808, 327.702700
lp_pds_10, 1.256448, 219.244086, 1.049600, 262.451218, 0.904192, 304.657428
lp_pds_20, 1.793024, 332.163060, 1.790976, 332.542873, 1.746944, 340.924687
lpl1, 2.174976, 386.106383, 2.178048, 385.561843, 1.448960, 579.568926
lpl3, 2.571264, 100.084627, 2.583552, 99.608605, 1.170432, 219.870959
lung2, 2.561024, 492.367063, 2.535424, 497.338450, 2.516992, 500.980454
luxembourg_osm, 2.166784, 282.764644, 2.153472, 284.512608, 2.134016, 287.106521
m133-b3, 4.327424, 473.734022, 4.293632, 477.462434, 4.273152, 479.750793
m14b, 14.645248, 586.987118, 14.587904, 589.294540, 14.525440, 591.828683
m_t1, 25.946112, 962.346093, 25.959423, 961.852624, 27.970560, 892.693573
ma2010, 4.404224, 451.412471, 4.421632, 449.635267, 4.337664, 458.339222
mac_econ_fwd500, 6.177792, 527.676523, 6.180864, 527.414277, 6.150144, 530.048693
majorbasis, 6.061056, 739.320815, 6.072320, 737.949412, 6.039552, 741.953178
mario001, 1.144832, 460.992838, 1.146880, 460.169631, 1.126400, 468.536366
mario002, 12.946432, 415.495132, 12.711936, 423.159739, 12.665856, 424.699236
mark3jac040, 0.707584, 410.401578, 0.704512, 412.191134, 0.687104, 422.634136
mark3jac040sc, 0.690176, 420.752961, 0.703488, 412.791125, 0.688128, 422.005212
mark3jac060, 0.973824, 448.725015, 1.000448, 436.783526, 0.970752, 450.145042
mark3jac060sc, 0.992256, 440.389583, 1.164288, 375.318807, 0.967680, 451.574085
mark3jac080, 1.248256, 467.504114, 1.263616, 461.821325, 1.233920, 472.935693
mark3jac080sc, 1.240064, 470.592476, 1.244160, 469.043189, 1.234944, 472.543538
mark3jac100, 1.526784, 478.227717, 1.509376, 483.743200, 1.496064, 488.047587
mark3jac100sc, 1.537024, 475.041632, 1.526784, 478.227717, 1.500160, 486.715024
mark3jac120, 1.805312, 485.642361, 1.822720, 481.004200, 1.767424, 496.053016
mark3jac120sc, 1.911808, 458.589981, 1.781760, 492.061788, 1.773568, 494.334575
mark3jac140, 2.053120, 498.422718, 2.058240, 497.182851, 2.036736, 502.432124
mark3jac140sc, 2.055168, 497.926030, 2.056192, 497.678057, 2.032640, 503.444589
matrix-new_3, 53.737473, 127.612998, 8.078336, 848.887717, 8.127488, 843.753923
matrix_9, 17.655807, 307.613685, 7.336960, 740.247748, 6.524928, 832.372085
mc2depi, 10.539008, 510.159583, 10.533888, 510.407560, 10.518528, 511.152892
md2010, 4.000768, 448.155853, 4.047872, 442.940797, 3.980288, 450.461792
me2010, 2.052096, 418.508006, 2.078720, 413.147765, 2.007040, 427.903056
memchip, 78.246910, 484.544592, 78.212097, 484.760267, 78.201859, 484.823735
memplus, 2.132992, 151.404223, 1.935360, 166.865083, 1.067008, 302.663143
mi2010, 8.471552, 476.879614, 8.475648, 476.649152, 8.466432, 477.168019
minsurfo, 1.175552, 443.427696, 1.159168, 449.695228, 1.145856, 454.919562
mip1, 354.529266, 74.756076, 27.522049, 962.981233, 27.952127, 948.164560
mixtank_new, 5.997568, 851.562642, 5.912576, 863.803660, 6.266880, 814.967724
mk12-b3, 1.186816, 448.446946, 1.024000, 519.749975, 1.014784, 524.470243
mk12-b4, 1.800192, 443.472697, 1.895424, 421.191246, 1.798144, 443.977795
mk13-b5, 4.780032, 434.238418, 4.987904, 416.141443, 4.746240, 437.330084
mn2010, 6.672384, 470.803422, 6.629376, 473.857743, 6.611968, 475.105309
mo2010, 8.987648, 471.849151, 8.923136, 475.260513, 8.887296, 477.177109
mod2, 1.954816, 261.668415, 1.963008, 260.576415, 1.243136, 411.470330
mono_500Hz, 17.632256, 731.210890, 17.682432, 729.135967, 17.537024, 735.181614
mouse_gene, 120.016899, 617.881861, 112.970749, 656.420053, 106.612740, 695.566639
mri1, 2.686976, 561.951229, 2.663424, 566.920412, 2.651136, 569.548105
mri2, 2.446336, 595.604848, 2.452480, 594.112716, 2.430976, 599.368176
ms2010, 4.598784, 467.590740, 4.615168, 465.930765, 4.573184, 470.208239
msc10848, 4.653056, 676.594389, 4.265984, 737.984867, 3.632128, 866.773330
msc23052, 3.771392, 783.881324, 3.800064, 777.966838, 3.680256, 803.293012
msdoor, 64.062462, 808.847991, 64.087044, 808.537741, 68.866051, 752.428708
mt2010, 3.643392, 448.754908, 3.667968, 445.748181, 3.633152, 450.019728
mult_dcop_01, 70.687744, 6.999609, 2.728960, 181.309566, 1.398784, 353.726197
mult_dcop_02, 70.761475, 6.992316, 2.812928, 175.897345, 1.439744, 343.662874
mult_dcop_03, 70.584320, 7.007689, 2.723840, 181.593985, 1.390592, 355.699564
n4c6-b10, 6.268928, 594.749260, 6.272000, 594.457975, 6.233088, 598.169047
n4c6-b11, 4.086784, 520.433490, 4.080640, 521.217085, 4.026368, 528.242606
n4c6-b12, 2.022400, 421.348122, 2.017280, 422.417491, 1.957888, 435.231431
n4c6-b5, 1.623040, 490.343860, 1.615872, 492.519004, 1.604608, 495.976370
n4c6-b6, 3.320832, 561.829322, 3.322880, 561.483046, 3.295232, 566.194055
n4c6-b7, 5.320704, 628.233258, 5.318656, 628.475167, 5.284864, 632.493709
n4c6-b8, 7.704576, 594.781697, 7.692288, 595.731835, 7.687168, 596.128604
n4c6-b9, 8.008704, 596.336772, 7.986176, 598.018976, 7.949312, 600.792204
nasasrb, 7.989248, 857.896715, 8.002560, 856.469646, 8.452096, 810.917132
nc2010, 7.655424, 473.722572, 7.705600, 470.637887, 7.638016, 474.802238
ncvxbqp1, 1.967104, 455.450296, 1.972224, 454.267913, 1.943552, 460.969437
ncvxqp3, 2.989056, 428.197997, 3.019776, 423.841965, 2.974720, 430.261618
ncvxqp5, 2.540544, 428.220470, 2.498560, 435.415992, 2.506752, 433.993053
ncvxqp7, 3.542016, 415.555070, 3.550208, 414.596182, 3.511296, 419.190722
nd12k, 37.825535, 962.461521, 37.881855, 961.030598, 36.079617, 1009.035717
