Dataset,ASpT_time,ASpT_gflops
s3dkt3m2,2.846496,843.920016 
s4dkt3m2,2.845600,844.185807 
sc2010,1.892448,302.054490 
sc205-2r,0.250112,315.350567 
scagr7-2r,0.235264,326.825349 
scfxm1-2b,0.281120,252.821853 
scfxm1-2r,0.392096,361.361287 
scircuit,2.327264,263.708381 
sctap1-2r,0.266656,447.296273 
sd2010,0.909824,288.915302 
sgpf5y6,2.920992,182.288982 
shallow_water1,0.644000,325.644724 
shallow_water2,0.623520,336.340766 
shar_te2-b2,1.691328,227.267561 
shar_te2-b3,1.827328,280.470725 
shermanACb,0.873472,106.351849 
ship_001,3.083264,964.013166 
ship_003,6.108160,847.237424 
shipsec1,6.122560,816.746351 
shipsec5,7.911424,818.105730 
shipsec8,5.142528,828.031527 
shock-9,0.254112,359.098343 
shuttle_eddy,0.185376,357.669595 
shyy161,0.599936,351.783652 
sinc15,0.433152,840.020705 
sinc18,0.654336,952.490255 
skirt,0.232416,541.153784 
sls,15.552640,280.000988 
smallworld,1.505952,424.978645 
sme3Da,0.865280,647.105790 
sme3Db,1.552384,857.958021 
sme3Dc,2.593792,776.908815 
smt,2.392064,1004.169481 
soc-Epinions1,1.093632,297.774466 
soc-LiveJournal1,115.624962,381.889983 
soc-Slashdot0811,1.783808,324.866534 
soc-Slashdot0902,1.891328,320.947486 
soc-sign-Slashdot081106,0.913408,361.949979 
soc-sign-Slashdot090216,0.970752,359.751450 
soc-sign-Slashdot090221,0.979968,358.674238 
soc-sign-epinions,2.632704,204.534226 
south31,0.486752,147.785154 
spal_004,35.155968,840.471797 
sparsine,1.265216,783.543937 
spmsrtls,0.298400,493.183890 
srb1,2.091008,906.633225 
stat96v2,2.835456,643.775755 
stat96v3,3.260416,651.251564 
std1_Jac2,1.135616,703.748343 
std1_Jac2_db,0.654336,487.843328 
std1_Jac3,1.139712,817.524725 
std1_Jac3_db,0.698368,487.377190 
stokes128,0.538048,664.439122 
stokes64,0.196928,455.099135 
stokes64s,0.196384,456.359790 
stomach,3.771584,512.743373 
stormG2_1000,5.798912,381.851599 
stormg2-125,0.851296,325.719653 
struct3,0.897856,836.619862 
t2dah,0.218016,517.002792 
t2dah_a,0.222272,507.103383 
t2dah_e,0.224832,501.329352 
t2em,8.733760,336.410952 
t3dh,3.264512,853.220067 
t3dh_a,3.272704,851.084393 
t3dh_e,3.267584,852.417911 
t3dl,0.403456,808.797584 
t3dl_a,0.410464,794.988717 
t60k,0.345024,331.812290 
tandem_dual,0.946272,311.449050 
tandem_vtx,0.282496,573.969178 
ted_A,0.513024,529.674430 
ted_AB,0.544768,613.706559 
ted_AB_unscaled,0.534528,625.463342 
ted_A_unscaled,0.512000,530.733725 
ted_B,0.231072,400.440393 
ted_B_unscaled,0.230016,402.278810 
thermal1,0.991424,370.833378 
thermal2,16.810593,326.663101 
thermomech_TC,1.380864,329.791429 
thermomech_TK,1.391904,327.175668 
thermomech_dK,3.616672,503.663562 
thermomech_dM,2.876544,316.627954 
thread,2.949120,970.062485 
tmt_sym,9.456704,343.863464 
tmt_unsym,8.713120,336.764843 
tn2010,2.541920,300.614597 
tomographic1,0.825312,502.109252 
torsion1,0.292416,432.497255 
torso1,5.289984,1030.354679 
torso2,1.589792,416.043554 
torso3,5.060896,560.095865 
tp-6,11.655168,633.534276 
trans4,1.764352,278.002037 
trans5,1.755136,279.461783 
transient,2.283520,269.559980 
trdheim,1.110016,1115.846414 
troll,9.171968,836.294965 
ts-palko,1.356800,507.973128 
tsyl201,1.443840,1088.190139 
tube1,0.627328,915.176526 
tube2,0.618240,928.629401 
turon_m,2.889280,374.543350 
twotone,2.301952,340.364786 
tx2010,8.987904,317.316942 
usroads,1.235104,171.448563 
usroads-48,1.094240,189.442910 
ut2010,1.432256,255.626260 
va2010,2.949440,304.248237 
vanbody,1.941504,770.338211 
venkat01,1.477760,743.954980 
venkat25,1.475456,745.116683 
venkat50,1.479424,743.118187 
venturiLevel3,34.925983,295.179186 
vfem,1.701952,539.478816 
vibrobox,0.397312,552.235845 
viscoplastic2,0.400160,609.877627 
viscorocks,0.742912,1001.243977 
vsp_barth5_1Ksep_50in_5Kout,0.335840,388.013355 
vsp_bcsstk30_500sep_10in_1Kout,3.752960,687.782407 
vsp_befref_fxm_2_4_air02,0.854016,147.218224 
vsp_bump2_e18_aa01_model1_crew1,1.290240,298.413679 
vsp_c-30_data_data,0.458752,173.504462 
vsp_c-60_data_cti_cs4,3.624640,85.134634 
vsp_finan512_scagr7-2c_rlfddd,2.239488,315.512133 
vsp_mod2_pgp2_slptsk,2.249728,221.533913 
vsp_model1_crew1_cr42_south31,0.932864,260.669591 
vsp_msc10848_300sep_100in_1Kout,2.123776,735.913708 
vsp_p0291_seymourl_iiasa,0.453632,151.997744 
vsp_sctap1-2b_and_seymourl,0.804864,223.967878 
vsp_south31_slptsk,1.060864,229.143346 
vsp_vibrobox_scagr7-2c_rlfddd,1.307648,426.376291 
vt2010,0.340992,292.038285 
wa2010,2.041184,297.061164 
wang3,0.285408,397.282220 
wang4,0.286208,396.234342 
water_tank,1.776032,733.421392 
wathen100,0.406240,742.971273 
wathen120,0.473504,764.696887 
watson_1,2.970080,227.353991 
watson_2,4.868704,242.711465 
wave,2.714304,499.554838 
waveguide3D,0.331136,586.524953 
web-BerkStan,10.674176,455.714867 
web-Google,13.784896,237.014845 
web-NotreDame,4.911104,195.101900 
web-Stanford,4.799744,308.349370 
webbase-1M,10.289152,193.168787 
wheel_601,9.957376,139.526822 
wi2010,2.552512,303.237979 
wiki-Talk,17.911808,179.418091 
wikipedia-20051105,35.426304,356.852636 
wikipedia-20060925,67.708931,352.275853 
wikipedia-20061104,71.661568,351.726472 
wikipedia-20070206,82.193405,350.629700 
windscreen,1.040384,911.903250 
wing,0.385472,403.599535 
wing_nodal,0.215072,449.266466 
world,0.806304,157.862448 
wv2010,1.534368,276.511286 
wy2010,1.088768,251.343756 
x104,7.117824,914.223123 
xenon1,0.855552,883.542770 
xenon2,3.781408,654.433553 
