Dataset,ASpT_time,ASpT_gflops
HTC_336_4438,2.836480,204.088906 
HTC_336_9129,2.821120,200.413338 
HV15R,193.097733,938.214088 
Hamrle3,12.773408,276.286086 
Hook_1498,49.845951,782.153093 
IG5-15,0.354304,584.373217 
IG5-16,0.536576,701.724749 
IG5-17,0.821248,806.583546 
IG5-18,1.341440,854.241436 
IMDB,9.199616,263.138832 
Ill_Stokes,0.270880,452.139375 
JP,11.016192,797.927034 
LargeRegFile,19.377151,163.299990 
LeGresley_87936,1.080064,351.550111 
Lin,3.430944,329.499989 
Linux_call_graph,4.482528,172.603737 
Long_Coup_dt0,68.978783,808.030422 
Long_Coup_dt6,68.858749,809.438966 
M6,42.582687,315.679421 
ML_Geer,74.488831,952.668763 
ML_Laplace,18.564096,954.615924 
Maragal_6,0.959488,358.653958 
Maragal_7,1.343488,571.902163 
Maragal_8,1.507328,555.543041 
NACA0015,12.490240,319.206597 
NLR,50.542721,316.259375 
NotreDame_actors,4.440512,211.925679 
NotreDame_www,2.404128,247.533967 
OPF_10000,0.536512,557.927931 
OPF_3754,0.262208,386.314355 
OPF_6000,0.421024,459.706626 
PFlow_742,26.391552,900.614525 
PR02R,6.798336,770.554297 
Pres_Poisson,0.520288,880.501892 
RFdevice,1.137472,205.694024 
RM07R,30.017536,798.785602 
Raj1,3.300352,252.572130 
Reuters911,0.888832,213.188371 
Rucci1,18.208769,273.843200 
Serena,52.740257,783.088494 
Si10H16,0.933888,600.276167 
Si34H36,4.505600,732.440203 
Si41Ge41H72,11.582464,829.461626 
Si5H12,0.711680,664.206839 
Si87H76,8.937472,763.464610 
SiO,1.336320,631.060804 
SiO2,8.689664,831.038118 
Stanford,5.311488,278.640945 
Stanford_Berkeley,11.301888,429.429175 
StocF-1465,26.337025,510.439168 
TF16,0.313184,441.755400 
TF17,0.622688,602.516064 
TF18,2.130112,479.988297 
TF19,5.595136,499.945195 
TSOPF_FS_b162_c1,0.672768,578.900307 
TSOPF_FS_b162_c3,1.075200,1072.202419 
TSOPF_FS_b162_c4,1.555456,986.759354 
TSOPF_FS_b300,2.564096,1098.273274 
TSOPF_FS_b300_c1,2.565120,1097.834838 
TSOPF_FS_b300_c2,4.880384,1149.741143 
TSOPF_FS_b300_c3,7.305216,1150.820919 
TSOPF_FS_b39_c19,1.656832,763.906066 
TSOPF_FS_b39_c30,2.731008,731.430432 
TSOPF_FS_b39_c7,0.518144,901.778636 
TSOPF_FS_b9_c6,0.347136,272.809742 
TSOPF_RS_b162_c3,0.592896,658.785639 
TSOPF_RS_b162_c4,0.580608,895.887330 
TSOPF_RS_b2052_c1,3.373056,1282.843832 
TSOPF_RS_b2383,7.808000,1325.505641 
TSOPF_RS_b2383_c1,7.805952,1325.853408 
TSOPF_RS_b300_c1,1.182720,797.794950 
TSOPF_RS_b300_c2,1.564672,1204.142266 
TSOPF_RS_b300_c3,2.491392,1133.746707 
TSOPF_RS_b39_c19,0.538784,812.740946 
TSOPF_RS_b39_c30,0.869760,794.691706 
TSOPF_RS_b39_c7,0.260672,619.803577 
TSOPF_RS_b678_c1,2.675712,1051.542485 
TSOPF_RS_b678_c2,4.582400,1226.529231 
Transport,30.835615,487.762860 
Trefethen_20000,0.432320,820.823096 
Trefethen_20000b,0.432032,821.324367 
Wordnet3,0.428480,198.601942 
Zd_Jac2,1.180672,890.520886 
Zd_Jac2_db,0.892928,484.832997 
Zd_Jac3,1.300480,942.988183 
Zd_Jac3_db,0.731136,624.918572 
Zd_Jac6,1.185792,923.997757 
Zd_Jac6_db,0.689152,616.310362 
Zhao1,0.270688,393.552433 
Zhao2,0.265888,400.657111 
a0nsdsil,1.096704,207.186040 
a2nnsnsl,1.098752,202.249530 
a5esindl,0.933888,174.756027 
adaptive,60.552448,288.000405 
af23560,0.394912,784.792147 
af_0_k101,14.374016,781.440076 
af_1_k101,14.376960,781.280059 
af_2_k101,14.370496,781.631487 
af_3_k101,14.377056,781.274825 
af_4_k101,14.380416,781.092290 
af_5_k101,14.387872,780.687526 
af_shell1,14.242912,790.349598 
af_shell10,41.786049,806.735475 
af_shell2,14.246720,790.138344 
af_shell3,14.246016,790.177433 
af_shell4,14.247968,790.069168 
af_shell5,14.239584,790.534332 
af_shell6,14.347296,784.599425 
af_shell7,14.241344,790.436608 
af_shell8,14.240736,790.470380 
af_shell9,14.321920,785.989566 
airfoil_2d,0.275872,602.454489 
ak2010,1.083680,128.213786 
al2010,2.607008,302.073674 
amazon-2008,10.130272,325.891383 
amazon0302,2.675296,295.414511 
amazon0312,5.955456,343.933643 
amazon0505,6.064448,354.256051 
amazon0601,6.050624,358.298311 
apache1,0.948672,365.772112 
apache2,9.299680,331.563761 
appu,1.455104,815.052783 
ar2010,1.897984,304.933230 
as-Skitter,33.730560,421.041966 
as-caida,0.859136,79.530693 
astro-ph,0.568320,273.087849 
atmosmodd,16.882175,334.170393 
atmosmodj,16.885632,334.101996 
atmosmodl,19.882175,332.189323 
atmosmodm,19.889185,332.072250 
audikw_1,60.982273,814.944730 
aug3dcqp,0.259648,315.787534 
auto,8.759488,484.355025 
av41092,1.581056,681.631315 
az2010,2.483424,308.243850 
barrier2-1,4.062208,599.487622 
barrier2-10,3.784704,659.083643 
barrier2-11,3.778560,660.155332 
barrier2-12,3.775488,660.692484 
barrier2-2,3.682304,661.336919 
barrier2-3,3.676160,662.442183 
barrier2-4,3.677184,662.257709 
barrier2-9,3.780608,659.797715 
bauru5727,0.312832,296.683717 
baxter,0.706560,101.065215 
bayer01,0.381568,465.907396 
bayer04,0.265088,384.070509 
bbmat,1.212416,935.241724 
bcircuit,0.575360,417.750834 
bcsstk17,0.430080,637.872029 
bcsstk18,0.224320,425.363777 
bcsstk25,0.290944,554.863597 
bcsstk29,0.477184,830.858373 
bcsstk30,1.257472,1040.050864 
bcsstk31,0.842752,897.187142 
bcsstk32,1.502208,858.342283 
bcsstk35,0.990208,937.282159 
bcsstk36,0.777216,941.320796 
bcsstk37,0.792576,921.331539 
bcsstk39,1.583840,844.244462 
bcsstm36,0.413184,496.601626 
belgium_osm,10.785056,183.954685 
bfly,0.315040,399.406815 
blockqp1,0.574464,713.049214 
bloweya,0.599040,160.266033 
bloweybl,0.593920,129.310346 
bmw3_2,8.863744,815.087098 
bmw7st_1,5.879808,798.901413 
bmwcra_1,7.820288,871.088267 
bodyy4,0.221440,352.421962 
bodyy5,0.234656,352.600564 
bodyy6,0.232640,370.696014 
bone010,50.643967,905.664604 
boneS01,5.093376,843.781638 
boneS10,41.006081,865.720145 
boyd1,1.826816,424.338223 
boyd2,4.868096,197.254554 
brack2,0.789152,594.556568 
brainpc2,0.876544,130.983499 
bratu3d,0.294912,377.161445 
bundle1,0.702464,702.351510 
bundle_adj,14.638080,883.527960 
c-42,0.497664,141.827416 
c-43,0.728064,108.715717 
c-45,0.524288,212.954102 
c-46,0.713728,116.927007 
c-47,0.852992,158.614196 
c-48,0.786432,135.156245 
c-49,0.934912,107.504104 
c-50,0.919552,134.761271 
c-51,0.791552,164.173673 
c-52,0.507904,255.438512 
c-53,0.832512,286.141598 
c-54,0.806912,310.670207 
c-55,0.884736,291.847511 
c-56,0.898048,271.450974 
c-57,0.843776,307.339962 
c-58,1.025024,345.003103 
c-59,0.559104,550.064078 
c-60,0.618496,308.959023 
c-61,0.784384,252.950388 
c-62,1.048576,341.395875 
c-62ghs,1.043456,343.071039 
c-63,0.703488,395.473076 
c-64,0.879616,522.294079 
c-64b,0.897024,512.158262 
c-65,0.809984,284.867247 
c-66,0.972800,328.294073 
c-66b,0.972800,328.294073 
c-67,1.169408,291.120302 
c-67b,1.149952,296.045734 
c-68,0.927744,390.456690 
c-69,0.993280,402.042528 
c-70,1.072128,393.377486 
c-71,1.104896,497.888114 
c-72,1.091584,414.844056 
c-73,2.296832,356.462871 
c-73b,2.312192,354.094890 
c-big,4.830208,310.182728 
ca-AstroPh,0.863232,293.712924 
ca-CondMat,0.591456,202.278852 
ca-HepPh,0.735232,206.310934 
ca2010,7.223264,309.166905 
cage10,0.213792,450.965432 
cage11,0.520416,688.337917 
cage12,2.439488,533.236103 
cage13,8.778944,545.256868 
cage14,32.039330,541.940909 
cage15,117.587837,539.917343 
caidaRouterLevel,3.263040,238.919677 
cant,2.690784,953.151625 
case39,0.908288,734.329198 
case9,0.345088,274.428779 
cat_ears_4_4,0.203744,417.427372 
cbuckle,1.093760,395.854296 
cca,0.294176,302.978340 
ccc,0.296832,317.930147 
cfd1,1.674176,698.942629 
cfd2,2.827744,698.880350 
ch7-7-b5,0.288736,469.200954 
ch7-8-b3,0.444096,338.953740 
ch7-8-b4,1.519936,297.107253 
ch7-8-b5,1.792544,302.308227 
ch7-9-b3,0.719008,376.839186 
ch7-9-b4,3.539456,287.067852 
ch7-9-b5,5.292608,307.164722 
ch8-8-b3,0.793440,379.431344 
ch8-8-b4,4.190240,287.387841 
ch8-8-b5,7.137472,303.693402 
channel-500x100x100-b050,87.864899,621.774531 
chem_master1,0.299776,429.549548 
chipcool0,0.310880,578.795667 
chipcool1,0.314144,572.781935 
circuit5M,92.195839,413.202447 
circuit5M_dc,35.128448,349.696159 
circuit_4,1.418240,138.810474 
cit-HepPh,0.763904,353.198738 
cit-HepTh,0.804864,280.539921 
cit-Patents,48.250240,219.110343 
citationCiteseer,5.456896,271.309588 
ckt11752_dc_1,0.696320,306.092832 
ckt11752_tr_0,0.697344,305.643353 
cnr-2000,5.570560,369.502759 
co2010,2.094944,297.729849 
co9,0.779264,90.055029 
coAuthorsCiteseer,4.197728,248.251311 
coAuthorsDBLP,4.367168,286.553046 
coPapersCiteseer,24.586241,834.897933 
coPapersDBLP,26.462208,737.449168 
cond-mat-2003,0.396192,387.784495 
cond-mat-2005,0.476288,472.166093 
conf5_4-8x8-05,1.496576,819.760547 
conf5_4-8x8-10,1.490656,823.016112 
conf5_4-8x8-15,1.492288,822.116056 
conf5_4-8x8-20,1.497728,819.129994 
conf6_0-8x8-20,1.630656,752.356056 
conf6_0-8x8-30,1.490464,823.122157 
conf6_0-8x8-80,1.495616,820.286727 
consph,4.366336,880.992053 
cont-201,0.717792,391.239816 
cont-300,1.808960,349.617910 
cont11_l,13.268128,259.653755 
cont1_l,15.246848,295.174408 
cop20k_A,2.667520,629.637945 
copter1,0.256736,526.147305 
copter2,0.693696,701.127388 
crankseg_1,6.921216,981.488569 
crankseg_2,9.220096,982.123123 
crashbasis,2.569728,435.947417 
crplat2,0.657376,935.545940 
crystk02,0.563200,1100.662506 
crystk03,1.060864,1056.453937 
crystm02,0.301760,684.846262 
crystm03,0.463168,806.646409 
ct2010,0.582560,369.516065 
ct20stif,2.126848,812.007409 
cvxbqp1,0.480992,465.661643 
cvxqp3,0.220000,356.253093 
cyl6,1.292704,353.610915 
cz10228,0.180192,365.391595 
cz20468,0.281056,469.261094 
cz40948,0.475520,554.707924 
d_pretok,2.785536,377.187752 
darcy003,4.342208,309.703015 
dawson5,0.751552,860.748547 
dbic1,1.745920,396.570028 
dbir1,1.092608,630.872203 
dbir2,1.127424,657.447206 
dblp-2010,4.056064,254.891433 
dc1,1.776640,276.079242 
dc2,1.915904,256.011485 
dc3,1.775616,276.238458 
de2010,0.279328,265.909050 
debr,9.407392,285.344849 
degme,8.805376,590.732058 
delaunay_n15,0.267808,469.704880 
delaunay_n16,0.503456,499.777541 
delaunay_n17,1.397728,360.059534 
delaunay_n18,2.821440,356.763527 
delaunay_n19,5.601024,359.436665 
delaunay_n20,11.094720,362.918408 
delaunay_n21,22.146849,363.618425 
delaunay_n22,44.229824,364.145069 
deltaX,0.512576,308.932461 
denormal,1.509984,490.060393 
dictionary28,0.324544,351.165437 
dielFilterV2clx,20.741119,780.957565 
dielFilterV2real,39.439362,787.663087 
dielFilterV3clx,26.629120,790.381853 
dielFilterV3real,72.421379,789.212433 
dixmaanl,0.408480,470.032132 
e18,0.228128,438.956373 
e40r0100,0.475136,745.638451 
ecl32,0.505792,481.355161 
ecology1,9.543776,335.028834 
ecology2,9.543200,335.048453 
email-Enron,0.894976,262.916184 
email-EuAll,3.193504,84.179883 
engine,4.405248,683.704211 
enron,1.175552,150.339175 
epb2,0.331104,338.314477 
epb3,0.783520,378.701254 
eu-2005,18.678783,659.062709 
ex11,0.670720,1046.706136 
ex19,0.295968,561.961300 
ex35,0.283712,514.793594 
fcondp2,8.396800,860.847252 
fe_body,0.434144,482.741958 
fe_ocean,1.478272,354.656690 
fe_rotor,1.757696,482.399496 
fe_tooth,1.168032,495.976527 
fem_filter,2.039808,543.174564 
fem_hifreq_circuit,18.236416,710.288237 
filter3D,2.870592,603.566961 
finan512,0.789152,484.158777 
finance256,0.401088,476.298070 
fl2010,4.876736,307.916629 
flickr,15.366144,409.720024 
flower_7_4,0.257920,501.781644 
flower_8_4,0.647296,371.036181 
foldoc,0.237152,324.485231 
fome12,0.550944,165.566600 
fome13,0.800352,227.944511 
fome20,0.480800,309.679865 
fome21,1.098528,271.079256 
ford1,0.193824,335.400375 
ford2,1.018176,342.377284 
fullb,9.335808,802.626772 
fxm3_16,0.533312,470.721209 
fxm4_6,0.691200,460.966655 
g7jac040,0.286720,255.962047 
g7jac040sc,0.290816,252.356946 
g7jac050sc,0.346112,292.141261 
g7jac060,0.388096,335.283637 
g7jac060sc,0.390144,333.523630 
g7jac080,0.459776,409.209342 
g7jac080sc,0.463872,405.596039 
g7jac100,0.703488,349.923585 
g7jac100sc,0.534528,460.531595 
g7jac120,0.614400,495.099976 
g7jac120sc,0.614400,495.099976 
g7jac140,0.685056,528.733206 
g7jac140sc,0.687104,527.157238 
g7jac160,0.768000,547.179995 
g7jac160sc,0.762880,550.852329 
g7jac180,0.841728,568.184325 
g7jac180sc,0.841728,568.184325 
g7jac200,0.995328,538.796291 
g7jac200sc,0.977920,548.387437 
ga2010,2.966784,305.905600 
garon2,0.341376,732.296574 
gas_sensor,1.561792,698.014581 
gearbox,6.752256,860.669180 
graphics,0.256480,294.333116 
great-britain_osm,57.838913,180.507226 
gridgena,0.515104,636.247753 
gsm_106857,23.109632,602.593372 
gupta1,1.593344,869.300304 
gupta2,3.025920,898.537674 
gupta3,4.950016,1205.449286 
gyro,0.880640,742.121391 
gyro_k,0.905216,721.973292 
gyro_m,0.379008,574.858163 
halfb,9.626624,823.570688 
hangGlider_4,0.226304,422.884625 
hangGlider_5,0.717824,138.414768 
hcircuit,3.028192,108.436346 
helm2d03,5.852224,299.858385 
helm3d01,0.432768,633.605461 
hi2010,0.324160,245.066133 
hollywood-2009,92.101631,791.413229 
hood,8.790784,783.980033 
hugetrace-00000,40.361568,218.160259 
hugetric-00000,51.286530,217.969700 
hugetric-00010,58.379490,216.752376 
hugetric-00020,63.118465,216.598969 
human_gene1,17.489920,902.724073 
human_gene2,12.121088,954.020653 
hvdc1,0.451424,226.810802 
hvdc2,2.538272,339.701479 
iChem_Jacobian,5.096992,519.505652 
ia2010,2.189088,298.548422 
ibm_matrix_2,1.447936,467.030568 
id2010,1.687552,276.192358 
igbt3,0.248832,601.867278 
il2010,4.442048,311.850961 
image_interp,1.936736,235.177703 
in-2004,20.870144,518.775241 
in2010,2.768224,296.326540 
inlet,0.282944,742.644214 
inline_1,29.729792,792.553785 
ins2,4.776960,368.633984 
internet,1.151488,115.170081 
invextr1_new,1.225728,936.654631 
italy_osm,48.322495,185.791150 
jan99jac060,0.305216,266.684827 
jan99jac060sc,0.302560,269.025911 
jan99jac080,0.357120,307.387091 
jan99jac080sc,0.363712,301.815932 
jan99jac100,0.411360,335.841310 
jan99jac100sc,0.413600,334.022439 
jan99jac120,0.471968,352.840196 
jan99jac120sc,0.468000,355.831799 
jnlbrng1,0.290112,439.444094 
juba40k,0.321120,288.878929 
k1_san,0.653472,548.233676 
k3plates,0.323712,749.163721 
karted,1.884160,601.341359 
kim1,0.652064,915.929689 
kim2,9.977600,726.749191 
kkt_power,29.856384,313.236333 
kneser_10_4_1,3.013440,210.736335 
kron_g500-logn16,3.981312,789.684438 
kron_g500-logn17,9.003008,727.107038 
kron_g500-logn18,18.007040,752.271395 
kron_g500-logn19,39.797760,700.538161 
kron_g500-logn20,84.418556,676.550203 
kron_g500-logn21,170.980347,681.558350 
ks2010,2.410240,297.875207 
ky2010,1.742912,289.273299 
la2010,3.609568,173.872812 
laminar_duct3D,2.824192,868.626934 
language,4.411392,176.464418 
largebasis,7.603808,467.984467 
ldoor,40.176193,741.095201 
lhr10,0.311296,478.275103 
lhr10c,0.307200,484.652060 
lhr11,0.310272,482.139014 
lhr11c,0.307200,486.960394 
lhr14,0.368640,534.475686 
lhr14c,0.366592,537.461607 
lhr17,0.419840,582.278952 
lhr17c,0.420864,580.862246 
lhr34,0.704512,694.053416 
lhr34c,0.695296,703.252956 
lhr71,1.717248,569.503590 
lhr71c,1.725440,566.799695 
li,0.839680,1029.198913 
light_in_tissue,0.399936,649.838389 
ljournal-2008,120.423424,419.974863 
lowThrust_10,0.817152,173.876092 
lowThrust_11,0.868352,164.947672 
lowThrust_12,0.274432,523.770982 
lowThrust_13,0.273408,526.444297 
lowThrust_4,0.366592,280.982899 
lowThrust_5,0.423936,299.470102 
lowThrust_6,0.977920,135.699608 
lowThrust_7,0.322560,419.763873 
lowThrust_8,0.492544,281.243506 
lowThrust_9,0.691200,203.323143 
lp1,5.558272,189.229462 
lp_ken_18,2.141792,107.026935 
lp_nug20,0.263168,741.245116 
lp_nug30,1.754912,571.761997 
lp_osa_60,1.851392,486.750891 
lp_pds_10,0.359232,191.706748 
lp_pds_20,0.481952,308.939638 
lpl1,0.678912,309.234547 
lpl3,0.733184,87.748780 
lung2,1.039552,303.246945 
luxembourg_osm,0.874656,175.123107 
m133-b3,1.825216,280.795251 
m14b,4.143392,518.691689 
m_t1,6.772736,921.678437 
ma2010,1.673120,297.067989 
mac_econ_fwd500,2.841152,286.844552 
majorbasis,2.573312,435.340223 
mario001,0.295552,446.418385 
mario002,4.347584,309.320062 
mark3jac040,0.259488,279.775573 
mark3jac040sc,0.267968,270.921902 
mark3jac060,0.332384,328.670463 
mark3jac060sc,0.328800,332.253049 
mark3jac080,0.399744,364.961572 
mark3jac080sc,0.407904,357.660627 
mark3jac100,0.475968,383.508132 
mark3jac100sc,0.478144,381.762824 
mark3jac120,0.545248,401.989574 
mark3jac120sc,0.551648,397.325816 
mark3jac140,0.619456,412.992049 
mark3jac140sc,0.617696,414.168791 
matrix-new_3,3.756032,456.439137 
matrix_9,2.959360,458.812734 
mc2depi,4.361344,308.194915 
md2010,1.519008,295.088576 
me2010,0.642016,334.422572 
memchip,26.750528,354.330545 
memplus,0.640000,126.150003 
mi2010,3.253120,310.464298 
minsurfo,0.303360,429.582299 
mip1,5.675008,1167.540974 
mixtank_new,1.293312,987.253104 
mk12-b3,0.395872,336.108644 
mk12-b4,0.514880,387.632068 
mk13-b5,1.514240,342.692302 
mn2010,2.599776,302.081899 
mo2010,3.454304,306.922473 
mod2,0.773696,165.282487 
mono_500Hz,5.182464,621.948217 
mouse_gene,20.617216,899.203178 
mri1,0.709568,531.996014 
mri2,0.622784,584.893621 
ms2010,1.801344,298.436717 
msc10848,1.010688,778.734843 
msc23052,0.908768,813.277934 
msdoor,17.136480,755.942769 
mt2010,1.442496,283.361296 
mult_dcop_01,0.602112,205.437927 
mult_dcop_02,0.593920,208.271554 
mult_dcop_03,0.598016,206.780814 
n4c6-b10,2.103520,443.119208 
n4c6-b11,1.143456,465.015539 
n4c6-b12,0.306016,696.151839 
n4c6-b5,0.450880,441.274672 
n4c6-b6,1.086144,429.441412 
n4c6-b7,1.986112,420.752103 
n4c6-b8,2.686432,426.452354 
n4c6-b9,2.655392,449.640291 
nasasrb,2.045440,837.710906 
nc2010,3.055264,296.745814 
ncvxbqp1,0.483392,463.349662 
ncvxqp3,0.685152,467.016024 
ncvxqp5,0.579072,469.679488 
ncvxqp7,1.055520,348.620263 
nd12k,7.876608,1155.498098 
nd2010,1.476608,271.301137 
nd24k,16.238592,1131.748713 
nd6k,3.765248,1172.374879 
ne2010,1.981440,295.172488 
neos,3.953280,247.174034 
neos1,1.474272,260.289551 
neos2,1.258496,348.396549 
neos3,12.132256,108.406500 
net100,1.336320,973.754758 
net125,1.828864,901.875711 
net150,2.282496,875.168246 
net4-1,2.354176,663.801368 
net50,0.734208,823.919121 
net75,1.008640,944.923810 
netherlands_osm,16.991713,183.900512 
nh2010,0.368736,407.098847 
nj2010,1.746336,304.147475 
nlpkkt120,87.825249,705.734487 
nlpkkt80,26.125919,703.171048 
nm2010,1.853120,286.986708 
nmos3,0.348736,709.476992 
ns3Da,1.361920,789.285245 
nsct,1.034240,431.768561 
nug08-3rd,0.199296,476.608869 
nv2010,0.898720,296.954237 
ny2010,3.451456,316.999011 
obstclae,0.290240,435.739817 
offshore,5.219200,520.254186 
oh2010,3.611200,313.378813 
ohne2,9.122816,776.149462 
oilpan,2.880512,799.233025 
ok2010,2.716192,300.219836 
olafu,0.614400,1057.454116 
olesnik0,1.352256,352.224920 
onera_dual,0.813696,329.716050 
onetone1,0.480256,454.541586 
onetone2,0.368992,394.810510 
opt1,1.064960,1160.249396 
or2010,2.037408,307.688811 
p010,0.830464,90.937114 
p2p-Gnutella31,0.427456,221.428362 
pa2010,4.149440,317.492418 
packing-500x100x100-b050,38.927231,575.046068 
para-10,5.581824,621.028042 
para-4,5.490688,620.830398 
para-5,5.581824,621.028042 
para-6,5.581824,621.028042 
para-7,5.579776,621.255986 
para-8,5.582848,620.914106 
para-9,5.577728,621.484097 
parabolic_fem,8.375328,280.796165 
patents,33.329857,287.468708 
patents_main,2.306784,155.629454 
pattern1,5.847040,1020.515731 
pcrystk02,0.567296,1092.715424 
pcrystk03,1.043456,1074.078797 
pct20stif,2.126848,812.007409 
pdb1HYS,2.691072,1033.286963 
pds-100,2.635936,266.107096 
pds-30,0.834784,261.153074 
pds-40,1.235648,241.777587 
pds-50,1.488320,254.067084 
pds-60,1.767712,260.515560 
pds-70,2.017696,264.369670 
pds-80,2.229216,266.375539 
pds-90,2.448800,265.046969 
pds10,0.331584,288.859288 
pfinan512,0.783968,487.360318 
pkustk01,0.758784,826.062757 
pkustk02,0.641024,808.706078 
pkustk03,2.631520,761.334216 
pkustk04,3.606528,748.626482 
pkustk05,1.588224,888.597649 
pkustk06,1.918976,857.713470 
pkustk07,1.462272,1058.650175 
pkustk08,2.141184,964.452075 
pkustk09,1.067008,949.880022 
pkustk10,3.510944,785.472467 
pkustk11,3.982336,838.569032 
pkustk12,6.006784,800.408823 
pkustk13,5.197824,814.719636 
pkustk14,10.780672,880.776495 
pli,0.840704,1027.945312 
pltexpa,0.242880,376.967059 
poisson3Da,0.332832,678.323221 
poisson3Db,2.270208,669.527831 
pre2,9.936896,383.816068 
preferentialAttachment,1.592320,401.917211 
psse0,0.241312,271.666891 
psse2,0.280928,262.585729 
pwt,0.392032,532.376136 
pwtk,8.833024,842.976464 
qa8fk,1.496800,710.028460 
qa8fm,1.483776,716.260796 
raefsky3,0.850944,1119.711214 
raefsky4,0.768000,1107.175824 
rail_20209,0.240320,370.793613 
rail_79841,0.907168,390.786989 
rajat09,0.270784,249.522580 
rajat10,0.296064,281.675324 
rajat15,0.773120,367.196199 
rajat16,1.870848,219.334640 
rajat17,1.858560,220.784784 
rajat18,1.417216,219.085540 
rajat20,1.685504,229.740665 
rajat21,5.314560,228.006987 
rajat22,0.992256,127.234264 
rajat23,1.956864,182.148744 
rajat24,4.950016,251.892195 
rajat25,1.709056,227.394770 
rajat26,1.055744,151.128751 
rajat28,1.850368,210.028705 
rajat29,9.192448,338.801255 
rajat30,9.971712,396.345305 
rajat31,43.362270,299.855192 
ramage02,1.690624,1085.081769 
rel8,2.598656,202.403463 
rel9,80.363617,188.480779 
relat8,3.086336,276.633636 
relat9,114.250366,218.217846 
rgg_n_2_15_s0,0.404064,507.610676 
rgg_n_2_16_s0,0.815680,536.880327 
rgg_n_2_17_s0,2.257504,413.201414 
rgg_n_2_18_s0,4.596288,430.896008 
rgg_n_2_19_s0,9.307456,449.671798 
rgg_n_2_20_s0,19.081120,462.303775 
rgg_n_2_21_s0,39.181824,473.296846 
rgg_n_2_22_s0,79.662689,487.803937 
ri2010,0.260192,309.310040 
rim,0.786432,825.969209 
rlfprim,0.390304,525.688285 
rma10,1.821696,834.036307 
roadNet-CA,16.271233,217.639133 
roadNet-PA,9.036160,218.414607 
roadNet-TX,11.438112,215.046394 
route,0.637952,207.445817 
s3dkq4m2,3.636224,848.509391 
