nnz,ASpT_time,ASpT,Sputnik_time,Sputnik,cuSPARSE_time,cuSPARSE,RoDe_time,RoDe
102201.6,0.5151168,648.794487,0.5132288,544.0671048,0.5462016000000001,482.3718846,0.35368959999999994,842.0268042000001
107465.4,0.9365312000000001,330.744496,1.1923456,354.1912872,0.6699008,421.88771399999996,0.48128000000000004,619.927432
111730.8,0.7419903999999999,472.315466,1.2955648000000002,385.8490374,0.6334464000000001,461.6706964,0.44728320000000005,733.1508931999999
114294.8,0.4670592,626.6306106,0.5353472,569.3181426,0.6025216,491.47918339999995,0.320512,915.7835434000001
118430.2,0.8041792000000001,424.390896,2.7645952,302.95576339999997,0.6977536,442.6557706,0.5036031999999999,652.1939202000001
122310.4,0.6171968,593.7570942,1.0299392,456.1192318,0.6541311999999999,500.7737374,0.4048896,846.0199124000001
125515.2,0.8001919999999998,434.4702628,0.9652224,405.2946412,0.6752256,482.0651898,0.4691968,710.0756054
129055.6,0.721152,513.2327061999999,0.8953856,427.7535104,0.7831551999999999,437.50709860000006,0.42598400000000003,827.4659378
135819.4,0.8128512000000001,541.2552446,1.0635264,426.5181992000001,0.9613312,390.8257138,0.5058560000000001,800.954847
141647.0,0.7029248,655.5037838,0.7602176,549.49961,0.8916992,428.42204680000003,0.43274239999999997,941.7591292000001
144854.2,0.7509056000000001,645.0746822,2.4121344000000002,476.65452780000004,0.7739392,513.9630252,0.4837376,837.7875344
147634.4,1.0764032000000001,440.1564582,3.3968128,161.1854096,1.048576,416.03538420000007,0.6567936,585.9949836
149341.0,0.6079936,721.1081475999999,4.4265472,421.85730720000004,0.7137279999999999,544.5028915999999,0.49295360000000005,838.1380268
153353.6,0.6372736,735.600862,2.7062272,549.2840588,0.7481344,541.8064276000001,0.4446207999999999,946.3504070000001
157770.6,0.7021632,665.2499484,0.8271871999999998,582.0254703999999,0.7182336,569.7789852,0.42639360000000004,989.3960842
163982.8,0.8478272,517.0780532,1.7152,362.1434982,0.863232,501.84454139999997,0.5289984,811.2822653999999
171646.0,0.8189759999999999,537.14634,0.8562687999999999,513.1830602,0.8658944,507.76319219999993,0.4913152,897.6842801999999
175566.0,0.5367168,912.8294252,0.9365504000000001,668.8997748,0.6416383999999999,711.1367137999999,0.4308992,1089.9519062
178143.0,1.0581568,468.28911339999996,3.6626431999999993,344.10360959999997,1.0872832000000001,432.9444536,0.6070272,811.9652434
190232.4,0.9319616,555.110081,9.048678599999999,351.65038560000005,0.9136127999999999,536.3862802,0.6121472,820.3527780000001
195283.4,0.992352,599.3736692,5.331763199999999,395.8509121999999,0.8245248000000001,620.1843182,0.6076415999999999,869.381005
197491.4,1.2148736,478.1508372,2.6910719999999997,269.67440220000003,1.0289152,507.6643206,0.6582272,784.1397806000001
200262.4,1.3721408,420.848294,1.2644351999999999,406.72945319999997,1.0950655999999999,468.9058016,0.621568,827.3535857999999
203201.6,0.8987392,610.5070099999999,1.2015616000000002,538.8644413999999,0.8495104,625.2892416,0.5427199999999999,1001.1457205999999
205970.0,1.2978368000000002,512.6337962,2.0117504,375.87345680000004,1.1976704,487.69800239999995,0.7731199999999999,788.5538098
209855.0,0.886848,682.1392834000001,3.0005248,339.2813818,0.7874559999999999,694.2356938,0.6045695999999999,920.1275556
215204.4,0.9544640000000001,613.1693198,1.9660799999999998,469.6087865999999,0.939008,601.074338,0.6006784,927.2691350000001
218206.8,0.9864512,699.0824505999999,1.0018816,578.968935,0.9160704000000001,620.3276064,0.5369856,1079.0561664000002
222275.2,1.0633599999999999,591.962738,5.100543999999999,157.5685068,0.8599551999999999,677.5852894,0.6911999999999999,823.6439210000001
227328.6,0.9503039999999998,704.9142056,2.077696,470.9535841999999,0.9330688,634.7754127999999,0.6213632,954.630974
232101.4,0.9256447999999999,741.2129647999999,0.9959424,728.9277106000001,0.9936896000000001,663.4617599999999,0.5842944,1194.3021018000002
234247.6,0.8099008000000001,871.177274,0.9428991999999999,791.1219542000001,0.8927232,715.8699145999999,0.5353472,1254.2699832
240398.0,1.3419775999999999,485.84201199999995,1.5753216,514.3021087999999,1.2285952,573.4594841999999,0.794624,835.4266854
250884.4,1.155296,859.3017496,1.639424,732.1113819999999,0.9553920000000001,722.702037,0.6209536,1160.2561136
257624.6,1.1217663999999998,826.48441,3.0425088000000002,650.4042872,1.0606592000000001,679.2163498,0.6578176,1118.5939270000001
275283.8,1.4518208000000001,632.9841616,1.5558656,549.4259411999999,1.2529664,587.1362042,0.7712768,972.2261840000001
286224.8,1.6720768000000004,474.2801568,1.7096703999999998,486.55040820000005,1.2888064,579.5079014,0.8204288,933.0840002000001
297376.4,1.2385920000000001,659.0485874,1.7350656,549.2237846,1.0876928,718.8546786,0.70656,1128.2169506
303657.6,1.5947776,656.6300409999999,2.827264,525.3227432,1.4245888,572.6208774,0.8165376,1006.0773661999999
309692.0,1.2961792,708.6550245999999,1.7459200000000004,648.1973701999999,1.1671552,723.7285726,0.6780928,1331.014478
321618.2,0.9643456,934.208757,1.1378688000000001,827.7826852000001,1.0657792000000001,801.0789082,0.6412288,1313.2732282000002
325731.2,1.5518784,590.985049,1.8634751999999999,535.7797386,1.3926399999999997,649.2589559999999,0.889856,1021.2966106
328289.4,1.4243647999999998,681.5547262,1.6850943999999999,601.89541,1.3101055999999998,685.2231882,0.7639039999999999,1157.7051526
331431.8,1.7462847999999997,542.3597096,2.6175488000000002,399.8593636,1.6029695999999998,554.9234644000001,0.9758720000000001,940.4482777999999
337184.6,1.652384,582.9792196000001,2.3799808,457.9147,1.5304704,593.4313354,1.040384,892.5274906000001
343217.6,1.8169920000000002,597.5687902,2.598912,537.7511268,1.436672,652.5481386,0.9089024,1060.015871
351378.2,1.5259072,655.7764709999999,1.5112192,640.9300706,1.398784,665.6882852000001,0.8683519999999998,1053.9642674
358424.0,2.7608319999999997,370.09214679999997,3.6919296000000004,337.9442314,1.8534400000000002,519.0488404,1.2007424,794.0889557999999
373925.2,1.6140224,702.6897602000001,2.4977408,545.6093632,1.4290943999999999,720.0625186,0.9347071999999998,1095.2411616000002
380484.2,1.9784448000000001,523.1493813999999,8.837938999999999,355.05393319999996,1.4520320000000002,674.1750126000001,0.9611263999999998,1041.6155232
383963.2,1.0535872000000002,999.801201,1.0663936,956.5984288,1.1384832,874.1282672000001,0.6262784,1620.0239367999998
392772.4,1.5313535999999999,747.991882,1.7149952,697.6626882,1.3467647999999999,777.5700075999999,0.874496,1213.765739
402840.2,1.8656703999999997,585.4525506,4.1064448,414.64820519999995,1.4788608,702.816496,0.9691136,1084.6879595999999
415822.8,3.0161727999999997,455.4091418,3.4265087999999997,373.79003240000003,2.0822016,547.5527174,1.4301184,841.1695192
423815.6,1.5327487999999998,948.3441559999999,1.6756736,863.0266334,1.4381056,816.149795,0.8611840000000001,1338.8031096
429735.2,1.4533568000000001,925.1449982,1.768448,811.8460996,1.4948352,823.3892663999999,0.9394176,1303.7493708000002
444092.6,1.9100479999999997,613.674053,3.0097408000000003,446.67082259999995,1.6871424000000002,697.2802258,1.0268672,1154.701053
466766.0,2.2744831999999997,542.1365132,2.7672575999999998,451.5234039999999,2.0301824,608.114126,1.2857344,978.83948
476977.8,3.0859392000000003,643.7971052,2.4651776,607.0580763999999,1.5917055999999998,782.574707,0.994304,1256.947003
