Dataset,ASpT_time,ASpT_gflops
H2O,7.335744,773.588096
HEP-th-new,2.296832,393.231149
HTC_336_4438,9.339904,247.922930
HTC_336_9129,9.270272,243.958350
HV15R,781.800476,926.921989
Hamrle3,40.804832,345.950680
Hook_1498,187.415558,832.100926
IG5-15,1.191936,694.821726
IG5-16,2.124800,708.826517
IG5-17,3.824640,692.776433
IG5-18,6.538240,701.053255
IMDB,32.187393,300.835337
Ill_Stokes,1.095520,447.186789
JP,45.780991,768.014641
LargeRegFile,55.357536,228.643748
LeGresley_87936,3.841088,395.405296
Lin,10.961728,412.524737
Linux_call_graph,12.570720,246.191511
Long_Coup_dt0,244.292603,912.626159
Long_Coup_dt6,244.299774,912.599368
M6,159.088577,337.987260
ML_Geer,291.989502,972.133335
ML_Laplace,73.223167,968.086069
Maragal_6,2.445312,562.912474
Maragal_7,5.020672,612.144114
Maragal_8,5.582848,599.970187
NACA0015,46.729599,341.279799
NLR,188.556168,339.094912
NotreDame_actors,13.930048,270.224068
NotreDame_www,7.161728,332.379765
OPF_10000,2.333152,513.185652
OPF_3754,0.751136,539.421459
OPF_6000,1.644672,470.726116
PFlow_742,115.056641,826.327447
PR02R,25.354240,826.447482
Pres_Poisson,2.029984,902.695904
RFdevice,4.124832,226.890396
RM07R,109.775871,873.692020
Raj1,10.539008,316.377765
Reuters911,1.920000,394.768009
Rucci1,49.519650,402.777287
Serena,194.193253,850.704916
Si10H16,2.913280,769.703864
Si34H36,15.765504,837.291998
Si41Ge41H72,45.634560,842.099468
Si5H12,2.538496,744.854775
Si87H76,34.834431,783.528676
SiO,4.623360,729.598536
SiO2,35.792896,807.025156
Stanford,18.911232,313.041071
Stanford_Berkeley,42.961922,451.875563
StocF-1465,90.958466,591.190666
TF16,1.087040,509.091576
TF17,2.710432,553.682236
TF18,7.267392,562.748660
TF19,21.015808,532.410922
TSOPF_FS_b162_c1,1.817600,857.098586
TSOPF_FS_b162_c3,5.441536,847.431321
TSOPF_FS_b162_c4,7.271424,844.324764
TSOPF_FS_b300,10.465280,1076.350826
TSOPF_FS_b300_c1,10.468352,1076.034889
TSOPF_FS_b300_c2,20.929537,1072.394155
TSOPF_FS_b300_c3,31.512575,1067.128936
TSOPF_FS_b39_c19,7.791616,649.756870
TSOPF_FS_b39_c30,12.256256,651.925803
TSOPF_FS_b39_c7,2.728960,684.878039
TSOPF_FS_b9_c6,0.847872,446.775352
TSOPF_RS_b162_c3,1.625376,961.233249
TSOPF_RS_b162_c4,2.204288,943.904533
TSOPF_RS_b2052_c1,14.164992,1221.914957
TSOPF_RS_b2383,32.933887,1257.008990
TSOPF_RS_b2383_c1,32.932865,1257.048011
TSOPF_RS_b300_c1,3.352768,1125.718231
TSOPF_RS_b300_c2,6.799552,1108.359898
TSOPF_RS_b300_c3,10.302880,1096.628236
TSOPF_RS_b39_c19,2.613856,670.108571
TSOPF_RS_b39_c30,4.298304,643.222096
TSOPF_RS_b39_c7,0.824960,783.385577
TSOPF_RS_b678_c1,9.259008,1215.518914
TSOPF_RS_b678_c2,18.593792,1209.101913
Transport,99.196449,606.492186
Trefethen_20000,1.927392,736.452655
Trefethen_20000b,1.927808,736.252555
Wordnet3,1.832096,185.791489
Zd_Jac2,5.199872,808.799229
Zd_Jac2_db,2.343936,738.793152
Zd_Jac3,5.939200,825.927597
Zd_Jac3_db,2.436096,750.217543
Zd_Jac6,5.364736,816.941675
Zd_Jac6_db,2.317312,733.145161
Zhao1,1.123776,379.185617
Zhao2,1.125568,378.581896
a0nsdsil,4.810752,188.928271
a2nnsnsl,4.742144,187.444392
a5esindl,3.565568,183.087308
adaptive,186.669785,373.689393
af23560,1.603488,773.124204
af_0_k101,47.514751,945.595350
af_1_k101,47.516544,945.559670
af_2_k101,47.531231,945.267504
af_3_k101,47.520607,945.478832
af_4_k101,47.509888,945.692153
af_5_k101,47.530849,945.275090
af_shell1,48.454815,929.268228
af_shell10,144.193314,935.141503
af_shell2,48.446079,929.435791
af_shell3,48.438110,929.588699
af_shell4,48.595390,926.580067
af_shell5,48.444801,929.460309
af_shell6,48.576225,926.945635
af_shell7,48.447872,929.401396
af_shell8,48.438786,929.575742
af_shell9,48.463711,929.097654
airfoil_2d,1.027296,647.137061
ak2010,4.034368,137.759093
al2010,7.583808,415.363092
amazon-2008,31.449375,419.896205
amazon0302,8.708128,363.026948
amazon0312,21.134497,387.666029
amazon0505,21.754496,395.020394
amazon0601,21.810368,397.595925
apache1,3.240064,428.383847
apache2,29.123808,423.493632
appu,7.137280,664.671450
ar2010,5.541632,417.753024
as-Skitter,129.919998,437.253129
as-caida,2.307072,118.466493
astro-ph,1.483776,418.395453
atmosmodd,61.506912,366.887102
atmosmodj,61.514366,366.842645
atmosmodl,71.935555,367.253520
atmosmodm,71.900925,367.430401
audikw_1,227.993607,871.904837
aug3dcqp,1.042368,314.643564
auto,40.873024,415.208043
av41092,6.105088,706.097759
az2010,7.732096,396.011710
barrier2-1,14.173184,687.281969
barrier2-10,14.480384,689.052584
barrier2-11,14.478336,689.150030
barrier2-12,14.478336,689.150030
barrier2-2,14.161920,687.828653
barrier2-3,14.183424,686.785792
barrier2-4,14.161920,687.828653
barrier2-9,14.462976,689.881917
bauru5727,1.164160,318.898292
baxter,1.999872,142.826423
bayer01,1.676768,424.090550
bayer04,1.017824,400.118192
bbmat,5.038080,900.265205
bcircuit,2.164672,444.145129
bcsstk17,1.130720,970.482508
bcsstk18,0.577344,661.079703
bcsstk25,0.945920,682.654946
bcsstk29,1.693696,936.348234
bcsstk30,5.800960,901.805815
bcsstk31,3.562496,848.962358
bcsstk32,6.215680,829.777990
bcsstk35,4.418560,840.187133
bcsstk36,3.552256,823.825285
bcsstk37,3.621888,806.458174
bcsstk39,5.654400,945.916943
bcsstm36,1.370496,598.871751
belgium_osm,30.442465,260.683438
bfly,1.281280,392.823164
blockqp1,3.267584,501.436057
bloweya,1.657856,231.638359
bloweybl,1.644544,186.799501
bmw3_2,34.082817,847.902118
bmw7st_1,22.187008,846.871629
bmwcra_1,30.787584,885.053041
bodyy4,0.859648,363.126866
bodyy5,0.750656,440.893507
bodyy6,0.771072,447.370535
bone010,195.462143,938.625706
boneS01,18.762753,916.218934
boneS10,155.994110,910.285396
boyd1,6.255616,495.674809
boyd2,17.287169,222.188863
brack2,3.448224,544.274978
brainpc2,2.493440,184.183785
bratu3d,1.158304,384.111398
bundle1,1.969152,1002.211402
bundle_adj,61.247486,844.648717
c-42,0.836608,337.469403
c-43,1.096704,288.690475
c-45,1.281024,348.625106
c-46,1.395712,239.172778
c-47,1.616896,334.707086
c-48,1.831936,232.084963
c-49,1.856512,216.549923
c-50,2.348032,211.104449
c-51,1.819648,285.664036
c-52,1.422336,364.859616
c-53,2.441216,390.324037
c-54,2.475008,405.143771
c-55,2.698240,382.779880
c-56,2.739200,355.981293
c-57,2.666496,389.014011
c-58,3.090432,457.717870
c-59,2.425856,507.108461
c-60,2.236416,341.778831
c-61,2.510848,316.084823
c-62,3.270656,437.807593
c-62ghs,3.311616,432.392555
c-63,2.611200,426.180377
c-64,3.466240,530.163231
c-64b,3.445760,533.314263
c-65,2.850816,323.749999
c-66,3.278848,389.605723
c-66b,3.255296,392.424506
c-67,3.949568,344.785452
c-67b,3.944448,345.232996
c-68,3.691520,392.514566
c-69,3.859456,413.882986
c-70,4.077568,413.728021
c-71,4.414464,498.465554
c-72,4.246528,426.548092
c-73,8.299520,394.594100
c-73b,8.306688,394.253560
c-big,16.999424,352.540661
ca-AstroPh,2.380800,425.978493
ca-CondMat,1.627360,294.069022
ca-HepPh,1.681408,360.855654
ca2010,22.534657,396.401736
cage10,0.596672,646.337018
cage11,2.370720,604.410632
cage12,8.465088,614.676685
cage13,32.565697,587.953583
cage14,121.822624,570.121469
cage15,458.976013,553.298742
caidaRouterLevel,10.785280,289.136476
cant,12.109824,847.155196
case39,4.346880,613.757367
case9,0.845824,447.857141
cat_ears_4_4,0.814528,417.656956
cbuckle,2.757728,628.009121
cca,1.326464,268.771580
ccc,1.377408,274.056309
cfd1,5.564000,841.231440
cfd2,9.114112,867.338361
ch7-7-b5,1.198560,452.126552
ch7-8-b3,1.636704,367.880821
ch7-8-b4,5.001408,361.165489
ch7-8-b5,5.401152,401.322375
ch7-9-b3,2.887392,375.356579
ch7-9-b4,11.309952,359.352195
ch7-9-b5,15.933568,408.120115
ch8-8-b3,3.188288,377.702394
ch8-8-b4,13.350432,360.804494
ch8-8-b5,21.082752,411.256211
channel-500x100x100-b050,281.434662,776.480847
chem_master1,1.218048,422.868861
chipcool0,1.263008,569.864958
chipcool1,1.263776,569.518674
circuit5M,373.350403,408.147906
circuit5M_dc,113.908707,431.372943
circuit_4,4.592640,171.462656
cit-HepPh,2.612224,413.149729
cit-HepTh,2.296832,393.231149
cit-Patents,192.527267,219.649442
citationCiteseer,19.048449,310.893174
ckt11752_dc_1,2.772992,307.449236
ckt11752_tr_0,2.763776,308.474428
cnr-2000,14.804992,556.119806
co2010,6.374528,391.387326
co9,1.575936,178.120537
coAuthorsCiteseer,12.467424,334.340594
coAuthorsDBLP,14.604480,342.751073
coPapersCiteseer,93.625343,876.984836
coPapersDBLP,100.563965,776.203808
cond-mat-2003,1.581152,388.671358
cond-mat-2005,2.168512,414.822752
conf5_4-8x8-05,5.375488,912.909834
conf5_4-8x8-10,5.381472,911.894660
conf5_4-8x8-15,5.373312,913.279497
conf5_4-8x8-20,5.383264,911.591113
conf6_0-8x8-20,5.376800,912.687030
conf6_0-8x8-30,5.379456,912.236412
conf6_0-8x8-80,5.384992,911.298581
consph,18.037760,853.034356
cont-201,2.461280,456.394702
cont-300,5.403904,468.139186
cont11_l,44.757694,307.890692
cont1_l,47.742146,377.065531
cop20k_A,9.865632,680.978910
copter1,0.952416,567.319153
copter2,3.320000,585.987096
crankseg_1,28.056576,968.485171
crankseg_2,37.495808,966.003368
crashbasis,9.092512,492.830243
crplat2,3.037408,809.908207
crystk02,2.814976,880.850316
crystk03,5.320672,842.565685
crystm02,1.102176,750.004388
crystm03,2.030720,735.921842
ct2010,2.195360,392.218653
ct20stif,8.099840,852.864395
cvxbqp1,2.581312,347.078579
cvxqp3,0.762016,411.412255
cyl6,2.904032,629.627003
cz10228,0.423552,621.795095
cz20468,1.042560,506.018425
cz40948,2.072384,509.123222
d_pretok,8.896288,472.408308
darcy003,14.586464,368.778859
dawson5,3.368672,768.133318
dbic1,6.589440,420.296434
dbir1,4.222976,652.900671
dbir2,4.532224,654.179256
dblp-2010,12.402880,333.424503
dc1,5.643264,347.666496
dc2,5.644288,347.603407
dc3,5.680128,345.410126
de2010,1.048416,283.383080
debr,31.960575,335.957749
degme,33.513474,620.839009
delaunay_n15,1.102368,456.438214
delaunay_n16,2.223360,452.677017
delaunay_n17,4.403776,457.121580
delaunay_n18,8.731040,461.153255
delaunay_n19,17.455809,461.328027
delaunay_n20,34.608894,465.369167
delaunay_n21,69.109123,466.103569
delaunay_n22,138.121796,466.431015
deltaX,2.265408,279.598831
denormal,4.695072,630.434066
dictionary28,1.373728,331.852119
dielFilterV2clx,81.242111,797.514188
dielFilterV2real,155.097092,801.173741
dielFilterV3clx,105.944061,794.652305
dielFilterV3real,294.468597,776.393182
dixmaanl,2.145760,357.912748
e18,0.915232,437.651829
e40r0100,1.769472,800.870948
ecl32,2.370208,410.876341
ecology1,28.241152,452.876713
ecology2,28.229408,453.064295
email-Enron,3.140608,299.691874
email-EuAll,8.213664,130.917845
engine,14.925824,807.161249
enron,3.569664,198.037149
epb2,1.243808,360.239771
epb3,2.289888,518.313581
eu-2005,62.329857,790.022003
ex11,3.174400,884.635458
ex19,1.007520,660.324625
ex35,1.068704,546.655084
fcondp2,33.620544,859.993479
fe_body,1.849120,453.360556
fe_ocean,4.136352,506.996534
fe_rotor,5.836224,581.137166
fe_tooth,4.328672,535.329532
fem_filter,6.026240,735.431621
fem_hifreq_circuit,60.858368,851.361094
filter3D,9.655488,717.765713
finan512,3.594624,425.162549
finance256,1.786048,427.843897
fl2010,14.534048,413.271829
flickr,60.316673,417.517520
flower_7_4,1.187296,436.014326
flower_8_4,2.220032,432.732938
foldoc,0.604384,509.294219
fome12,1.683776,216.698466
fome13,2.805920,260.072771
fome20,2.200000,270.716503
fome21,3.716544,320.500085
ford1,0.616896,421.520923
ford2,2.976000,468.548806
fullb,34.877441,859.371442
fxm3_16,2.339200,429.277151
fxm4_6,1.778688,716.528516
g7jac040,0.614400,477.795811
g7jac040sc,0.609280,481.810932
g7jac050sc,0.916480,441.312847
g7jac060,1.123328,463.345500
g7jac060sc,1.129472,460.825016
g7jac080,1.541120,488.332209
g7jac080sc,1.529856,491.927722
g7jac100,1.963008,501.611882
g7jac100sc,1.956864,503.186813
g7jac120,2.353152,517.075710
g7jac120sc,2.357248,516.177222
g7jac140,2.741248,528.535695
g7jac140sc,2.741248,528.535695
g7jac160,3.118080,539.093613
g7jac160sc,3.124224,538.033441
g7jac180,3.501056,546.414163
g7jac180sc,3.502080,546.254392
g7jac200,3.885056,552.145490
g7jac200sc,3.885056,552.145490
ga2010,8.736544,415.521687
garon2,1.166720,857.064156
gas_sensor,5.086848,857.233121
gearbox,27.214848,854.160002
graphics,0.853696,353.711677
great-britain_osm,164.771423,253.450302
gridgena,2.297952,570.479747
gsm_106857,108.534782,513.225753
gupta1,6.751232,820.646880
gupta2,13.356032,814.284651
gupta3,22.338560,1068.465157
gyro,2.889728,904.641190
gyro_k,2.910208,898.274986
gyro_m,1.400512,622.274834
halfb,36.844543,860.719629
hangGlider_4,0.829440,461.518520
hangGlider_5,1.763328,225.386184
hcircuit,8.289984,158.439915
helm2d03,19.136703,366.800562
helm3d01,1.916352,572.346114
hi2010,1.241920,255.863954
hollywood-2009,409.141235,712.618949
hood,32.106495,858.617431
hugetrace-00000,133.048508,264.724209
hugetric-00000,169.165604,264.330554
hugetric-00010,195.657059,258.695356
hugetric-00020,211.255554,258.859837
human_gene1,79.604736,793.348348
human_gene2,54.216705,853.151681
hvdc1,1.334048,306.998961
hvdc2,7.552608,456.665946
iChem_Jacobian,17.019009,622.343220
ia2010,6.300224,414.936877
ibm_matrix_2,4.968448,544.419809
id2010,5.086208,366.551248
igbt3,0.733120,817.131357
il2010,13.643168,406.139370
image_interp,5.904960,308.538658
in-2004,66.706429,649.227618
in2010,7.845472,418.227612
inlet,0.938688,895.406032
inline_1,108.250114,870.667306
ins2,17.101824,411.874144
internet,3.347072,158.487137
invextr1_new,5.834752,787.066065
italy_osm,136.031387,263.994715
jan99jac060,0.947616,343.584244
jan99jac060sc,0.952256,341.910066
jan99jac080,1.275552,344.240226
jan99jac080sc,1.267648,346.386636
jan99jac100,1.559296,354.395006
jan99jac100sc,1.561184,353.966414
jan99jac120,1.848608,360.334432
jan99jac120sc,1.848192,360.415546
jnlbrng1,1.312704,388.474487
juba40k,1.161280,319.526030
k1_san,3.242880,441.897755
k3plates,1.008224,962.140467
karted,7.884800,574.788639
kim1,2.773888,861.238487
kim2,32.610462,889.433919
kkt_power,103.367683,361.896640
kneser_10_4_1,9.299904,273.138858
kron_g500-logn16,19.396608,648.356682
kron_g500-logn17,42.778625,612.095440
kron_g500-logn18,94.107651,575.773851
kron_g500-logn19,201.588730,553.202545
kron_g500-logn20,441.269257,517.719198
kron_g500-logn21,975.711243,477.735944
ks2010,6.923008,414.820103
ky2010,4.961280,406.490207
la2010,9.841376,255.088614
laminar_duct3D,9.807872,1000.489943
language,14.246912,218.560699
largebasis,25.057024,568.058521
ldoor,140.228607,849.309841
lhr10,0.747520,796.688325
lhr10c,0.748544,795.598519
lhr11,0.753664,793.957183
lhr11c,0.752640,795.037406
lhr14,1.087488,724.712769
lhr14c,1.088512,724.031082
lhr17,1.428480,684.542997
lhr17c,1.426432,685.525837
lhr34,3.068928,637.315648
lhr34c,3.064832,638.167396
lhr71,6.198272,631.129995
lhr71c,6.201344,630.817370
li,4.122624,838.492937
light_in_tissue,1.596416,651.193074
ljournal-2008,432.568329,467.670030
lowThrust_10,2.086912,272.331954
lowThrust_11,2.173952,263.543322
lowThrust_12,1.048576,548.322755
lowThrust_13,1.360896,423.056812
lowThrust_4,0.888832,463.557042
lowThrust_5,1.186816,427.888274
lowThrust_6,1.986560,267.202321
lowThrust_7,1.050624,515.499506
lowThrust_8,1.336320,414.645581
lowThrust_9,1.716224,327.549233
lp1,17.263617,243.700686
lp_ken_18,5.194624,176.512827
lp_nug20,1.880800,414.870266
lp_nug30,11.924000,336.595779
lp_osa_60,10.171392,354.392666
lp_pds_10,1.359168,202.674570
lp_pds_20,2.198272,270.929313
lpl1,2.216960,378.794465
lpl3,2.089984,123.132047
lung2,2.851168,442.262216
luxembourg_osm,2.420352,253.140834
m133-b3,5.387392,380.526975
m14b,16.190624,530.959896
m_t1,27.139072,920.043943
ma2010,4.824288,412.106749
mac_econ_fwd500,8.289856,393.236729
majorbasis,9.093440,492.779953
mario001,1.310752,402.638597
mario002,14.583872,368.844404
mark3jac040,0.808512,359.170439
mark3jac040sc,0.812992,357.191225
mark3jac060,1.369568,319.063532
mark3jac060sc,1.218144,358.725388
mark3jac080,1.599776,364.779062
mark3jac080sc,1.591072,366.774611
mark3jac100,1.961568,372.227932
mark3jac100sc,1.959872,372.550043
mark3jac120,2.331744,376.000117
mark3jac120sc,2.331424,376.051718
mark3jac140,2.696384,379.516277
mark3jac140sc,2.698144,379.268718
matrix-new_3,10.174464,674.001092
matrix_9,8.048640,674.793236
mc2depi,12.756672,421.471685
md2010,4.422208,405.446272
me2010,2.285152,375.825580
memchip,86.459068,438.521000
memplus,1.775616,181.877158
mi2010,9.659808,418.218492
minsurfo,1.238528,420.880525
mip1,24.027136,1103.053514
mixtank_new,6.637568,769.454258
mk12-b3,1.481632,359.214705
mk12-b4,2.403008,332.223615
mk13-b5,4.778816,434.348906
mn2010,7.943936,395.443917
mo2010,10.249184,413.770913
mod2,2.411968,212.073129
mono_500Hz,18.712576,688.996392
mouse_gene,107.200516,691.752875
mri1,2.487232,607.080264
mri2,2.154496,676.283284
ms2010,5.176864,415.376710
msc10848,3.120128,1009.007247
msc23052,3.301376,895.482292
msdoor,60.163071,861.272422
mt2010,4.383136,373.018349
mult_dcop_01,1.742848,283.895411
mult_dcop_02,1.738752,284.564192
mult_dcop_03,1.751040,282.479535
n4c6-b10,7.734112,482.077377
n4c6-b11,4.187328,507.937107
n4c6-b12,1.707200,499.141504
n4c6-b5,1.786112,445.575474
n4c6-b6,4.191776,445.095561
n4c6-b7,6.796512,491.817441
n4c6-b8,9.757568,469.639631
n4c6-b9,9.383232,508.980780
nasasrb,8.371008,818.772304
nc2010,8.783200,412.895880
ncvxbqp1,2.518752,355.699190
ncvxqp3,3.835360,333.712565
ncvxqp5,3.105984,350.263546
ncvxqp7,4.540576,324.166521
nd12k,35.715073,1019.334950
nd2010,3.976288,402.994383
nd24k,72.911873,1008.231172
nd6k,17.007616,1038.189533
ne2010,5.690208,411.138970
neos,11.679008,334.668218
neos1,3.749120,409.416183
neos2,3.670528,477.812116
neos3,29.171425,180.342971
net100,6.025216,863.868102
net125,7.922688,832.751712
net150,9.385984,851.298238
net4-1,9.014272,693.436065
net50,2.811904,860.524413
net75,4.477952,851.360621
netherlands_osm,47.673153,262.184013
nh2010,1.658272,362.092582
nj2010,5.050592,420.658557
nlpkkt120,301.509033,822.281259
nlpkkt80,83.948929,875.341250
nm2010,5.674816,374.863811
nmos3,1.360032,727.689251
ns3Da,6.520832,659.390305
nsct,2.822144,632.926335
nug08-3rd,0.822112,462.157162
nv2010,2.885472,369.961954
ny2010,10.249504,426.989696
obstclae,1.206880,419.160555
offshore,17.861280,608.088704
oh2010,10.589216,427.481534
ohne2,36.898815,767.576820
oilpan,11.674912,788.768337
ok2010,7.861664,414.901852
olafu,2.976640,873.064721
olesnik0,4.223776,451.063935
onera_dual,2.634656,407.322466
onetone1,1.903616,458.698237
onetone2,1.508896,386.194730
opt1,5.122048,964.941542
or2010,6.044640,414.838716
p010,1.644544,183.686176
p2p-Gnutella31,1.751968,216.101843
pa2010,12.350656,426.670689
packing-500x100x100-b050,122.854240,728.829578
para-10,20.506624,676.165727
para-4,20.171776,675.951577
para-5,20.492289,676.638747
para-6,20.515841,675.861974
para-7,20.494335,676.571177
para-8,20.515841,675.861974
para-9,20.481024,677.010906
parabolic_fem,31.381920,299.759863
patents,143.018265,267.973909
patents_main,6.449376,222.659379
pattern1,31.904768,748.100909
pcrystk02,2.813952,881.170861
pcrystk03,5.322720,842.241493
pct20stif,8.099840,852.864395
pdb1HYS,10.964992,1014.373639
pds-100,9.060416,309.672873
pds-30,2.945568,296.046662
pds-40,3.960224,301.752635
pds-50,4.982432,303.573137
pds-60,5.977984,308.141664
pds-70,6.888768,309.731775
pds-80,7.671872,309.602991
pds-90,8.394976,309.254995
pds10,0.927200,413.205858
pfinan512,3.597504,424.822200
pkustk01,2.801664,894.901279
pkustk02,2.141184,968.436114
pkustk03,8.900608,900.372750
pkustk04,12.344320,874.877623
pkustk05,6.112256,923.581832
pkustk06,7.114752,925.362718
pkustk07,6.502400,952.285051
pkustk08,8.596480,960.890667
pkustk09,4.483072,904.317079
pkustk10,12.057600,914.858597
pkustk11,14.488576,921.957740
pkustk12,22.325249,861.425186
pkustk13,19.083263,887.640482
pkustk14,40.046593,948.431506
pli,4.118528,839.326850
pltexpa,1.039680,352.253615
poisson3Da,1.472288,613.379116
poisson3Db,10.119168,600.826992
pre2,31.622145,482.439191
preferentialAttachment,6.725632,380.621944
psse0,0.709152,369.773936
psse2,0.794976,371.169345
pwt,1.704160,489.880018
pwtk,38.379135,776.049938
qa8fk,4.851200,876.294968
qa8fm,4.841568,878.038323
raefsky3,4.512640,844.571267
raefsky4,3.913728,869.054815
rail_20209,0.915424,389.367642
rail_79841,3.578272,396.291204
rajat09,1.141216,236.823590
rajat10,1.404000,237.589508
rajat15,2.856960,397.466838
rajat16,5.273600,311.242227
rajat17,5.233664,313.617196
rajat18,4.627456,268.390673
rajat20,4.947968,313.040666
rajat21,15.536128,311.984246
rajat22,3.006464,167.970027
rajat23,5.609472,254.170327
rajat24,14.637056,340.743486
rajat25,4.968448,312.878700
rajat26,3.159040,202.027554
rajat28,4.916224,316.202353
rajat29,30.825472,404.134972
rajat30,34.625538,456.569518
rajat31,133.722656,388.936394
ramage02,7.922688,926.183274
rel8,7.627776,275.821917
rel9,240.324448,252.109134
relat8,8.764224,389.667957
relat9,333.256165,299.246903
rgg_n_2_15_s0,1.720672,476.807198
rgg_n_2_16_s0,3.476384,503.882850
rgg_n_2_17_s0,7.080832,526.945895
rgg_n_2_18_s0,14.564032,543.948899
rgg_n_2_19_s0,30.055040,557.018115
rgg_n_2_20_s0,62.179169,567.474528
rgg_n_2_21_s0,128.980988,575.112160
rgg_n_2_22_s0,264.160492,588.426727
ri2010,0.921376,349.390481
rim,3.256320,797.917453
rlfprim,1.700672,482.581559
rma10,7.292928,833.333659
roadNet-CA,47.130402,300.549695
roadNet-PA,26.111872,302.334426
roadNet-TX,33.194305,296.403226
route,2.078720,254.657624
s3dkq4m2,15.943872,774.057933
s3dkt3m2,11.558592,831.317542
s4dkt3m2,11.555264,831.556922
sc2010,5.480864,417.176850
sc205-2r,1.070720,294.653927
scagr7-2r,0.948064,324.409481
scfxm1-2b,0.980256,290.019254
scfxm1-2r,1.613184,351.325880
scircuit,7.233312,339.384796
sctap1-2r,1.131392,421.690236
sd2010,2.747744,382.658751
sgpf5y6,8.522592,249.907383
shallow_water1,2.005472,418.285981
shallow_water2,2.009824,417.380221
shar_te2-b2,5.939360,258.872330
shar_te2-b3,5.246272,390.762806
shermanACb,1.795072,207.000860
ship_001,12.344320,963.133531
ship_003,22.829056,906.750031
shipsec1,21.948416,911.332939
shipsec5,29.280256,884.197376
shipsec8,19.368959,879.381337
shock-9,0.986912,369.845331
shuttle_eddy,0.400384,662.397684
shyy161,2.030496,415.755938
sinc15,1.760256,826.826619
sinc18,3.041280,819.718847
skirt,0.663168,758.618012
sls,45.929630,379.254484
smallworld,4.910720,521.306413
sme3Da,3.503104,639.350341
sme3Db,7.747584,687.636478
sme3Dc,11.836416,680.996612
smt,9.854976,974.954311
soc-Epinions1,4.282368,304.182794
soc-LiveJournal1,465.960968,379.053335
soc-Slashdot0811,6.445056,359.655229
soc-Slashdot0902,6.639616,365.694015
soc-sign-Slashdot081106,4.083712,323.830860
soc-sign-Slashdot090216,4.287488,325.812636
soc-sign-Slashdot090221,4.944896,284.324899
soc-sign-epinions,7.306240,294.804482
south31,1.696416,169.615753
spal_004,304.413696,388.255847
sparsine,6.623744,598.665841
spmsrtls,1.163936,505.753160
srb1,8.887712,853.212787
stat96v2,10.595328,689.133061
