nnz,ASpT_time,ASpT,Sputnik_time,Sputnik,RoDe_time,RoDe
102201.6,0.6866496000000002,586.5333682,25.8957306,13.7045454,0.32522239999999997,822.0491036000001
107465.4,1.4681343999999998,207.8189758,58.240205200000005,8.8381562,0.45281279999999996,636.20666
111730.8,1.1472767999999998,374.11899800000003,49.99454780000001,11.5631552,0.41062400000000004,742.1174242
114294.8,0.4868736,602.9419622,26.779034000000003,12.9584182,0.35635200000000006,824.6252709999999
118430.2,1.0578496,361.299812,74.78354019999999,6.607061999999999,0.44523520000000005,709.2196843999999
122310.4,0.7212160000000001,560.0547124,65.5624178,12.17722,0.38952960000000003,842.0128741999999
125515.2,1.163168,317.9207176,44.768257000000006,10.2332936,0.4268032,777.2743806000001
129055.6,0.9697408,402.3442374,66.69332460000001,7.287096199999999,0.44810239999999996,770.7741365999999
135819.4,0.8636224,516.7866858,227.6651054,4.5360872,0.55296,707.897779
141647.0,0.816704,625.6105008,99.1973372,10.020583199999999,0.4970496000000001,828.0206323999998
144854.2,1.0439808,437.907891,80.39075599999998,15.2002372,0.4677632,856.3965142000001
147634.4,1.0672832,384.8596688,201.1117536,7.5760182,0.581632,731.8926276
149341.0,0.7485504,589.371455,45.3627896,12.645197399999999,0.42455040000000005,915.6715448000001
153353.6,0.8039168,685.2614206000001,37.091738199999995,19.1883862,0.4288511999999999,950.7626636000001
157770.6,0.9027136,583.740116,47.9959042,11.041144200000002,0.4184064,980.1922203999999
163982.8,1.0560768,424.7705616,72.3030014,9.268166400000002,0.48988160000000003,882.2055778
171646.0,0.7016959999999999,633.2063396,80.02498460000001,5.491087200000001,0.5486592,801.0297132
175566.0,0.68064,862.6142352,25.537536600000003,25.480030399999997,0.3833856,1190.6580376
178143.0,1.1942016,492.06257639999995,178.09018559999998,4.2331864,0.6080512,773.9334916
190232.4,1.1800128,453.6117568000001,85.62442100000001,7.2716764,0.5574655999999999,882.0841904000001
195283.4,1.3104064000000002,499.64227300000005,54.202572999999994,14.929986200000002,0.47677439999999993,1070.0347666
197491.4,1.4037631999999998,421.37315159999997,156.78013760000002,5.8316746,0.6115328,856.4577022000001
200262.4,1.4918272,375.70404900000005,203.9764954,2.5791376,0.6930432,744.196822
203201.6,1.0370368,567.0569702,58.6342408,10.750061800000001,0.5040128,1054.277986
205970.0,1.5129472,432.0702982000001,417.92716980000006,4.8441220000000005,0.7505919999999999,795.851983
209855.0,1.0976896,626.8883290000001,39.0572042,16.048658600000003,0.48619520000000005,1132.0212418
215204.4,0.9251968000000002,622.2196928,102.03770899999999,9.166789599999998,0.644096,880.5091570000001
218206.8,1.5150528,685.5301066,89.4042098,8.242719600000001,0.6918143999999999,837.3037334
222275.2,1.587136,388.08872039999994,80.77824160000002,13.325167400000002,0.5373952,1103.1548933999998
227328.6,0.7438912,794.2557884,99.1897598,8.533282799999999,0.6029312000000001,990.6258943999999
232101.4,1.2975168,597.6832538,177.14564860000002,21.3576874,0.6375424,1139.6236718
234247.6,0.9769983999999999,727.3339456000001,72.4854794,30.017752399999996,0.5507072,1222.6252154000001
240398.0,1.5262144000000002,421.4778598,384.202539,13.6656542,0.7565312000000001,962.4581361999999
250884.4,1.0789503999999999,824.1124814000001,101.18143840000002,17.1525496,0.6324223999999999,1144.9044652
