nnz,ASpT_time,ASpT,Sputnik_time,Sputnik,RoDe_time,RoDe
102201.6,0.9912319999999999,167.3436266,25.6856064,3.464386,0.1984512,330.4229502
107465.4,0.9098752000000001,79.646521,57.8822136,2.2333933999999998,0.2248704,308.4128676
111730.8,0.7608128000000001,141.48332620000002,49.6603122,2.9246209999999997,0.2107392,344.5244316
114294.8,0.3123008,236.532244,26.507673599999997,3.2773601999999995,0.237568,308.17355660000004
118430.2,0.6646208,145.9042424,74.3319556,1.6641732,0.2111488,369.5118072
122310.4,0.45779840000000005,237.28994740000002,65.0829828,3.0758782000000005,0.20705279999999998,380.473906
125515.2,0.6916672,132.80553379999998,44.4065802,2.5833684000000003,0.2322432,351.00490640000004
129055.6,0.5993600000000001,187.78337939999997,66.2415384,1.8366722,0.2205696,377.5019156
135819.4,0.4778816,230.7829682,226.9620256,1.1428112,0.258048,369.01906579999996
141647.0,0.45762559999999997,251.55917559999997,98.6949646,2.5333994,0.2248704,424.4301322
144854.2,0.6259840000000001,199.08727900000002,79.9160324,3.8528884,0.2562048,372.1667394
147634.4,0.5778432,171.445968,200.5235652,1.9115658,0.273408,377.3127478
149341.0,0.41887360000000007,265.0118442,44.963019599999996,3.2001704,0.2174976,443.69744920000005
153353.6,0.5067712,285.63603320000004,36.7659,4.8591228,0.2215936,453.13806320000003
157770.6,0.566912,231.4720906,47.63033660000001,2.7855666,0.251904,402.4907316
163982.8,0.6838464,165.01601020000004,71.7518844,2.34082,0.2422784,435.17793520000004
171646.0,0.3594368,309.2475924,79.35016780000001,1.3844452,0.2670592,415.52953880000007
175566.0,0.506208,324.134342,25.2590076,6.45482,0.21463039999999997,525.3746156
178143.0,0.6374272,240.2743628,177.2935198,1.0667377999999998,0.26152960000000003,453.2425214
190232.4,0.6376768,219.94764000000004,85.0434028,1.8340028,0.2668544,460.23633520000004
195283.4,0.8265920000000001,197.7698456,53.727846799999995,3.7769352000000005,0.2514944,500.2390382
197491.4,0.7436543999999999,187.4500818,156.0987644,1.4686284,0.265216,481.8486732
200262.4,0.7636736000000001,176.7478322,203.05571880000002,0.6478851999999999,0.2797568,462.45482000000004
203201.6,0.6142912,248.557126,58.1218302,2.7127402,0.2899968,449.1453581999999
205970.0,0.8553792,207.54368600000004,417.3148264,1.2197132,0.3618816,437.369481
209855.0,0.703648,273.6973476,38.7436546,4.0508688,0.256,528.1512056
215204.4,0.5037504,284.5492348,101.37272320000001,2.3125592000000004,0.27668479999999995,503.7810434
218206.8,0.9226431999999999,350.1553466,88.68761579999999,2.0807514,0.2803712,507.03308960000004
222275.2,0.9014528,200.605655,80.2547728,3.3621817999999997,0.2566144,564.4963318000001
227328.6,0.3787776,390.867213,98.4930298,2.1523914,0.2973696,497.64729040000003
232101.4,0.7121344,282.2048384,176.4517856,5.418965,0.339968,455.97686380000005
234247.6,0.48209919999999995,349.5461286,71.88254859999999,7.625357800000001,0.31170559999999997,492.06018839999996
240398.0,0.9359104,184.613683,383.4093456,3.4573068000000005,0.38215679999999996,431.56757739999995
250884.4,0.5650815999999999,384.27145800000005,100.48696220000001,4.3385788,0.3526656,490.25741
257624.6,0.5469120000000001,379.7082696,125.30913660000002,4.927234199999999,0.31703040000000005,524.9394537999999
275283.8,0.7257407999999999,331.22058200000004,222.13898079999998,2.0623088,0.36208640000000003,502.2115706000001
286224.8,0.7582208000000001,269.85406939999996,231.989042,1.2634934000000002,0.41656319999999997,444.92771839999995
297376.4,0.7018432,330.916359,96.8572952,3.737731,0.3340288,577.7327418
