Dataset,ASpT_time,ASpT_gflops
sparsine,2.018464,491.141916
spmsrtls,0.307872,478.010606
srb1,3.046816,622.215851
stat96v2,3.861504,472.716776
stat96v3,4.475904,474.396021
std1_Jac2,1.632256,489.621619
std1_Jac2_db,0.777216,410.713924
std1_Jac3,1.802240,516.991473
std1_Jac3_db,0.800768,425.052740
stokes128,0.843136,424.012442
stokes64,0.210592,425.570579
stokes64s,0.213760,419.263466
stomach,4.037952,478.919696
stormG2_1000,7.149920,309.699108
stormg2-125,1.019456,271.991957
struct3,1.403840,535.078206
t2dah,0.247872,454.730193
t2dah_a,0.243136,463.587779
t2dah_e,0.251776,447.679189
t2em,10.082368,291.412941
t3dh,4.690944,593.771122
t3dh_a,4.694016,593.382556
t3dh_e,4.677632,595.460970
t3dl,0.500000,652.628480
t3dl_a,0.499808,652.879168
t60k,0.627520,182.437525
tandem_dual,1.118048,263.598282
tandem_vtx,0.324288,499.999984
ted_A,0.498688,544.901167
ted_AB,0.525312,636.436396
ted_AB_unscaled,0.514048,650.382246
ted_A_unscaled,0.501760,541.565045
ted_B,0.313664,294.998990
ted_B_unscaled,0.325024,284.688385
thermal1,1.194848,307.698668
thermal2,16.949600,323.984062
thermomech_TC,1.539936,295.724716
thermomech_TK,1.544160,294.915758
thermomech_dK,4.058304,448.854003
thermomech_dM,3.120640,291.861358
thread,4.249600,673.200011
tmt_sym,9.492000,342.584826
tmt_unsym,10.020864,292.816346
tn2010,2.939072,259.993041
tomographic1,1.418272,292.184288
torsion1,0.406976,310.753252
torso1,7.711744,706.786963
torso2,1.735296,381.158440
torso3,5.477344,517.511199
tp-6,17.002497,434.286110
trans4,2.280448,215.086443
trans5,2.275328,215.570440
transient,2.811904,218.907050
trdheim,1.907712,649.263291
troll,12.957696,591.962573
ts-palko,2.205696,312.471840
tsyl201,2.348032,669.144408
tube1,0.786496,729.966652
tube2,0.778368,737.589216
turon_m,3.096928,349.430365
twotone,2.783232,281.508465
tx2010,10.360800,275.269684
usroads,1.273504,166.278863
usroads-48,1.249536,165.898377
ut2010,1.762208,207.763353
va2010,3.389600,264.739766
vanbody,2.496512,599.081742
venkat01,1.915072,574.070792
venkat25,1.904832,577.156871
venkat50,1.915104,574.061180
venturiLevel3,40.437439,254.947485
vfem,2.009952,456.810416
vibrobox,0.507904,431.990933
viscoplastic2,0.474336,514.505837
viscorocks,1.134592,655.597892
vsp_barth5_1Ksep_50in_5Kout,0.363168,358.815754
vsp_bcsstk30_500sep_10in_1Kout,5.392384,478.678784
vsp_befref_fxm_2_4_air02,1.116160,112.642198
vsp_bump2_e18_aa01_model1_crew1,2.312192,166.519600
vsp_c-30_data_data,0.839680,94.792681
vsp_c-60_data_cti_cs4,7.921760,38.953767
vsp_finan512_scagr7-2c_rlfddd,2.977792,237.285074
vsp_mod2_pgp2_slptsk,2.817024,176.921120
vsp_model1_crew1_cr42_south31,1.519616,160.020215
vsp_msc10848_300sep_100in_1Kout,3.607552,433.234453
vsp_p0291_seymourl_iiasa,0.569344,121.106118
vsp_sctap1-2b_and_seymourl,1.057792,170.415062
vsp_south31_slptsk,1.395712,174.169110
vsp_vibrobox_scagr7-2c_rlfddd,2.080768,267.953972
vt2010,0.379680,262.280652
wa2010,2.347680,258.279006
wang3,0.291776,388.611536
wang4,0.290560,390.299550
water_tank,2.119008,614.712073
wathen100,0.479936,628.885180
wathen120,0.603136,600.340617
watson_1,3.231296,208.974822
watson_2,5.236544,225.662233
wave,3.021440,448.773984
waveguide3D,0.409856,473.872589
web-BerkStan,12.695552,383.156309
web-Google,14.982464,218.069938
web-NotreDame,5.794816,165.348780
web-Stanford,5.453920,271.364103
webbase-1M,11.652096,170.573867
wheel_601,11.283456,123.129029
wi2010,2.925344,264.590613
wiki-Talk,22.577152,142.343125
wikipedia-20051105,45.116417,280.207755
wikipedia-20060925,86.636543,275.313633
wikipedia-20061104,91.712509,274.829144
wikipedia-20070206,105.175041,274.014145
windscreen,1.421312,667.502714
wing,0.661216,235.288189
wing_nodal,0.260192,371.358987
world,1.267872,100.392723
wv2010,1.768256,239.937030
wy2010,1.325216,206.498434
x104,10.100736,644.238160
xenon1,1.391648,543.181013
xenon2,4.280256,578.161783
