Dataset,Sputnik_time,Sputnik_gflops,ours_time,ours_gflops
12month1, 1183.856689, 48.924250, 53.970943,1073.157099
144, 2188.764160, 2.513241, 5.311488,1035.659311
192bit, 19.936256, 19.813935, 0.354304,1114.906114
208bit, 63.101952, 12.160882, 0.647168,1185.743706
2D_27628_bjtcai, 80.817154, 14.029433, 0.805888,1406.918684
2D_54019_highK, 306.792450, 8.314480, 1.481728,1721.516981
2cubes_sphere, 1078.502441, 3.910048, 3.093504,1363.177777
333SP, 0.005120, 11108633.280628, 76.239876,746.016443
3D_28984_Tetra, 88.937469, 17.246670, 0.964608,1590.153905
3D_51448_3D, 278.460419, 9.713846, 1.541120,1755.166053
3Dspectralwave, 48404.714844, 1.779692, 58.750977,1466.282143
3Dspectralwave2, 8924.716797, 4.108391, 24.043520,1524.994039
3dtube, 220.894211, 37.243448, 4.189184,1963.833937
598a, 1289.119751, 2.946741, 4.248576,894.111800
ABACUS_shell_hd, 57.914368, 9.657691, 0.609280,918.000015
ABACUS_shell_ld, 57.913345, 9.657861, 0.607232,921.096160
ABACUS_shell_md, 57.911297, 9.658203, 0.607232,921.096160
ABACUS_shell_ud, 57.912319, 9.658032, 0.631808,885.267447
AS365, 0.005120, 11368076.287182, 86.889473,669.868825
ASIC_100k, 1032.231934, 2.366384, 1.993728,1225.170750
ASIC_100ks, 1028.617188, 1.440729, 1.540096,962.250637
ASIC_320k, 10801.509766, 0.624592, 6.875136,981.294325
ASIC_320ks, 10791.328125, 0.433606, 4.424704,1057.513868
ASIC_680k, 48599.125000, 0.203949, 12.851200,771.269516
ASIC_680ks, 48575.207031, 0.122752, 7.685120,775.874739
Andrews, 378.108917, 5.146650, 1.985536,980.085106
Baumann, 1315.790894, 1.479882, 1.784832,1090.979632
BenElechi1, 6325.969727, 5.321756, 16.813057,2002.328896
Bump_2911, 0.006144, 53220789.367535, 194.502655,1681.152072
CO, 5115.821289, 3.836159, 13.538304,1449.598520
Chebyshev4, 489.812988, 28.106785, 9.154560,1503.848140
Chevron1, 146.820099, 5.765018, 0.745472,1135.415501
Chevron2, 851.853333, 2.413705, 1.597440,1287.136214
Chevron3, 15167.017578, 0.576090, 5.974016,1462.595514
Chevron4, 52754.671875, 0.309425, 10.975232,1487.313848
CoupCons3D, 18151.742188, 3.148193, 30.172159,1893.970524
Cube_Coup_dt0, 0.006144, 53002558.125254, 165.179398,1971.479091
Cube_Coup_dt6, 0.006144, 53002558.125254, 165.177338,1971.503678
CurlCurl_0, 13.122560, 22.111394, 0.276480,1049.472263
CurlCurl_1, 5352.600586, 1.182323, 4.277248,1479.573291
CurlCurl_2, 67804.429688, 0.336848, 15.787008,1446.745287
CurlCurl_3, 155003.015625, 0.223700, 23.890944,1451.354236
CurlCurl_4, 0.005120, 13257933.834924, 46.570496,1457.588515
D6-6, 299.499512, 1.255470, 0.709632,529.870145
Delor295K, 56204.500000, 0.109375, 5.211136,1179.663521
Delor338K, 31733.281250, 0.339760, 6.637568,1624.343953
Delor64K, 12039.876953, 0.138662, 1.622016,1029.261393
Dubcova1, 28.345345, 22.850420, 0.486400,1331.626293
Dubcova2, 443.953156, 5.940663, 2.099200,1256.371945
Dubcova3, 2251.362305, 4.135195, 5.719040,1627.864392
EAT_RS, 56.872959, 14.655744, 0.659456,1263.944071
EAT_SR, 56.829952, 14.666700, 0.646144,1289.972320
ESOC, 1302.391846, 11.832878, 7.819264,1970.907232
Emilia_923, 88881.054688, 1.181054, 62.040066,1692.024760
EternityII_E, 307.019775, 12.538456, 5.123072,751.415129
EternityII_Etilde, 217.587708, 13.771554, 3.846144,779.097452
F1, 12383.030273, 5.548158, 43.556866,1577.317564
F2, 544.945129, 24.871072, 8.057856,1682.007008
FEM_3D_thermal1, 34.043903, 32.390363, 0.694272,1588.274378
FEM_3D_thermal2, 2286.882812, 3.906019, 4.700160,1900.490185
Fault_639, 42586.250000, 1.720116, 43.042816,1701.870146
Flan_1565, 255347.890625, 1.177059, 161.694717,1858.808237
Franz11, 149.540863, 5.644636, 0.885760,952.971088
Freescale1, 0.005120, 9460173.738984, 63.508480,762.671194
Freescale2, 0.005120, 11521338.791053, 57.079807,1033.452212
FullChip, 0.005120, 13310995.336264, 66.708481,1021.643628
G2_circuit, 2351.624268, 0.791064, 1.993728,933.068804
G3_circuit, 261924.625000, 0.074875, 21.142529,927.595511
GL7d14, 851.647461, 5.504424, 3.930112,1192.797716
GL7d15, 8243.879883, 1.888161, 17.682432,880.296059
GL7d16, 45863.511719, 0.808737, 52.861954,701.667887
GL7d17, 154210.531250, 0.431254, 102.984703,645.765137
GL7d18, 315619.125000, 0.288676, 144.889862,628.834765
GL7d19, 389458.906250, 0.245331, 153.106430,624.050708
GL7d20, 286342.687500, 0.267254, 121.327614,630.740955
GL7d21, 123320.906250, 0.377287, 71.766014,648.321139
GL7d22, 29991.660156, 0.704281, 30.531584,691.826541
GL7d23, 3834.917969, 1.799335, 8.361984,825.198971
GL7d24, 232.477692, 6.539825, 1.401856,1084.536200
G_n_pin_pout, 1046.686768, 2.451673, 2.604032,985.446308
Ga10As10H30, 1346.039795, 11.631172, 9.999360,1565.702240
Ga19As19H42, 1865.903076, 12.189909, 14.448640,1574.209617
Ga3As3H12, 401.044495, 38.114535, 9.179136,1665.257368
Ga41As41H72, 7530.625977, 6.285068, 31.198208,1517.090301
GaAsH6, 397.790222, 21.763811, 5.449728,1588.598738
Ge87H76, 1347.240967, 14.996589, 12.518400,1613.945783
Ge99H100, 1348.558838, 16.043476, 13.334528,1622.522466
Geo_1438, 215575.812500, 0.749997, 97.179649,1663.734408
H2O, 474.001404, 11.972210, 3.789824,1497.389891
HEP-th-new, 81.389565, 11.097073, 0.763904,1182.329126
HTC_336_4438, 5343.194336, 0.433369, 3.567616,649.054251
HTC_336_9129, 5343.872070, 0.423206, 3.551232,636.838217
HV15R, 424634.187500, 1.706570, 411.781128,1759.837941
Hamrle3, 218274.375000, 0.064673, 18.933760,745.570861
Hook_1498, 233953.203125, 0.666581, 92.291069,1689.748107
IG5-15, 14.753792, 56.133572, 0.540672,1531.766087
IG5-16, 37.303295, 40.374840, 0.966656,1558.066690
IG5-17, 89.832451, 29.495137, 1.760256,1505.247192
IG5-18, 210.993149, 21.724186, 3.058688,1498.568835
IMDB, 40023.972656, 0.241933, 13.396992,722.782060
Ill_Stokes, 46.157825, 10.613630, 0.550912,889.256469
JP, 639.561707, 54.975885, 21.369856,1645.330284
LargeRegFile, 176296.484375, 0.071795, 17.657856,716.800192
LeGresley_87936, 808.848389, 1.877715, 1.653760,918.383925
Lin, 6836.443359, 0.661453, 3.929088,1150.899106
Linux_call_graph, 10949.522461, 0.282643, 3.647488,848.475548
Long_Coup_dt0, 225367.859375, 0.989262, 115.500031,1930.283642
Long_Coup_dt6, 225368.421875, 0.989259, 115.488770,1930.471858
M6, 0.004096, 13127420.033144, 80.320511,669.441862
ML_Geer, 235889.234375, 1.203331, 150.849533,1881.694444
ML_Laplace, 14866.555664, 4.768174, 37.508095,1889.894134
Maragal_6, 23.200768, 59.329789, 0.963584,1428.517526
Maragal_7, 131.727356, 23.331332, 2.220032,1384.383086
Maragal_8, 262.090759, 12.780086, 2.548736,1314.197420
NACA0015, 112544.046875, 0.141703, 23.669760,673.765527
NLR, 0.008192, 7804985.019706, 95.069183,672.546401
NotreDame_actors, 5236.588379, 0.718833, 4.856832,775.039000
NotreDame_www, 11059.454102, 0.215238, 3.177472,749.153212
OPF_10000, 203.499527, 5.883749, 0.991232,1207.931329
OPF_3754, 25.261057, 16.039665, 0.368640,1099.118039
OPF_6000, 94.331902, 8.207087, 0.686080,1128.425408
PFlow_742, 57574.199219, 1.651338, 55.464958,1714.135614
PR02R, 2722.972656, 7.695247, 12.088320,1733.404521
Pres_Poisson, 24.026112, 76.269447, 0.873472,2097.901583
RFdevice, 574.436340, 1.629223, 1.311744,713.466056
RM07R, 15259.851562, 6.285140, 55.558144,1726.305029
Raj1, 7254.624023, 0.459611, 3.857408,864.390751
Reuters911, 18.947071, 40.003785, 0.506880,1495.333377
Rucci1, 22698.433594, 0.878712, 17.471489,1141.596468
Serena, 201852.984375, 0.818423, 98.748413,1672.949968
Si10H16, 31.797249, 70.520657, 1.296384,1729.705797
Si34H36, 1003.656189, 13.152243, 8.410112,1569.578341
Si41Ge41H72, 3623.426025, 10.605664, 24.694784,1556.152026
Si5H12, 42.761215, 44.217894, 1.253376,1508.574338
Si87H76, 6048.285645, 4.512647, 18.450432,1479.302795
SiO, 118.966270, 28.354228, 2.134016,1580.680155
SiO2, 2531.173340, 11.412007, 19.221504,1502.783932
Stanford, 8287.620117, 0.714318, 7.360512,804.290856
Stanford_Berkeley, 48684.433594, 0.398761, 16.199680,1198.384299
StocF-1465, 223705.875000, 0.240377, 36.127743,1488.434973
TF16, 31.615999, 17.503887, 0.543744,1017.763602
TF17, 195.224579, 7.687137, 1.297408,1156.704828
TF18, 1236.709351, 3.306933, 3.319808,1231.913169
TF19, 8002.318359, 1.398226, 10.049536,1113.389318
TSOPF_FS_b162_c1, 12.803072, 121.678797, 0.829440,1878.209882
TSOPF_FS_b162_c3, 101.695488, 45.344470, 2.675712,1723.402150
TSOPF_FS_b162_c4, 177.355774, 34.616540, 3.666944,1674.266952
TSOPF_FS_b300, 94.437378, 119.278114, 6.099968,1846.618277
TSOPF_FS_b300_c1, 94.444542, 119.269066, 6.106112,1844.760187
TSOPF_FS_b300_c2, 347.940857, 64.507265, 12.297216,1825.186465
TSOPF_FS_b300_c3, 760.921082, 44.193783, 18.470913,1820.591160
TSOPF_FS_b39_c19, 609.622009, 8.304582, 3.417088,1481.570259
TSOPF_FS_b39_c30, 1513.298950, 5.279968, 5.573632,1433.566109
TSOPF_FS_b39_c7, 84.419586, 22.139469, 1.246208,1499.753549
TSOPF_FS_b9_c6, 22.148096, 17.103426, 0.363520,1042.056348
TSOPF_RS_b162_c3, 25.657345, 60.893497, 0.782336,1997.051710
TSOPF_RS_b162_c4, 44.819454, 46.422641, 1.175552,1769.923765
TSOPF_RS_b2052_c1, 79.183868, 218.585128, 7.694336,2249.500950
TSOPF_RS_b2383, 176.626694, 234.382424, 19.266560,2148.707060
TSOPF_RS_b2383_c1, 176.474106, 234.585082, 19.297279,2145.286487
TSOPF_RS_b300_c1, 24.352768, 154.983286, 1.810432,2084.735626
TSOPF_RS_b300_c2, 88.924156, 84.750320, 3.712000,2030.266955
TSOPF_RS_b300_c3, 193.045502, 58.527287, 5.584896,2023.033063
TSOPF_RS_b39_c19, 152.899582, 11.455671, 1.211392,1445.912879
TSOPF_RS_b39_c30, 379.074554, 7.293458, 1.751040,1578.926917
TSOPF_RS_b39_c7, 21.338112, 30.286736, 0.348160,1856.220595
TSOPF_RS_b678_c1, 43.499519, 258.726993, 5.120000,2198.144549
TSOPF_RS_b678_c2, 146.658310, 153.293662, 9.976832,2253.399532
Transport, 267466.406250, 0.224932, 40.617985,1481.163374
Trefethen_20000, 42.712063, 33.232601, 1.005568,1411.573281
Trefethen_20000b, 42.711040, 33.231539, 1.013760,1400.088424
Wordnet3, 713.779175, 0.476881, 0.868352,391.992926
Zd_Jac2, 56.464382, 74.483282, 2.369536,1774.884457
Zd_Jac2_db, 55.617535, 31.135574, 1.163264,1488.642119
Zd_Jac3, 56.673279, 86.554885, 2.718720,1804.286279
Zd_Jac3_db, 55.714817, 32.802799, 1.210368,1509.955537
Zd_Jac6, 56.453121, 77.633909, 2.408448,1819.709836
Zd_Jac6_db, 55.608318, 30.551654, 1.028096,1652.497573
Zhao1, 120.597504, 3.533404, 0.583680,730.057050
Zhao2, 120.591362, 3.533584, 0.584704,728.778481
a0nsdsil, 670.058472, 1.356429, 1.523712,596.495280
a2nnsnsl, 669.366272, 1.327955, 1.512448,587.714981
a5esindl, 376.951813, 1.731814, 1.105920,590.287060
adaptive, 0.005120, 13624320.344179, 92.742653,752.151424
af23560, 58.939392, 21.033392, 0.798720,1552.102560
af_0_k101, 26467.250000, 1.697559, 27.006975,1663.634217
af_1_k101, 26466.523438, 1.697606, 27.009024,1663.508039
af_2_k101, 26467.263672, 1.697558, 27.004929,1663.760297
af_3_k101, 26466.562500, 1.697603, 26.991615,1664.580927
af_4_k101, 26467.210938, 1.697562, 27.005953,1663.697196
af_5_k101, 26466.529297, 1.697606, 27.003904,1663.823402
af_shell1, 26596.189453, 1.693006, 26.917889,1672.773099
af_shell10, 237058.437500, 0.568810, 80.827393,1668.260570
af_shell2, 26596.017578, 1.693017, 26.916864,1672.836752
af_shell3, 26595.484375, 1.693051, 26.909697,1673.282338
af_shell4, 26596.390625, 1.692994, 26.917889,1672.773099
af_shell5, 26595.291016, 1.693064, 26.909697,1673.282338
af_shell6, 26595.308594, 1.693063, 26.900480,1673.855617
af_shell7, 26596.000000, 1.693018, 27.075584,1663.030401
af_shell8, 26595.345703, 1.693060, 26.912767,1673.091411
af_shell9, 26595.314453, 1.693062, 26.934273,1671.755551
airfoil_2d, 21.642241, 30.717766, 0.576512,1153.143914
ak2010, 215.246841, 2.582016, 0.792576,701.220917
al2010, 6639.010742, 0.474473, 3.517440,895.547287
amazon-2008, 56354.500000, 0.234329, 11.557888,1142.550719
amazon0302, 7165.513672, 0.441181, 4.128768,765.672749
amazon0312, 16745.656250, 0.489269, 8.832000,927.663791
amazon0505, 17549.728516, 0.489664, 9.126912,941.552776
amazon0601, 16970.533203, 0.510986, 9.220096,940.523138
apache1, 682.875916, 2.032567, 1.306624,1062.272683
apache2, 53311.460938, 0.231353, 10.412032,1184.566764
appu, 23.642113, 200.656612, 3.307520,1434.291060
ar2010, 3619.735596, 0.639559, 2.624512,882.081559
as-Skitter, 299889.750000, 0.189429, 52.878338,1074.313756
as-caida, 103.277565, 2.646371, 0.513024,532.744540
astro-ph, 29.637632, 20.946515, 0.458752,1353.247749
atmosmodd, 168188.000000, 0.134172, 23.367680,965.696774
atmosmodj, 168187.421875, 0.134172, 23.526400,959.181735
atmosmodl, 231261.828125, 0.114237, 27.308031,967.429161
atmosmodm, 231261.687500, 0.114237, 27.313152,967.247768
audikw_1, 92976.289062, 2.138058, 117.868546,1686.529069
aug3dcqp, 132.625412, 2.472938, 0.563200,582.340912
auto, 21003.484375, 0.808000, 19.412992,874.198470
av41092, 178.381821, 24.166079, 2.737152,1574.917638
az2010, 6093.484863, 0.502504, 3.712000,824.892438
barrier2-1, 1342.659546, 7.254984, 7.060480,1379.647548
barrier2-10, 1403.860962, 7.107360, 7.209984,1383.879099
barrier2-11, 1403.860962, 7.107360, 7.209984,1383.879099
barrier2-12, 1403.865112, 7.107339, 7.209984,1383.879099
barrier2-2, 1342.656494, 7.255001, 7.053312,1381.049686
barrier2-3, 1342.777344, 7.254348, 7.046144,1382.454583
barrier2-4, 1343.377441, 7.251107, 7.041024,1383.459820
barrier2-9, 1403.869141, 7.107319, 7.212032,1383.486116
bauru5727, 170.950653, 2.171671, 0.630784,588.551160
baxter, 88.640511, 3.222393, 0.520192,549.094460
bayer01, 349.820923, 2.032758, 0.877568,810.309212
bayer04, 44.600319, 9.131099, 0.394240,1033.000021
bbmat, 160.123901, 28.325617, 2.347008,1932.506553
bcircuit, 497.165314, 1.933821, 1.059840,907.144958
bcsstk17, 13.181952, 83.245938, 0.507904,2160.534303
bcsstk18, 15.261696, 25.008387, 0.366592,1041.131313
bcsstk25, 25.372671, 25.450098, 0.464896,1388.992310
bcsstk29, 21.414911, 74.055375, 0.772096,2054.005363
bcsstk30, 91.580414, 57.122908, 2.826240,1850.989089
bcsstk31, 134.772736, 22.440926, 1.857536,1628.191878
bcsstk32, 212.129791, 24.313580, 2.794496,1845.640305
bcsstk35, 98.490372, 37.693200, 1.975296,1879.423257
bcsstk36, 57.815041, 50.617251, 1.548288,1890.112449
bcsstk37, 70.228989, 41.591103, 1.560576,1871.681476
bcsstk39, 232.584198, 22.996372, 2.955264,1809.852681
bcsstm36, 55.897087, 14.683258, 0.556032,1476.086551
belgium_osm, 216444.765625, 0.036665, 14.639104,542.099193
bfly, 253.062149, 1.988905, 0.710656,708.242088
blockqp1, 376.880127, 4.347495, 1.236992,1324.571604
bloweya, 94.681091, 4.055963, 0.507904,756.093760
bloweybl, 94.590973, 3.247667, 0.537600,571.428592
bmw3_2, 5413.673828, 5.338130, 15.599616,1852.538723
bmw7st_1, 2099.057617, 8.951421, 10.047488,1870.074104
bmwcra_1, 2329.761719, 11.695894, 14.521344,1876.454740
bodyy4, 32.702465, 9.545497, 0.317440,983.370958
bodyy5, 36.476929, 9.073115, 0.332800,994.469228
bodyy6, 39.634945, 8.703302, 0.344064,1002.589294
bone010, 101591.695312, 1.805913, 99.045380,1852.340742
boneS01, 1703.908325, 10.089034, 9.477120,1813.925369
boneS10, 87345.570312, 1.625717, 77.215744,1838.992321
boyd1, 909.082642, 3.410858, 2.359296,1314.269702
boyd2, 22664.765625, 0.169471, 6.729728,570.753557
brack2, 411.731964, 4.558262, 1.498112,1252.764897
brainpc2, 80.203773, 5.726055, 0.548864,836.730400
bratu3d, 82.088959, 5.419946, 0.541696,821.342137
bundle1, 12.161024, 162.281280, 1.106944,1782.842332
bundle_adj, 27493.103516, 1.881658, 29.838337,1733.763201
c-42, 11.713536, 24.102849, 0.325632,867.020424
c-43, 13.175808, 24.029494, 0.345088,917.470313
c-45, 18.508801, 24.128907, 0.391168,1141.701576
c-46, 23.583744, 14.154509, 0.375808,888.262941
c-47, 24.950785, 21.690162, 0.432128,1252.375557
c-48, 35.633152, 11.931720, 0.407552,1043.216071
c-49, 47.139839, 8.528402, 0.435200,923.776458
c-50, 53.004288, 9.351696, 0.471040,1052.309759
c-51, 56.766464, 9.156956, 0.507904,1023.437514
c-52, 60.548096, 8.570921, 0.515072,1007.534815
c-53, 96.218109, 9.903180, 0.719872,1323.659321
c-54, 106.504189, 9.414973, 0.759808,1319.720344
c-55, 113.285118, 9.117102, 0.963584,1071.865031
c-56, 135.679993, 7.186793, 0.807936,1206.907459
c-57, 150.372345, 6.898239, 0.838656,1236.865067
c-58, 148.926468, 9.498284, 1.020928,1385.549113
c-59, 179.279877, 6.861741, 0.963584,1276.663117
c-60, 199.846909, 3.824726, 0.839680,910.298763
c-61, 199.778305, 3.972608, 0.846848,937.170484
c-62, 183.322617, 7.810919, 1.069056,1339.422850
c-62ghs, 183.323654, 7.810875, 1.070080,1338.141096
c-63, 205.561859, 5.413661, 0.954368,1166.051508
c-64, 273.049591, 6.730180, 1.336320,1375.174286
c-64b, 273.048584, 6.730205, 1.340416,1370.972163
c-65, 242.447357, 3.806813, 0.941056,980.761684
c-66, 262.232056, 4.871479, 1.076224,1186.981480
c-66b, 262.231049, 4.871498, 1.078272,1184.726987
c-67, 352.081909, 3.867718, 1.377280,988.726768
c-67b, 352.107513, 3.867437, 1.205248,1129.853443
c-68, 440.049652, 3.292754, 1.332224,1087.636424
c-69, 476.742645, 3.350578, 1.416192,1127.928373
c-70, 497.457153, 3.391255, 1.471488,1146.461379
c-71, 615.223267, 3.576682, 1.818624,1209.957757
c-72, 739.161072, 2.450546, 1.708032,1060.488602
c-73, 2995.397705, 1.093324, 3.228672,1014.330787
c-73b, 2995.403809, 1.093322, 3.245056,1009.209557
c-big, 12429.083984, 0.482175, 6.778880,884.067583
ca-AstroPh, 37.569534, 26.994468, 0.756736,1340.189480
ca-CondMat, 56.495106, 8.470754, 0.568320,842.054089
ca-HepPh, 15.406080, 39.383515, 0.444416,1365.265018
ca2010, 52564.230469, 0.169940, 10.368000,861.571849
cage10, 13.905920, 27.732879, 0.384000,1004.299991
cage11, 160.925690, 8.904037, 1.181696,1212.569265
cage12, 1773.602783, 2.933742, 3.906560,1331.937109
cage13, 20686.894531, 0.925568, 14.476288,1322.653866
cage14, 236307.125000, 0.293913, 55.247871,1257.128857
cage15, 0.006144, 41333144.788011, 212.269058,1196.363015
caidaRouterLevel, 3856.603027, 0.808592, 3.816448,817.099550
cant, 416.434174, 24.635107, 5.480448,1871.909178
case39, 171.514877, 15.555091, 1.745920,1528.093892
case9, 22.152191, 17.100264, 0.358400,1056.942895
cat_ears_4_4, 88.836098, 3.829449, 0.496640,684.989695
cbuckle, 20.606976, 84.043308, 0.807936,2143.583616
cca, 252.927994, 1.409555, 0.669696,532.354761
ccc, 252.922882, 1.492500, 0.696320,542.117649
cfd1, 524.031006, 8.931937, 2.596864,1802.409316
cfd2, 1595.162598, 4.955620, 4.140032,1909.410177
ch7-7-b5, 195.765244, 2.768115, 0.709632,763.636386
ch7-8-b3, 73.646080, 8.175751, 0.717824,838.801733
ch7-8-b4, 868.792297, 2.079134, 1.899520,950.943376
ch7-8-b5, 2079.242188, 1.042497, 2.280448,950.516406
ch7-9-b3, 197.432327, 5.489484, 1.167360,928.421094
ch7-9-b4, 3510.428711, 1.157766, 4.136960,982.425736
ch7-9-b5, 14018.087891, 0.463887, 6.392832,1017.203299
ch8-8-b3, 233.485306, 5.157601, 1.272832,946.098123
ch8-8-b4, 4621.533203, 1.042272, 4.842496,994.713487
ch8-8-b5, 22148.332031, 0.391470, 8.357888,1037.392768
channel-500x100x100-b050, 0.006144, 35567808.741936, 121.725952,1795.250896
chem_master1, 171.320312, 3.006500, 0.640000,804.804018
chipcool0, 42.800129, 16.816398, 0.667648,1078.029113
chipcool1, 42.881023, 16.784674, 0.663552,1084.683665
circuit5M, 0.006144, 24801787.039406, 155.959290,977.063857
circuit5M_dc, 0.005120, 9597096.742443, 55.794689,880.677620
circuit_4, 672.503784, 1.170947, 1.143808,688.460157
cit-HepPh, 125.843452, 8.576050, 0.945152,1141.868924
cit-HepTh, 81.388542, 11.097212, 0.764928,1180.746344
cit-Patents, 0.006144, 6882894.756546, 73.294846,576.964267
citationCiteseer, 7522.298828, 0.787264, 7.366656,803.897016
ckt11752_dc_1, 259.154938, 3.289747, 0.950272,897.168620
ckt11752_tr_0, 259.152893, 3.289773, 0.947200,900.078378
cnr-2000, 11052.399414, 0.744938, 5.722112,1438.865381
co2010, 4219.138184, 0.591332, 2.848768,875.785407
co9, 26.077185, 10.764450, 0.356352,787.722698
coAuthorsCiteseer, 5392.218262, 0.773034, 4.112384,1013.613087
coAuthorsDBLP, 9329.474609, 0.536547, 5.588992,895.635745
coPapersCiteseer, 19708.449219, 4.166132, 47.012863,1746.500870
coPapersDBLP, 30518.150391, 2.557761, 48.980991,1593.641335
cond-mat-2003, 102.226944, 6.011610, 0.640000,960.232021
cond-mat-2005, 171.776001, 5.236751, 0.849920,1058.391598
conf5_4-8x8-05, 256.424957, 19.137512, 2.918400,1681.515761
conf5_4-8x8-10, 256.428040, 19.137282, 2.914304,1683.879118
conf5_4-8x8-15, 256.433167, 19.136899, 2.914304,1683.879118
conf5_4-8x8-20, 256.427002, 19.137359, 2.917376,1682.105978
conf6_0-8x8-20, 256.425995, 19.137434, 2.916352,1682.696610
conf6_0-8x8-30, 256.425995, 19.137434, 2.915328,1683.287656
conf6_0-8x8-80, 256.427002, 19.137359, 2.913280,1684.470996
consph, 736.739319, 20.885038, 8.192000,1878.274911
cont-201, 679.261169, 1.653731, 1.263616,888.968825
cont-300, 3415.007324, 0.740783, 2.631680,961.279179
cont11_l, 300120.500000, 0.045916, 20.934656,658.261466
cont1_l, 384082.437500, 0.046870, 23.169024,776.982139
cop20k_A, 1537.589233, 4.369364, 4.336640,1549.191896
copter1, 31.439873, 17.185942, 0.459776,1175.189274
copter2, 323.355652, 6.016524, 1.475584,1318.445497
crankseg_1, 311.869446, 87.127412, 15.598592,1741.976323
crankseg_2, 453.188599, 79.924951, 21.406719,1692.042397
crashbasis, 2673.134521, 1.676334, 3.479552,1287.828123
crplat2, 35.590145, 69.120869, 1.217536,2020.492056
crystk02, 21.808128, 113.699463, 1.190912,2082.078661
crystk03, 67.102722, 66.808254, 2.297856,1950.955804
crystm02, 20.947968, 39.461432, 0.626688,1319.056365
crystm03, 64.744446, 23.082307, 1.092608,1367.783536
ct2010, 478.094330, 1.801028, 1.090560,789.558715
ct20stif, 291.727356, 23.679868, 3.755008,1839.693900
cvxbqp1, 262.416382, 3.414109, 1.100800,813.879042
cvxqp3, 32.331776, 9.696428, 0.534528,586.503813
cyl6, 20.519936, 89.106369, 0.815104,2243.219200
cz10228, 11.184128, 23.547885, 0.309248,851.622516
cz20468, 44.509186, 11.852712, 0.482304,1093.821641
cz40948, 177.053696, 5.959203, 0.905216,1165.576951
d_pretok, 3486.347168, 1.205468, 3.407872,1233.227177
darcy003, 15848.908203, 0.339404, 7.018496,766.429089
dawson5, 279.485443, 9.258404, 1.577984,1639.806969
dbic1, 1022.082031, 2.709683, 2.896896,956.029554
dbir1, 91.071487, 30.274942, 1.990656,1385.063002
dbir2, 91.802628, 32.296320, 2.143232,1383.371885
dblp-2010, 11094.520508, 0.372745, 4.302848,961.089988
dc1, 1425.984497, 1.375873, 1.899520,1032.878685
dc2, 1425.986572, 1.375871, 1.899520,1032.878685
dc3, 1426.738159, 1.375146, 1.900544,1032.322173
de2010, 61.277184, 4.848515, 0.476160,623.957003
debr, 114573.250000, 0.093716, 15.996928,671.216545
degme, 12774.468750, 1.628754, 17.022976,1222.258187
delaunay_n15, 112.978943, 4.453599, 0.585728,859.038477
delaunay_n16, 449.873932, 2.237213, 1.129472,891.092461
delaunay_n17, 1794.714600, 1.121661, 2.184192,921.650282
delaunay_n18, 7169.333008, 0.561607, 4.242432,949.065868
delaunay_n19, 28656.617188, 0.281012, 8.352768,964.094036
delaunay_n20, 114584.210938, 0.140560, 16.577536,971.550457
delaunay_n21, 0.007168, 4493862.795504, 32.984062,976.593143
delaunay_n22, 0.005120, 12582869.317870, 65.902596,977.568315
deltaX, 158.845947, 3.987545, 0.857088,739.020285
denormal, 835.829773, 3.541311, 1.875968,1577.816611
dictionary28, 290.055176, 1.571682, 0.680960,669.458647
dielFilterV2clx, 38483.871094, 1.683608, 40.899586,1584.166078
dielFilterV2real, 139703.890625, 0.889451, 79.600639,1561.039184
dielFilterV3clx, 18498.650391, 4.551072, 50.728958,1659.578584
dielFilterV3real, 126946.859375, 1.800938, 141.069305,1620.646040
dixmaanl, 376.876038, 2.037792, 1.107968,693.156209
e18, 99.865601, 4.010920, 0.521216,768.497089
e40r0100, 32.233471, 43.964199, 0.840704,1685.633326
ecl32, 283.586548, 3.434092, 0.966656,1007.454948
ecology1, 104205.265625, 0.122736, 12.378112,1033.256135
ecology2, 104205.914062, 0.122735, 12.310528,1038.926776
email-Enron, 141.493256, 6.652011, 0.819200,1148.943779
email-EuAll, 7332.501465, 0.146651, 2.246656,478.629229
engine, 2160.258057, 5.576902, 7.145472,1686.039326
enron, 500.152313, 1.413422, 0.880640,802.741306
epb2, 67.258369, 6.661909, 0.470016,953.306095
epb3, 749.497314, 1.583568, 1.160192,1023.003078
eu-2005, 77583.109375, 0.634699, 27.957249,1761.330628
ex11, 30.803968, 91.163153, 1.495040,1878.335542
ex19, 15.529984, 42.839080, 0.456704,1456.720882
ex35, 41.184258, 14.185335, 0.502784,1161.955162
fcondp2, 4267.097168, 6.775906, 14.791680,1954.710236
fe_body, 213.498886, 3.926569, 0.801792,1045.555522
fe_ocean, 2148.269043, 0.976189, 2.086912,1004.889638
fe_rotor, 1039.209473, 3.263680, 2.478080,1368.659072
fe_tooth, 639.742981, 3.622183, 1.851392,1251.634382
fem_filter, 575.619080, 7.699341, 2.464768,1798.095188
fem_hifreq_circuit, 25176.070312, 2.058004, 33.480705,1547.531520
filter3D, 1188.864014, 5.829412, 4.477952,1547.666932
finan512, 585.060364, 2.612208, 1.434624,1065.296249
finance256, 146.915329, 5.201294, 0.756736,1009.797049
fl2010, 24470.634766, 0.245458, 6.621184,907.165962
flickr, 70231.898438, 0.358573, 24.458241,1029.643479
flower_7_4, 196.278275, 2.637470, 0.694272,745.641613
