Dataset,Sputnik_time,Sputnik_gflops,ours_time,ours_gflops
vibrobox, 16.504831, 53.174714, 0.547840,1602.000002
viscoplastic2, 113.324036, 8.614188, 0.791552,1233.266483
viscorocks, 151.453690, 19.645244, 1.556480,1911.585465
vsp_barth5_1Ksep_50in_5Kout, 109.249535, 4.771110, 0.650240,801.614168
vsp_bcsstk30_500sep_10in_1Kout, 363.715576, 28.387235, 8.088576,1276.476719
vsp_befref_fxm_2_4_air02, 21.143553, 23.785354, 0.433152,1161.040215
vsp_bump2_e18_aa01_model1_crew1, 334.087158, 4.609878, 1.304576,1180.537641
vsp_c-30_data_data, 12.961792, 24.563122, 0.332800,956.676920
vsp_c-60_data_cti_cs4, 770.285583, 1.602431, 1.289216,957.426498
vsp_finan512_scagr7-2c_rlfddd, 2040.125488, 1.385377, 2.564096,1102.276369
vsp_mod2_pgp2_slptsk, 1074.070557, 1.856083, 1.970176,1011.871111
vsp_model1_crew1_cr42_south31, 213.523453, 4.555364, 0.885760,1098.127156
vsp_msc10848_300sep_100in_1Kout, 54.851585, 113.974160, 4.454400,1403.480440
vsp_p0291_seymourl_iiasa, 11.915264, 23.147129, 0.349184,789.853358
vsp_sctap1-2b_and_seymourl, 169.554947, 4.252632, 0.967680,745.137584
vsp_south31_slptsk, 165.297150, 5.882495, 1.048576,927.314455
vsp_vibrobox_scagr7-2c_rlfddd, 626.140137, 3.561823, 1.844224,1209.289299
vt2010, 111.673347, 3.566929, 0.614400,648.324969
wa2010, 3991.910400, 0.607585, 2.794496,867.929626
wang3, 71.694336, 6.326163, 0.510976,887.615202
wang4, 71.704575, 6.326260, 0.519168,873.747502
water_tank, 389.007355, 13.393884, 2.818048,1848.910792
wathen100, 97.692673, 12.358128, 0.814080,1483.022013
wathen120, 139.971588, 10.347444, 0.939008,1542.423668
watson_1, 8116.712402, 0.332775, 4.013056,673.062677
watson_2, 24848.630859, 0.190222, 6.930432,682.029788
wave, 2553.455566, 2.124092, 3.762176,1441.658941
waveguide3D, 46.976002, 16.537765, 0.708608,1096.343974
web-BerkStan, 48944.531250, 0.397542, 12.703744,1531.636917
web-Google, 87520.796875, 0.149323, 19.055616,685.829289
web-NotreDame, 11059.590820, 0.346547, 4.121600,929.896860
web-Stanford, 8289.831055, 0.714127, 5.798912,1020.879826
webbase-1M, 104204.820312, 0.076294, 10.608640,749.405425
wheel_601, 68024.679688, 0.081695, 10.215424,544.009144
wi2010, 6682.634277, 0.463301, 3.457024,895.589430
wiki-Talk, 0.006144, 2092254.092662, 25.519104,503.732796
wikipedia-20051105, 278569.406250, 0.181527, 54.596607,926.209196
wikipedia-20060925, 0.007168, 13310391.246003, 111.787010,853.488125
wikipedia-20061104, 0.007168, 14065440.878504, 118.840317,848.374393
wikipedia-20070206, 0.006144, 18762661.419682, 138.669052,831.315957
windscreen, 56.567806, 67.086187, 1.952768,1943.353466
wing, 402.762756, 1.545091, 1.020928,609.548631
wing_nodal, 12.809216, 30.173476, 0.414720,931.950620
world, 242.587646, 2.098790, 0.766976,663.828439
wv2010, 1909.370850, 0.888817, 2.138112,793.728423
wy2010, 777.086975, 1.408620, 1.357824,806.157636
x104, 1246.325806, 20.884681, 13.633536,1909.197789
xenon1, 248.912903, 12.147491, 1.688576,1790.661025
xenon2, 2592.515137, 3.818192, 5.110784,1936.830274
