Dataset,Sputnik_time,Sputnik_gflops,cuSPARSE_time,cuSPARSE_gflops,ours_time,ours_gflops
fcondp2, 3.953664, 1828.269201, 17.310720, 417.565650, 4.629504, 1561.368544
fe_body, 0.308224, 679.958488, 0.909312, 230.481416, 0.260096, 805.777517
fe_ocean, 1.053696, 497.561936, 2.793472, 187.680074, 0.770048, 680.839409
fe_rotor, 1.135616, 746.653553, 3.070976, 276.104950, 0.822272, 1031.181503
fe_tooth, 0.737280, 785.748252, 4.743168, 122.137039, 0.647168, 895.156277
fem_filter, 1.101824, 1005.579652, 3.037184, 364.802343, 0.874496, 1266.983338
fem_hifreq_circuit, 8.237056, 1572.541455, 34.170879, 379.068725, 9.613312, 1347.414085
filter3D, 1.565696, 1106.597040, 5.226496, 331.502117, 1.344512, 1288.641960
finan512, 0.704512, 542.325581, 1.474560, 259.111107, 0.462848, 825.486712
finance256, 0.285696, 668.673835, 0.835584, 228.627455, 0.241664, 790.508451
fl2010, 3.397632, 441.963171, 7.147520, 210.090793, 2.542592, 590.589497
flickr, 17.849344, 352.719790, 23.497728, 267.933005, 7.579648, 830.621283
flower_7_4, 0.251904, 513.765222, 0.665600, 194.440384, 0.203776, 635.106778
flower_8_4, 0.445440, 539.175294, 1.245184, 192.879326, 0.391168, 613.982332
foldoc, 0.238592, 322.526826, 0.499712, 153.993343, 0.171008, 449.992500
fome12, 0.321536, 283.694264, 0.646144, 141.172748, 0.259072, 352.094854
fome13, 0.415744, 438.817727, 1.228800, 148.466660, 0.343040, 531.820912
fome20, 0.279552, 532.616734, 0.774144, 192.333831, 0.269312, 552.868358
fome21, 0.615424, 483.874810, 1.632256, 182.439614, 0.606208, 491.230975
ford1, 0.192512, 337.686160, 0.552960, 117.564819, 0.168960, 384.757564
ford2, 0.671744, 518.948179, 1.641472, 212.370558, 0.589824, 591.024285
fullb, 4.002816, 1871.974356, 18.997248, 394.434468, 4.801536, 1560.577521
fxm3_16, 0.377856, 664.383493, 1.026048, 244.668177, 0.339968, 738.426214
fxm4_6, 0.432128, 737.328178, 1.020928, 312.088759, 0.347136, 917.854006
g7jac040, 0.236544, 310.257037, 0.519168, 141.359709, 0.166912, 439.689406
g7jac040sc, 0.235520, 311.605971, 0.504832, 145.373977, 0.168960, 434.359836
g7jac050sc, 0.258048, 391.840281, 0.607232, 166.515606, 0.199680, 506.378204
g7jac060, 0.280576, 463.768264, 0.712704, 182.575430, 0.216064, 602.239320
g7jac060sc, 0.279552, 465.467012, 0.655360, 198.550786, 0.207872, 625.972896
g7jac080, 0.299008, 629.229427, 0.787456, 238.927185, 0.234496, 802.336253
g7jac080sc, 0.295936, 635.761271, 0.800768, 234.955238, 0.234496, 802.336253
g7jac100, 0.319488, 770.504834, 0.950272, 259.049024, 0.264192, 931.773308
g7jac100sc, 0.320512, 768.043139, 0.929792, 264.754960, 0.264192, 931.773308
g7jac120, 0.353280, 861.043459, 1.055744, 288.128017, 0.296960, 1024.344841
g7jac120sc, 0.365568, 832.100813, 1.045504, 290.950056, 0.293888, 1035.052256
g7jac140, 0.390144, 928.405534, 1.213440, 298.500014, 0.342016, 1059.049366
g7jac140sc, 0.391168, 925.975135, 1.192960, 303.624457, 0.344064, 1052.745544
g7jac160, 0.434176, 967.889155, 1.344512, 312.555220, 0.374784, 1121.270513
g7jac160sc, 0.434176, 967.889155, 1.318912, 318.621887, 0.370688, 1133.660247
g7jac180, 0.489472, 977.086817, 1.482752, 322.546624, 0.411648, 1161.809687
g7jac180sc, 0.490496, 975.046954, 1.512448, 316.213618, 0.420864, 1136.368651
g7jac200, 0.544768, 984.417337, 1.626112, 329.792195, 0.466944, 1148.486820
g7jac200sc, 0.545792, 982.570386, 1.639424, 327.114310, 0.473088, 1133.571438
ga2010, 2.011136, 451.265263, 4.433920, 204.684762, 1.577984, 575.136284
garon2, 0.288768, 865.707023, 0.817152, 305.926526, 0.241664, 1034.446473
gas_sensor, 0.920576, 1184.208178, 2.948096, 369.782255, 0.779264, 1398.952906
gearbox, 3.419136, 1699.686260, 15.048704, 386.176677, 3.809280, 1525.605543
graphics, 0.211968, 356.141296, 0.601088, 125.589866, 0.324608, 232.559150
great-britain_osm, 37.201920, 280.639867, 58.145790, 179.554560, 29.709312, 351.416472
gridgena, 0.349184, 938.570364, 1.221632, 268.275355, 0.287744, 1138.976925
gsm_106857, 12.472320, 1116.529387, 43.978752, 316.646350, 13.976576, 996.360733
gupta1, 7.431168, 186.389863, 3.007488, 460.548602, 1.143808, 1210.950082
gupta2, 8.228864, 330.410508, 6.236160, 435.989956, 2.115584, 1285.178548
gupta3, 13.381632, 445.909239, 12.494848, 477.556282, 3.648512, 1635.459460
gyro, 0.589824, 1108.028390, 1.551360, 421.270212, 0.544768, 1199.669931
gyro_k, 0.582656, 1121.659660, 1.551360, 421.270212, 0.534528, 1222.652020
gyro_m, 0.315392, 690.809686, 0.779264, 279.591830, 0.262144, 831.130373
halfb, 4.124672, 1922.142067, 20.253696, 391.444864, 5.113856, 1550.338080
hangGlider_4, 8.784896, 10.893752, 0.560128, 170.854670, 0.419840, 227.945118
hangGlider_5, 9.035776, 10.996005, 0.573440, 173.265620, 0.418816, 237.234107
hcircuit, 1.887232, 173.993494, 1.653760, 198.557281, 0.782336, 419.725133
helm2d03, 2.480128, 707.559596, 7.043072, 249.158087, 2.203648, 796.333320
helm3d01, 0.358400, 765.078599, 0.960512, 285.477084, 0.304128, 901.607770
hi2010, 0.256000, 310.314985, 0.578560, 137.307523, 0.204800, 387.893760
hollywood-2009, 55.420929, 1315.215220, 180.426758, 403.989132, 50.984959, 1429.646139
hood, 4.190208, 1644.739142, 16.436224, 419.305495, 5.011456, 1375.208926
hugetrace-00000, 22.480896, 391.678794, 44.894207, 196.134219, 19.432447, 453.123070
hugetric-00000, 28.505089, 392.172412, 56.744961, 197.002682, 24.671232, 453.115164
hugetric-00010, 32.589825, 388.277422, 65.898499, 192.020963, 28.220415, 448.395003
hugetric-00020, 35.196926, 388.425811, 71.190529, 192.039514, 30.439425, 449.134462
human_gene1, 12.814336, 1232.102213, 33.619968, 469.618868, 11.232256, 1405.645634
human_gene2, 10.201088, 1133.581866, 24.889343, 464.607210, 7.981056, 1448.902001
hvdc1, 0.283648, 360.967942, 0.647168, 158.209063, 0.206848, 494.990729
hvdc2, 1.302528, 661.985542, 3.201024, 269.368397, 1.088512, 792.140798
iChem_Jacobian, 2.629632, 1006.953126, 9.196544, 287.925143, 2.209792, 1198.264941
ia2010, 1.589248, 411.231491, 3.351552, 194.998854, 1.173504, 556.920814
ibm_matrix_2, 4.018176, 168.292874, 1.789952, 377.792469, 0.671744, 1006.678751
id2010, 0.954368, 488.374466, 2.525184, 184.576243, 0.896000, 520.188555
igbt3, 0.233472, 641.463803, 0.640000, 234.006005, 0.198656, 753.885337
il2010, 3.086336, 448.835450, 6.665216, 207.833770, 2.319360, 597.258274
image_interp, 1.485824, 306.548503, 2.760704, 164.985856, 1.083392, 420.417642
in-2004, 13.725696, 788.806209, 27.509760, 393.566282, 9.175040, 1180.039938
in2010, 1.776640, 461.713242, 4.077568, 201.173403, 1.438720, 570.158368
inlet, 0.259072, 811.074587, 0.726016, 289.424371, 0.231424, 907.972883
inline_1, 12.961792, 1817.839608, 57.850880, 407.296467, 14.823424, 1589.542223
ins2, 359.417847, 4.899450, 6.844416, 257.282685, 2.101248, 838.049454
internet, 0.672768, 197.121386, 1.640448, 80.841918, 0.615424, 215.488777
invextr1_new, 0.773120, 1485.000855, 2.589696, 443.327661, 0.707584, 1622.540648
italy_osm, 31.278080, 287.034621, 49.531902, 181.254735, 25.364479, 353.955302
jan99jac060, 0.217088, 374.946936, 0.603136, 134.955432, 0.196608, 414.003892
jan99jac060sc, 0.216064, 376.723923, 0.603136, 134.955432, 0.197632, 411.858809
jan99jac080, 0.237568, 462.074342, 0.704512, 155.815770, 0.220160, 498.610482
jan99jac080sc, 0.231424, 474.341806, 0.658432, 166.720449, 0.225280, 487.278405
jan99jac100, 0.257024, 537.505001, 0.774144, 178.457343, 0.238592, 579.028973
jan99jac100sc, 0.276480, 499.680575, 0.750592, 184.056959, 0.237568, 581.524770
jan99jac120, 0.285696, 582.889785, 0.855040, 194.761973, 0.269312, 618.350774
jan99jac120sc, 0.287744, 578.741132, 1.069056, 155.772265, 0.272384, 611.376907
jnlbrng1, 0.263168, 484.435785, 0.755712, 168.699193, 0.231424, 550.884947
juba40k, 0.261120, 355.257364, 0.707584, 131.100755, 0.254976, 363.817765
k1_san, 0.474112, 755.634443, 1.329152, 269.536790, 0.386048, 928.007321
k3plates, 0.270336, 897.080959, 0.789504, 307.171696, 0.231424, 1047.917571
karted, 125.347839, 9.039034, 3.702784, 305.992286, 1.420288, 797.741998
kim1, 0.461824, 1293.230322, 1.627136, 367.052787, 0.414720, 1440.115745
kim2, 5.191680, 1396.698730, 20.028416, 362.046250, 4.509696, 1607.916097
kkt_power, 16.219135, 576.609305, 37.149696, 251.741070, 12.577792, 743.541012
kneser_10_4_1, 2.117632, 299.882749, 3.963904, 160.206023, 1.829888, 347.038335
kron_g500-logn16, 17.349632, 181.213072, 7.547904, 416.536850, 2.511872, 1251.648210
kron_g500-logn17, 30.898176, 211.862032, 16.091137, 406.817146, 4.983808, 1313.483655
kron_g500-logn18, 56.693760, 238.936016, 34.642944, 391.022801, 10.473472, 1293.380226
kron_g500-logn19, 104.991745, 265.543254, 76.105728, 366.330502, 21.814272, 1278.055472
kron_g500-logn20, 192.692230, 296.396961, 165.121017, 345.888078, 46.317570, 1233.082644
kron_g500-logn21, 342.224884, 340.516100, 351.322113, 331.698685, 98.331650, 1185.102489
ks2010, 1.551360, 462.787950, 3.642368, 197.110974, 1.283072, 559.556068
ky2010, 1.029120, 489.911707, 2.997248, 168.213618, 0.941056, 535.757610
la2010, 1.404928, 446.717393, 3.208192, 195.625991, 1.159168, 541.427780
laminar_duct3D, 1.462272, 1677.642189, 6.439936, 380.930683, 1.472512, 1665.975740
language, 15.284224, 50.931849, 4.576256, 170.107134, 1.779712, 437.404353
largebasis, 3.485696, 1020.876152, 10.458112, 340.258747, 3.088384, 1152.209084
ldoor, 16.932863, 1758.378579, 69.140480, 430.636061, 21.465088, 1387.107481
lhr10, 0.236544, 629.418295, 0.656384, 226.826251, 0.173056, 860.329110
lhr10c, 0.235520, 632.154877, 0.658432, 226.120721, 0.168960, 881.185580
lhr11, 0.233472, 640.737378, 0.675840, 221.345637, 0.174080, 859.341915
lhr11c, 0.232448, 643.560031, 0.654336, 228.619922, 0.172032, 869.572180
lhr14, 0.266240, 740.043267, 0.788480, 249.884745, 0.195584, 1007.388748
lhr14c, 0.265216, 742.900599, 0.753664, 261.428323, 0.198656, 991.810603
lhr17, 0.281600, 868.125005, 0.854016, 286.252246, 0.206848, 1181.853367
lhr17c, 0.278528, 877.699893, 0.849920, 287.631786, 0.207872, 1176.031385
lhr34, 0.419840, 1164.655466, 1.372160, 356.349824, 0.323584, 1511.103684
lhr34c, 0.435200, 1123.549985, 1.380352, 354.234973, 0.325632, 1501.599815
lhr71, 0.844800, 1157.645461, 2.850816, 343.052262, 0.678912, 1440.509084
lhr71c, 0.843776, 1159.050381, 2.859008, 342.069296, 0.681984, 1434.020255
li, 0.691200, 1250.286079, 1.982464, 435.921045, 0.594944, 1452.569922
light_in_tissue, 0.330752, 785.766289, 0.916480, 283.578211, 0.260096, 999.222389
ljournal-2008, 79.859711, 633.295694, 158.434311, 319.216277, 58.611713, 862.878901
lowThrust_10, 4.678656, 30.368379, 0.710656, 199.932460, 0.435200, 326.477937
lowThrust_11, 4.724736, 30.315479, 0.700416, 204.496519, 0.435200, 329.119113
lowThrust_12, 4.818944, 29.828012, 0.706560, 203.435684, 0.432128, 332.631803
lowThrust_13, 4.726784, 30.450741, 0.701440, 205.198000, 0.429056, 335.466894
lowThrust_4, 3.507200, 29.369890, 0.599040, 171.951931, 0.420864, 244.749096
lowThrust_5, 4.157440, 30.537098, 0.637952, 199.005809, 0.423936, 299.470102
lowThrust_6, 4.349952, 30.506855, 0.668672, 198.458071, 0.429056, 309.291476
lowThrust_7, 4.435968, 30.522998, 0.670720, 201.871189, 0.430080, 314.822919
lowThrust_8, 4.545536, 30.474910, 0.680960, 203.425752, 0.430080, 322.090776
lowThrust_9, 4.633600, 30.329971, 0.693248, 202.722497, 0.437248, 321.412477
lp1, 296.749054, 3.544371, 5.580800, 188.465594, 2.307072, 455.897707
lp_ken_18, 0.964608, 237.639991, 1.589248, 144.237682, 0.584704, 392.043576
lp_nug20, 0.296960, 656.896560, 0.734208, 265.690381, 0.240640, 810.638300
lp_nug30, 1.742848, 575.719729, 3.907584, 256.780664, 1.549312, 647.637147
lp_osa_60, 203.176956, 4.435379, 3.552256, 253.688555, 1.095680, 822.472548
lp_pds_10, 0.218112, 315.742361, 0.546816, 125.942184, 0.179200, 384.303585
lp_pds_20, 0.283648, 524.925515, 0.783360, 190.071077, 0.275456, 540.536688
lpl1, 0.581632, 360.955094, 0.855040, 245.535924, 0.301056, 697.355448
lpl3, 0.400384, 160.685738, 0.484352, 132.829019, 0.321536, 200.089567
lung2, 0.660480, 477.290681, 1.634304, 192.890032, 0.588800, 535.395640
luxembourg_osm, 0.645120, 237.432531, 1.345536, 113.837520, 0.530432, 288.769313
m133-b3, 1.101824, 465.148680, 2.750464, 186.336562, 0.916480, 559.217874
m14b, 2.587648, 830.539204, 6.871040, 312.782793, 1.840128, 1167.931309
m_t1, 3.240960, 1926.060496, 15.143936, 412.196983, 3.421184, 1824.597766
ma2010, 1.006592, 493.775415, 2.978816, 166.855017, 0.923648, 538.116685
mac_econ_fwd500, 1.425408, 571.744340, 3.423232, 238.070029, 1.247232, 653.422127
majorbasis, 1.268736, 882.978205, 4.111360, 272.480693, 1.050624, 1066.286537
mario001, 0.264192, 499.408943, 0.763904, 172.717834, 0.230400, 572.655565
mario002, 2.350080, 572.233657, 6.300672, 213.436736, 2.059264, 653.046388
mark3jac040, 0.200704, 361.718762, 0.545792, 133.014779, 0.181248, 400.547329
mark3jac040sc, 0.192512, 377.111026, 0.567296, 127.972692, 0.178176, 407.453303
mark3jac060, 0.239616, 455.916120, 0.665600, 164.129807, 0.217088, 503.228186
mark3jac060sc, 0.236544, 461.837125, 0.686080, 159.230415, 0.211968, 515.383443
mark3jac080, 0.280576, 519.970364, 0.763904, 190.981072, 0.241664, 603.694367
mark3jac080sc, 0.291840, 499.901338, 0.771072, 189.205685, 0.245760, 593.632827
mark3jac100, 0.320512, 569.518776, 0.863232, 211.458329, 0.272384, 670.148056
mark3jac100sc, 0.320512, 569.518776, 0.872448, 209.224612, 0.269312, 677.792315
mark3jac120, 0.361472, 606.365067, 0.991232, 221.122810, 0.317440, 690.473783
mark3jac120sc, 0.361472, 606.365067, 0.993280, 220.666883, 0.326656, 670.993310
mark3jac140, 0.408576, 626.151298, 1.107968, 230.900537, 0.363520, 703.758810
mark3jac140sc, 0.409600, 624.585953, 1.127424, 226.915872, 0.363520, 703.758810
matrix-new_3, 12.208128, 140.431031, 5.131264, 334.108697, 1.256448, 1364.481426
matrix_9, 3.997696, 339.643641, 4.124672, 329.187877, 1.036288, 1310.245771
mc2depi, 2.609152, 515.165065, 6.266880, 214.483761, 2.166784, 620.340546
md2010, 0.915456, 489.637865, 2.665472, 168.166056, 0.858112, 522.358307
me2010, 0.421888, 508.913842, 1.148928, 186.873878, 0.380928, 563.635738
memchip, 18.370560, 515.963010, 35.436543, 267.478953, 13.288448, 713.290901
memplus, 0.532480, 151.622596, 0.563200, 143.352274, 0.395264, 204.258420
mi2010, 2.222080, 454.519011, 4.828160, 209.184791, 1.733632, 582.579012
minsurfo, 0.262144, 497.124025, 0.755712, 172.444112, 0.238592, 546.196355
mip1, 53.327873, 124.246548, 13.331456, 497.005283, 3.520512, 1882.056918
mixtank_new, 0.865280, 1475.622088, 2.857984, 446.757648, 0.772096, 1653.714403
mk12-b3, 0.280576, 474.224468, 0.790528, 168.312824, 0.263168, 505.593372
mk12-b4, 0.358400, 556.875020, 1.005568, 198.478864, 0.309248, 645.384933
mk13-b5, 0.956416, 542.565572, 2.726912, 190.295248, 0.820224, 632.654504
mn2010, 1.887232, 416.136067, 4.059136, 193.475975, 1.397760, 561.859877
mo2010, 2.363392, 448.593999, 5.161984, 205.386829, 1.819648, 582.642085
mod2, 0.414720, 308.348766, 0.734208, 174.171900, 0.318464, 401.547414
mono_500Hz, 2.692096, 1197.291748, 9.148416, 352.325963, 2.405376, 1340.008538
mouse_gene, 16.365568, 1132.809204, 40.396801, 458.924117, 13.467648, 1376.563068
mri1, 0.571392, 660.645162, 1.489920, 253.360821, 0.473088, 797.922084
mri2, 0.541696, 672.448000, 1.343488, 271.131864, 0.419840, 867.621935
ms2010, 1.108992, 484.753009, 3.302400, 162.786816, 0.984064, 546.292933
msc10848, 0.838656, 938.475266, 1.777664, 442.748429, 0.600064, 1311.623338
msc23052, 0.494592, 1494.324501, 2.537472, 291.266645, 0.516096, 1432.061023
msdoor, 7.454720, 1737.717629, 30.751743, 421.250863, 9.345024, 1386.213481
mt2010, 0.839680, 486.789625, 2.201600, 185.659296, 0.804864, 507.846699
mult_dcop_01, 14.425088, 8.575105, 0.745472, 165.930629, 0.444416, 278.335262
mult_dcop_02, 14.384128, 8.599523, 0.741376, 166.847380, 0.446464, 277.058485
mult_dcop_03, 14.392320, 8.591960, 0.739328, 167.257612, 0.445440, 277.609199
n4c6-b10, 1.281024, 727.628909, 3.530752, 263.997612, 0.928768, 1003.598424
n4c6-b11, 0.645120, 824.226159, 2.010112, 264.524956, 0.555008, 958.048903
n4c6-b12, 0.302080, 705.222445, 0.833536, 255.578155, 0.252928, 842.269774
n4c6-b5, 0.328704, 605.292057, 0.907264, 219.298816, 0.282624, 703.980963
n4c6-b6, 0.651264, 716.199869, 1.804288, 258.514823, 0.542720, 859.439827
n4c6-b7, 1.193984, 699.892777, 3.393536, 246.250748, 0.876544, 953.358646
n4c6-b8, 1.469440, 779.640688, 4.353024, 263.181457, 1.246208, 919.296974
n4c6-b9, 1.436672, 831.067372, 4.471808, 266.999659, 1.208320, 988.124982
nasasrb, 1.331200, 1287.174996, 4.232192, 404.869945, 1.202176, 1425.321580
nc2010, 1.979392, 458.038012, 4.433920, 204.477487, 1.589248, 570.481657
ncvxbqp1, 0.352256, 635.843023, 0.969728, 230.971491, 0.319488, 701.057717
ncvxqp3, 0.536576, 596.331137, 1.416192, 225.941784, 0.452608, 706.962686
ncvxqp5, 0.407552, 667.346099, 1.166336, 233.190287, 0.371712, 731.690773
ncvxqp7, 0.624640, 589.100421, 1.690624, 217.656723, 0.569344, 646.315216
nd12k, 6.484992, 1403.456689, 20.385792, 446.458275, 4.279296, 2126.846474
nd2010, 0.857088, 467.402911, 2.209792, 181.286500, 0.786432, 509.396141
nd24k, 13.282304, 1383.645941, 41.462784, 443.241000, 8.432640, 2179.389325
nd6k, 3.495936, 1262.689690, 10.157056, 434.602537, 2.321408, 1901.553788
ne2010, 1.250304, 467.779490, 3.045376, 192.050685, 1.075200, 543.960734
neos, 2.373632, 411.667933, 5.258240, 185.831784, 2.015232, 484.881204
neos1, 0.813056, 471.969463, 2.069504, 185.424911, 0.697344, 550.284504
neos2, 0.825344, 531.239903, 1.995776, 219.691823, 0.690176, 635.280962
neos3, 6.323200, 207.998373, 6.178816, 212.858806, 2.078720, 632.704405
net100, 0.822272, 1582.503108, 2.965504, 438.794900, 0.864256, 1505.627920
net125, 0.998400, 1652.051327, 4.055040, 406.755062, 1.223680, 1347.907928
net150, 1.161216, 1720.238065, 4.824064, 414.084078, 1.240064, 1610.858762
net4-1, 6.022144, 259.493184, 4.435968, 352.280564, 1.181696, 1322.425737
net50, 0.457728, 1321.588371, 1.692672, 357.380517, 0.474112, 1275.917916
net75, 0.676864, 1408.093739, 2.185216, 436.152775, 0.671744, 1418.826243
netherlands_osm, 10.900480, 286.664859, 17.798143, 175.568011, 8.588288, 363.842541
nh2010, 0.320512, 468.350644, 0.829440, 180.979939, 0.292864, 512.565568
nj2010, 1.208320, 439.572026, 3.003392, 176.847938, 0.973824, 545.420596
nlpkkt120, 40.772610, 1520.170215, 152.822784, 405.576349, 35.006462, 1770.567580
nlpkkt80, 12.177408, 1508.612486, 45.775871, 401.324750, 10.554368, 1740.605411
nm2010, 1.078272, 493.215819, 3.107840, 171.122320, 0.987136, 538.751293
nmos3, 0.306176, 808.097808, 0.855040, 289.366762, 0.253952, 974.279247
ns3Da, 0.867328, 1239.373541, 2.370560, 453.455467, 0.959488, 1120.330206
nsct, 0.733184, 609.059025, 1.264640, 353.106283, 0.547840, 815.114487
nug08-3rd, 0.202752, 468.484862, 0.592896, 160.207258, 0.174080, 545.647061
nv2010, 0.531456, 502.165228, 1.438720, 185.497333, 0.686080, 388.990684
ny2010, 2.402304, 455.441189, 5.138432, 212.926464, 1.830912, 597.575505
obstclae, 0.264192, 478.701577, 0.774144, 163.366403, 0.226304, 558.846167
offshore, 2.960384, 917.215746, 8.898560, 305.140478, 2.273280, 1194.446277
oh2010, 2.509824, 450.897586, 5.378048, 210.424602, 1.917952, 590.042730
ohne2, 6.369280, 1111.690639, 18.553856, 381.627886, 5.165056, 1370.879326
oilpan, 1.496064, 1538.838178, 5.692416, 404.432888, 1.702912, 1351.919745
ok2010, 1.775616, 459.251717, 4.090880, 199.334798, 1.456128, 560.015822
olafu, 0.596992, 1088.288993, 1.547264, 419.902388, 0.404480, 1606.259453
olesnik0, 0.674816, 705.819410, 1.803264, 264.131172, 0.556032, 856.602207
onera_dual, 0.542720, 494.340784, 1.337344, 200.613028, 0.463872, 578.367843
onetone1, 0.304128, 717.777799, 0.948224, 230.215981, 0.276480, 789.555586
onetone2, 0.271360, 536.858471, 0.775168, 187.935931, 0.244736, 595.261504
opt1, 0.689152, 1792.955975, 2.621440, 471.351330, 0.746496, 1655.225432
or2010, 1.285120, 487.804777, 3.292160, 190.418350, 1.128448, 555.530848
p010, 0.855040, 88.323352, 0.498688, 151.437368, 0.417792, 180.759807
p2p-Gnutella31, 0.353280, 267.920284, 0.843776, 112.175366, 0.296960, 318.732763
pa2010, 2.922496, 450.784413, 8.237056, 159.937691, 2.325504, 566.507580
packing-500x100x100-b050, 22.342655, 1001.893054, 59.105282, 378.730129, 16.301056, 1373.220923
para-10, 9.440256, 367.200749, 13.513728, 256.514641, 2.923520, 1185.717565
para-4, 7.613440, 447.732681, 9.958400, 342.302579, 2.880512, 1183.395841
para-5, 9.464832, 366.247283, 9.956352, 348.166581, 2.925568, 1184.887515
para-6, 9.436160, 367.360143, 9.958400, 348.094995, 2.923520, 1185.717565
para-7, 9.438208, 367.280447, 9.935872, 348.884234, 2.924544, 1185.302395
para-8, 9.430016, 367.599512, 9.978880, 347.380582, 3.080192, 1125.406799
para-9, 9.437184, 367.320272, 10.022912, 345.854489, 2.922496, 1186.133026
parabolic_fem, 3.705856, 634.606403, 9.667584, 243.262422, 3.484672, 674.887035
patents, 27.345921, 350.373682, 45.405186, 211.017546, 17.891329, 535.527069
patents_main, 1.261568, 284.569309, 2.682880, 133.812742, 1.055744, 340.047874
pattern1, 7.351296, 811.693138, 13.282304, 449.244089, 3.791872, 1573.628129
pcrystk02, 0.501760, 1235.437485, 6.241280, 99.321471, 0.370688, 1672.277318
pcrystk03, 0.674816, 1660.828877, 2.428928, 461.419180, 0.608256, 1842.569498
pct20stif, 1.138688, 1516.672142, 4.215808, 409.652516, 1.158144, 1491.193085
pdb1HYS, 1.627136, 1708.922680, 6.626304, 419.638087, 1.462272, 1901.595263
pds-100, 1.608704, 436.028811, 3.817472, 183.744971, 1.240064, 565.649245
pds-30, 0.440320, 495.109028, 1.239040, 175.947828, 0.431104, 505.693285
pds-40, 0.609280, 490.336142, 1.652736, 180.762087, 0.600064, 497.866911
pds-50, 0.804864, 469.809962, 2.000896, 188.981898, 0.716800, 527.529483
pds-60, 1.007616, 457.035677, 2.351104, 195.872439, 0.848896, 542.488674
pds-70, 1.210368, 440.706945, 2.691072, 198.217514, 0.951296, 560.727277
pds-80, 1.347584, 440.646844, 3.088384, 192.271640, 1.064960, 557.587739
pds-90, 1.482752, 437.731364, 3.279872, 197.887921, 1.161216, 558.937380
pds10, 0.231424, 413.877206, 0.567296, 168.837988, 0.190464, 502.883052
pfinan512, 0.558080, 684.623832, 1.503232, 254.168937, 0.466944, 818.245598
pkustk01, 0.457728, 1369.379199, 1.522688, 411.642560, 0.397312, 1577.609594
pkustk02, 0.364544, 1422.050545, 1.704960, 304.054056, 0.365568, 1418.067180
pkustk03, 1.193984, 1677.967365, 5.107712, 392.243400, 1.329152, 1507.326670
pkustk04, 5.049344, 534.711512, 6.612992, 408.278504, 1.843200, 1464.812525
pkustk05, 0.789504, 1787.568112, 3.278848, 430.423182, 0.801792, 1760.172358
pkustk06, 0.913408, 1801.967525, 3.947520, 416.953306, 0.945152, 1741.446399
pkustk07, 0.922624, 1677.860725, 3.434496, 450.731226, 0.992256, 1560.116121
pkustk08, 1.265664, 1631.609551, 4.589568, 449.948531, 1.283072, 1609.472772
pkustk09, 0.640000, 1583.640035, 2.283520, 443.845295, 0.606208, 1671.917157
pkustk10, 1.600512, 1723.042197, 6.735872, 409.412448, 1.813504, 1520.674776
pkustk11, 1.728512, 1931.987505, 8.280064, 403.313770, 2.014208, 1657.953672
pkustk12, 6.326272, 759.986746, 12.621824, 380.918224, 2.807808, 1712.326132
pkustk13, 2.422784, 1747.893796, 10.238976, 413.593066, 2.840576, 1490.813616
pkustk14, 4.727808, 2008.406975, 21.782528, 435.916464, 5.265408, 1803.347906
pli, 0.697344, 1239.270365, 1.998848, 432.347921, 0.595968, 1450.074078
pltexpa, 0.222208, 412.036303, 0.642048, 142.602671, 0.222208, 412.036303
poisson3Da, 0.322560, 699.924576, 0.782336, 288.581480, 0.262144, 861.235354
poisson3Db, 1.399808, 1085.839848, 4.376576, 347.296009, 1.392640, 1091.428773
pre2, 5.248000, 726.741687, 13.564928, 281.161866, 4.273152, 892.535672
preferentialAttachment, 1.658880, 385.790896, 2.506752, 255.302797, 0.916480, 698.303069
psse0, 0.195584, 335.183248, 0.560128, 117.038397, 0.177152, 370.057818
psse2, 0.219136, 336.629673, 0.608256, 121.277360, 0.203776, 362.003765
pwt, 0.306176, 681.661774, 0.936960, 222.750687, 0.238592, 874.750541
pwtk, 3.902464, 1908.033367, 17.534975, 424.638834, 4.800512, 1551.091136
qa8fk, 0.916480, 1159.622201, 2.865152, 370.929921, 0.755712, 1406.316955
qa8fm, 0.904192, 1175.381550, 2.862080, 371.328029, 0.755712, 1406.316955
raefsky3, 0.724992, 1314.237329, 2.125824, 448.208098, 0.500736, 1902.822093
raefsky4, 0.588800, 1444.142359, 1.911808, 444.768007, 0.486400, 1748.172339
rail_20209, 0.206848, 430.795183, 0.615424, 144.793059, 0.173056, 514.914922
rail_79841, 0.563200, 629.455685, 1.465344, 241.929166, 0.493568, 718.258553
rajat09, 0.216064, 312.716223, 0.624640, 108.169059, 0.178176, 379.213361
rajat10, 0.222208, 375.296670, 0.698368, 119.412571, 0.200704, 415.507029
rajat15, 2.210816, 128.408123, 1.015808, 279.468880, 0.490496, 578.774780
rajat16, 29.820929, 13.760194, 1.787904, 229.509948, 0.827392, 495.946019
rajat17, 29.817856, 13.761612, 1.793024, 228.854590, 0.786432, 521.776511
rajat18, 31.120384, 9.977111, 4.688896, 66.218468, 0.751616, 413.098603
rajat20, 27.536385, 14.062442, 1.713152, 226.032943, 0.759808, 509.640328
rajat21, 147.196930, 8.232215, 5.770240, 210.001115, 1.959936, 618.263446
rajat22, 2.387968, 52.868781, 0.820224, 153.920102, 0.423936, 297.801926
rajat23, 4.528128, 78.716924, 1.794048, 198.679372, 0.784384, 454.420685
