Dataset,Sputnik_time,Sputnik_gflops,cuSPARSE_time,cuSPARSE_gflops,ours_time,ours_gflops
rajat24, 130.556931, 9.550396, 5.084160, 245.246105, 1.895424, 657.831912
rajat25, 27.389952, 14.188795, 1.692672, 229.595809, 0.732160, 530.799845
rajat26, 2.418688, 65.966870, 0.934912, 170.661277, 0.460800, 346.252784
rajat28, 27.382784, 14.192509, 1.708032, 227.531099, 0.759808, 511.485004
rajat29, 574.225403, 5.423676, 11.036672, 282.187683, 3.950592, 788.340777
rajat30, 577.305603, 6.846012, 13.274112, 297.740546, 4.588544, 861.327988
rajat31, 25.721855, 505.500161, 52.716545, 246.647459, 20.433920, 636.314617
ramage02, 1.263616, 1451.758548, 4.206592, 436.092981, 1.190912, 1540.386920
rel8, 1.447936, 363.259798, 2.807808, 187.326546, 1.303552, 403.495179
rel9, 39.890945, 379.710156, 66.625534, 227.345226, 35.589119, 425.607533
relat8, 1.583104, 539.310312, 3.657728, 233.419306, 1.339392, 637.441730
relat9, 52.582401, 474.140933, 100.742142, 247.478050, 36.916225, 675.352599
rgg_n_2_15_s0, 0.300032, 683.617771, 0.858112, 239.021486, 0.259072, 791.699587
rgg_n_2_16_s0, 0.544768, 803.869867, 1.525760, 287.019285, 0.474112, 923.668999
rgg_n_2_17_s0, 1.324032, 704.517622, 3.445760, 270.710623, 0.994304, 938.147527
rgg_n_2_18_s0, 2.623488, 754.919511, 6.893568, 287.300021, 1.930240, 1026.049716
rgg_n_2_19_s0, 5.806080, 720.847900, 14.057472, 297.727814, 3.926016, 1066.042620
rgg_n_2_20_s0, 12.450816, 708.489587, 28.223488, 312.550796, 7.820288, 1127.998533
rgg_n_2_21_s0, 26.175488, 708.473284, 57.931774, 320.111612, 16.044031, 1155.858739
rgg_n_2_22_s0, 54.900738, 707.818784, 119.015427, 326.510391, 32.789505, 1185.128395
ri2010, 0.222208, 362.183191, 0.620544, 129.692653, 0.205824, 391.013677
rim, 0.550912, 1179.078716, 1.577984, 411.644637, 0.480256, 1352.546667
rlfprim, 0.363520, 564.420780, 1.011712, 202.803020, 0.307200, 667.897885
rma10, 0.980992, 1548.800205, 3.658752, 415.267461, 0.979968, 1550.418608
roadNet-CA, 10.098688, 350.665048, 17.760256, 199.392227, 7.710720, 459.264107
roadNet-PA, 5.695488, 346.525082, 10.272768, 192.122458, 4.372480, 451.375301
roadNet-TX, 7.108608, 346.020610, 12.645376, 194.515747, 5.462016, 450.332762
route, 2.147328, 61.630308, 0.675840, 195.816282, 0.443392, 298.472858
s3dkq4m2, 1.807360, 1707.114327, 7.567360, 407.720826, 2.076672, 1485.728187
s3dkt3m2, 1.507328, 1593.690946, 5.935104, 404.746923, 1.748992, 1373.485463
s4dkt3m2, 1.502208, 1599.122790, 5.858304, 410.052983, 1.746944, 1375.095657
sc2010, 1.183744, 482.893618, 2.972672, 192.292457, 1.057792, 540.392088
sc205-2r, 0.251904, 313.107202, 0.637952, 123.634625, 0.202752, 389.012006
scagr7-2r, 0.251904, 305.236267, 0.617472, 124.524255, 0.198656, 387.052205
scfxm1-2b, 0.201728, 352.322333, 0.569344, 124.833637, 0.190464, 373.158593
scfxm1-2r, 0.286720, 494.169630, 0.795648, 178.079155, 0.262144, 540.498048
scircuit, 1.114112, 550.859365, 3.154944, 194.526131, 0.963584, 636.912855
sctap1-2r, 0.242688, 491.471519, 0.677888, 175.949780, 0.214016, 557.314579
sd2010, 0.537600, 488.954779, 1.440768, 182.445806, 0.529408, 496.520814
sgpf5y6, 1.541120, 345.504972, 3.477504, 153.116902, 1.298432, 410.082810
shallow_water1, 0.451584, 464.399081, 1.126400, 186.181819, 0.374784, 559.562852
shallow_water2, 0.455680, 460.224706, 1.124352, 186.520951, 0.371712, 564.187329
shar_te2-b2, 0.962560, 399.335107, 2.124800, 180.903617, 0.809984, 474.557506
shar_te2-b3, 1.090560, 469.953069, 2.750464, 186.336562, 0.908288, 564.261555
shermanACb, 6.840320, 13.580557, 0.587776, 158.045513, 0.440320, 210.972391
ship_001, 1.484800, 2001.823301, 10.250240, 289.974391, 1.634304, 1818.699040
ship_003, 2.796544, 1850.520364, 12.726272, 406.643981, 3.156992, 1639.238182
shipsec1, 2.577408, 1940.157869, 12.534784, 398.936147, 3.310592, 1510.478687
shipsec5, 3.470336, 1865.059036, 15.616000, 414.471143, 4.131840, 1566.464597
shipsec8, 2.406400, 1769.521036, 10.498048, 405.615923, 2.714624, 1568.605992
shock-9, 0.235520, 387.445644, 0.673792, 135.429330, 0.214016, 426.375587
shuttle_eddy, 0.182272, 363.760530, 0.475136, 139.546063, 0.151552, 437.495758
shyy161, 0.437248, 482.672726, 1.154048, 182.876004, 0.368640, 572.503464
sinc15, 0.369664, 984.290131, 1.128448, 322.439879, 0.354304, 1026.961746
sinc18, 0.472064, 1320.263047, 1.554432, 400.949431, 0.467968, 1331.818965
skirt, 0.217088, 579.363210, 0.595968, 211.039516, 0.183296, 686.173203
sls, 7.682048, 566.874178, 15.457280, 281.728384, 6.419456, 678.368160
smallworld, 0.970752, 659.280063, 2.476032, 258.477045, 0.674816, 948.402866
sme3Da, 0.606208, 923.655999, 1.394688, 401.471638, 0.571392, 979.936156
sme3Db, 1.065984, 1249.437427, 3.042304, 437.786724, 1.092608, 1218.991944
sme3Dc, 1.553408, 1297.237947, 4.806656, 419.239465, 1.587200, 1269.619318
smt, 1.361920, 1763.714287, 5.424128, 442.843114, 1.429504, 1680.329470
soc-Epinions1, 1.959936, 166.156281, 1.701888, 191.349658, 0.632832, 514.600533
soc-LiveJournal1, 74.711037, 591.023986, 150.313980, 293.758536, 59.344894, 744.057516
soc-Slashdot0811, 2.911232, 199.056455, 2.027520, 285.816927, 0.848896, 682.650763
soc-Slashdot0902, 3.143680, 193.091199, 2.182144, 278.174575, 0.868352, 699.044815
soc-sign-Slashdot081106, 0.674816, 489.923170, 1.524736, 216.829661, 0.592896, 557.615515
soc-sign-Slashdot090216, 0.705536, 494.984574, 1.530880, 228.123332, 0.605184, 577.063223
soc-sign-Slashdot090221, 0.719872, 488.266360, 1.638400, 214.532037, 0.617472, 569.239227
soc-sign-epinions, 3.031040, 177.654564, 2.825216, 190.597133, 0.876544, 614.319510
south31, 0.258048, 278.764883, 0.594944, 120.910069, 0.203776, 353.008791
spal_004, 23.732224, 1245.041340, 94.009346, 314.304913, 25.670656, 1151.026258
sparsine, 0.928768, 1067.384258, 2.753536, 360.028823, 0.867328, 1142.995883
spmsrtls, 0.236544, 622.150979, 0.711680, 206.786872, 0.193536, 760.406752
srb1, 1.160192, 1634.020282, 4.589568, 413.062237, 1.258496, 1506.383183
stat96v2, 5.993472, 304.564321, 6.047744, 301.831199, 1.948672, 936.739332
stat96v3, 6.957056, 305.208270, 6.968320, 304.714920, 2.052096, 1034.723109
std1_Jac2, 0.930816, 858.588426, 1.865728, 428.351738, 0.862208, 926.908393
std1_Jac2_db, 0.406528, 785.218836, 1.072128, 297.738165, 0.356352, 895.781246
std1_Jac3, 1.041408, 894.695231, 2.216960, 420.279455, 0.888832, 1048.277682
std1_Jac3_db, 0.405504, 839.371868, 1.117184, 304.666579, 0.379904, 895.933284
stokes128, 0.373760, 956.496538, 1.186816, 301.226278, 0.320512, 1115.403366
stokes64, 0.173056, 517.877200, 0.544768, 164.513635, 0.153600, 583.474972
stokes64s, 0.180224, 497.279826, 0.546816, 163.897474, 0.153600, 583.474972
stomach, 1.861632, 1038.795385, 5.801984, 333.309222, 1.512448, 1278.625632
stormG2_1000, 4.895744, 452.295690, 9.176064, 241.315225, 3.235840, 684.311889
stormg2-125, 0.570368, 486.149019, 1.498112, 185.088863, 0.532480, 520.740383
struct3, 0.693248, 1083.543246, 1.961984, 382.859465, 0.558080, 1345.979315
t2dah, 0.196608, 573.297506, 0.559104, 201.599121, 0.175104, 643.702459
t2dah_a, 0.195584, 576.299086, 0.576512, 195.511774, 0.174080, 647.488973
t2dah_e, 0.194560, 579.332218, 0.557056, 202.340300, 0.174080, 647.488973
t2em, 5.065728, 580.002000, 11.230208, 261.627601, 4.256768, 690.226088
t3dh, 1.932288, 1441.476181, 8.114176, 343.269270, 2.204672, 1263.383885
t3dh_a, 1.941504, 1434.633767, 7.435264, 374.613081, 2.203648, 1263.970964
t3dh_e, 1.933312, 1440.712682, 7.113728, 391.545359, 2.205696, 1262.797351
t3dl, 0.324608, 1005.256315, 0.999424, 326.502312, 0.263168, 1239.946464
t3dl_a, 0.329728, 989.646717, 0.989184, 329.882239, 0.265216, 1230.371654
t60k, 0.315392, 362.987027, 0.833536, 137.346433, 0.293888, 389.547035
tandem_dual, 0.619520, 475.715903, 1.437696, 204.991545, 0.523264, 563.225303
tandem_vtx, 0.257024, 630.851618, 0.717824, 225.882673, 0.211968, 764.945635
ted_A, 0.312320, 870.055345, 0.860160, 315.912949, 0.266240, 1020.641824
ted_AB, 0.356352, 938.195039, 0.967680, 345.494056, 0.317440, 1053.199586
ted_AB_unscaled, 0.349184, 957.454161, 0.969728, 344.764390, 0.320512, 1043.105043
ted_A_unscaled, 0.308224, 881.617546, 0.854016, 318.185699, 0.265216, 1024.582556
ted_B, 0.188416, 491.097136, 0.533504, 173.439296, 0.183296, 504.814958
ted_B_unscaled, 0.186368, 496.493809, 0.531456, 174.107661, 0.182272, 507.650977
thermal1, 0.559104, 657.575520, 1.529856, 240.318780, 0.467968, 785.637330
thermal2, 8.836096, 621.473605, 19.007488, 288.907206, 6.111232, 898.575033
thermomech_TC, 0.702464, 648.285364, 2.068480, 220.160271, 0.588800, 773.432592
thermomech_TK, 0.717824, 634.413354, 2.051072, 222.028844, 0.592896, 768.089398
thermomech_dK, 1.862656, 977.950799, 5.692416, 320.002238, 1.513472, 1203.580884
thermomech_dM, 1.409024, 646.400799, 4.090880, 222.640180, 1.147904, 793.441097
thread, 1.615872, 1770.456246, 6.464512, 442.543966, 1.583104, 1807.102183
tmt_sym, 5.302272, 613.287122, 10.467328, 310.663334, 3.516416, 924.752638
tmt_unsym, 5.050368, 581.001768, 11.120640, 263.858257, 4.264960, 687.995378
tn2010, 1.640448, 465.810713, 3.767296, 202.834666, 1.337344, 571.384933
tomographic1, 0.594944, 696.530766, 1.662976, 249.189882, 0.475136, 872.164580
torsion1, 0.261120, 484.333349, 0.774144, 163.366403, 0.228352, 553.834092
torso1, 4.156416, 1311.360576, 12.579840, 433.277381, 2.799616, 1946.895506
torso2, 0.876544, 754.580170, 3.630080, 182.206101, 0.728064, 908.467826
torso3, 2.395136, 1183.476321, 8.233984, 344.254602, 2.055168, 1379.248314
tp-6, 1184.623657, 6.233159, 24.870913, 296.890922, 7.687168, 960.555050
trans4, 124.721153, 3.932721, 2.246656, 218.321565, 0.866304, 566.190911
trans5, 124.711937, 3.933011, 2.279424, 215.183068, 1.031168, 475.667833
transient, 74.101761, 8.306761, 2.904064, 211.960071, 0.969728, 634.761092
trdheim, 0.749568, 1652.428311, 2.648064, 467.740737, 0.648192, 1910.864963
troll, 4.158464, 1844.544313, 18.182144, 421.868343, 5.057536, 1516.641869
ts-palko, 28.668928, 24.040589, 1.814528, 379.833171, 0.892928, 771.862812
tsyl201, 0.930816, 1687.951742, 3.446784, 455.837230, 0.866304, 1813.650307
tube1, 0.465920, 1232.219777, 1.654784, 346.943077, 0.379904, 1511.212930
tube2, 0.470016, 1221.481475, 1.422336, 403.642914, 0.371712, 1544.517910
turon_m, 1.415168, 764.687022, 3.889152, 278.251050, 1.164288, 929.461267
twotone, 0.999424, 783.954933, 3.012608, 260.074775, 0.911360, 859.707841
tx2010, 6.456320, 441.739902, 12.284928, 232.155533, 4.609024, 618.789152
usroads, 0.742400, 285.232762, 1.624064, 130.386982, 0.608256, 348.137636
usroads-48, 0.846848, 244.785366, 1.585152, 130.773576, 0.598016, 346.639541
ut2010, 0.741376, 493.841517, 2.104320, 173.986006, 0.728064, 502.870956
va2010, 1.966080, 456.421887, 4.377600, 204.989465, 1.577984, 568.676193
vanbody, 0.945152, 1582.406580, 3.630080, 412.005996, 0.963584, 1552.137344
venkat01, 0.786432, 1397.942659, 2.874368, 382.479522, 0.718848, 1529.373241
venkat25, 0.791552, 1388.900375, 2.876416, 382.207195, 0.718848, 1529.373241
venkat50, 0.786432, 1397.942659, 2.893824, 379.907984, 0.719872, 1527.197729
venturiLevel3, 19.362816, 532.434096, 42.128384, 244.714429, 16.459776, 626.340444
vfem, 1.014784, 904.790635, 2.733056, 335.948849, 0.799744, 1148.076170
vibrobox, 0.325632, 673.797158, 0.752640, 291.520405, 0.235520, 931.597805
viscoplastic2, 0.319488, 763.874225, 0.913408, 267.184703, 0.243712, 1001.381331
viscorocks, 0.546816, 1360.304329, 1.784832, 416.754159, 0.457728, 1625.061527
vsp_barth5_1Ksep_50in_5Kout, 0.248832, 523.688267, 0.732160, 177.980776, 0.219136, 594.655375
vsp_bcsstk30_500sep_10in_1Kout, 1.976320, 1306.073815, 6.491136, 397.653016, 2.232320, 1156.294688
vsp_befref_fxm_2_4_air02, 1.162240, 108.176209, 0.605184, 207.749571, 0.425984, 295.144234
vsp_bump2_e18_aa01_model1_crew1, 0.741376, 519.338755, 1.299456, 296.297281, 0.572416, 672.631923
vsp_c-30_data_data, 1.427456, 55.760401, 0.486400, 163.642103, 0.408576, 194.812025
vsp_c-60_data_cti_cs4, 2.158592, 142.955409, 1.464320, 210.734274, 0.676864, 455.900132
vsp_finan512_scagr7-2c_rlfddd, 1.398784, 505.142738, 2.860032, 247.055131, 0.875520, 807.046792
vsp_mod2_pgp2_slptsk, 2.578432, 193.292289, 2.078720, 239.758610, 0.818176, 609.148957
vsp_model1_crew1_cr42_south31, 11.623424, 20.920624, 1.026048, 236.996021, 0.483328, 503.114392
vsp_msc10848_300sep_100in_1Kout, 1.410048, 1108.413211, 3.476480, 449.568482, 1.489920, 1048.993113
vsp_p0291_seymourl_iiasa, 0.337920, 204.045448, 0.513024, 134.401205, 0.238592, 288.991418
vsp_sctap1-2b_and_seymourl, 1.396736, 129.060665, 0.844800, 213.380304, 0.478208, 376.956634
vsp_south31_slptsk, 11.616256, 20.926702, 0.948224, 256.363389, 0.478208, 508.335112
vsp_vibrobox_scagr7-2c_rlfddd, 1.133568, 491.854089, 1.973248, 282.554488, 0.775168, 719.263539
vt2010, 0.239616, 415.592937, 0.673792, 147.794452, 0.229376, 434.146199
wa2010, 1.260544, 481.027642, 3.142656, 192.943950, 1.110016, 546.259231
wang3, 0.218112, 519.859139, 0.641024, 176.884986, 0.194560, 582.789455
wang4, 0.215040, 527.369052, 0.635904, 178.337355, 0.194560, 582.881560
water_tank, 0.998400, 1304.667343, 3.381248, 385.236410, 0.868352, 1500.059706
wathen100, 0.352256, 856.833212, 0.964608, 312.898748, 0.284672, 1060.254076
wathen120, 0.374784, 966.121945, 1.133568, 319.422412, 0.324608, 1115.459391
watson_1, 1.469440, 459.535284, 3.549184, 190.257677, 1.296384, 520.879255
watson_2, 2.640896, 447.458061, 5.746688, 205.629793, 2.187264, 540.259547
wave, 1.575936, 860.405318, 4.490240, 301.975763, 1.217536, 1113.678536
waveguide3D, 0.283648, 684.720183, 0.772096, 251.548416, 0.238592, 814.023609
web-BerkStan, 4.924416, 987.808653, 13.203456, 368.417241, 4.523008, 1075.474759
web-Google, 6.602752, 494.827741, 14.234624, 229.526609, 5.801984, 563.122038
web-NotreDame, 5.433344, 176.349184, 9.732096, 98.454206, 1.435648, 667.409967
web-Stanford, 1.985536, 745.389706, 5.668864, 261.074907, 2.004992, 738.156598
webbase-1M, 7.673856, 259.001876, 9.303040, 213.644479, 4.144128, 479.604663
wheel_601, 4.733952, 293.480151, 7.704576, 180.324129, 3.801088, 365.506120
wi2010, 1.681408, 460.339512, 3.868672, 200.073457, 1.373184, 563.667054
wiki-Talk, 132.830215, 24.194061, 29.421568, 109.229474, 9.944064, 323.177964
wikipedia-20051105, 16.800768, 752.463816, 43.536385, 290.377119, 16.873472, 749.221604
wikipedia-20060925, 34.444286, 692.487027, 83.234818, 286.565432, 32.980991, 723.211173
wikipedia-20061104, 36.595711, 688.749306, 88.068092, 286.202071, 34.925568, 721.685347
wikipedia-20070206, 42.504192, 678.037797, 101.004288, 285.328966, 40.139774, 717.977354
windscreen, 0.585728, 1619.744347, 2.114560, 448.665278, 0.558080, 1699.988479
wing, 0.324608, 479.274451, 1.122304, 138.622267, 0.296960, 523.896558
wing_nodal, 0.195584, 494.031416, 0.568320, 170.018025, 0.174080, 555.058826
world, 0.434176, 293.164801, 0.741376, 171.687677, 0.347136, 366.672207
wv2010, 0.862208, 492.073926, 2.249728, 188.587281, 0.821248, 516.616275
wy2010, 0.555008, 493.065042, 1.458176, 187.669415, 0.532480, 513.925479
x104, 3.283968, 1981.529484, 15.574016, 417.829256, 3.501056, 1858.661913
xenon1, 0.581632, 1299.647847, 1.938432, 389.963026, 0.480256, 1573.987236
xenon2, 1.949696, 1269.264742, 6.972416, 354.924369, 1.599488, 1547.170275
