Dataset,Sputnik_time,Sputnik_gflops,cuSPARSE_time,cuSPARSE_gflops,ours_time,ours_gflops
GL7d23, 9.521152, 724.733849, 10.392576, 663.964416, 6.789120, 1016.376290
GL7d24, 2.232320, 681.068786, 2.135040, 712.100704, 1.574912, 965.364139
G_n_pin_pout, 4.720640, 543.598677, 4.656128, 551.130424, 2.132992, 1203.067674
Ga10As10H30, 11.073536, 1413.823064, 12.930048, 1210.824623, 9.891840, 1582.720759
Ga19As19H42, 15.838208, 1436.096025, 18.513920, 1228.545227, 13.764608, 1652.439881
Ga3As3H12, 8.519680, 1794.154743, 11.734016, 1302.676234, 8.441856, 1810.694665
Ga41As41H72, 35.881985, 1319.060218, 39.231487, 1206.441607, 28.841984, 1641.027847
GaAsH6, 6.004736, 1441.767151, 7.198720, 1202.634783, 5.287936, 1637.204137
Ge87H76, 15.722496, 1285.038912, 16.314367, 1238.418802, 12.346368, 1636.434251
Ge99H100, 16.904192, 1279.893842, 17.431553, 1241.172909, 13.056000, 1657.136305
Geo_1438, 116.339714, 1389.732885, 125.334526, 1289.996711, 92.446716, 1748.911512
H2O, 5.212160, 1088.770114, 4.961280, 1143.826656, 4.004864, 1416.987906
HEP-th-new, 1.287168, 701.684552, 1.303552, 692.865262, 0.975872, 925.516808
HTC_336_4438, 12.143616, 190.682608, 4.933632, 469.345174, 3.550208, 652.236787
HTC_336_9129, 11.969536, 188.943026, 4.914176, 460.211504, 3.534848, 639.789981
HV15R, 498.490356, 1453.725319, 558.141418, 1298.359212, 341.199860, 2123.881450
Hamrle3, 45.151234, 312.648368, 25.705473, 549.161634, 19.111937, 738.620049
Hook_1498, 136.725510, 1140.596657, 122.203133, 1276.142893, 87.025665, 1791.984683
IG5-15, 0.784384, 1055.838756, 0.890880, 929.623575, 0.565248, 1465.167540
IG5-16, 1.385472, 1087.076820, 1.417216, 1062.727644, 1.012736, 1487.173968
IG5-17, 2.482176, 1067.458718, 2.360320, 1122.568286, 1.795072, 1476.052515
IG5-18, 4.440064, 1032.339725, 3.909632, 1172.400481, 3.099648, 1478.766106
IMDB, 18.827265, 514.312907, 15.597568, 620.808677, 11.924480, 812.035822
Ill_Stokes, 0.719872, 680.540543, 0.822272, 595.790783, 0.466944, 1049.166646
JP, 25.530369, 1377.201846, 25.876480, 1358.781059, 20.732927, 1695.875864
LargeRegFile, 58.979328, 214.603234, 22.097919, 572.775848, 18.116608, 698.649261
LeGresley_87936, 3.178496, 477.831847, 2.482176, 611.877047, 1.489920, 1019.374557
Lin, 8.608768, 525.276527, 5.877760, 769.337988, 3.233792, 1398.353359
Linux_call_graph, 9.608192, 322.100593, 4.798464, 644.957344, 4.072448, 759.937180
Long_Coup_dt0, 142.813187, 1561.115082, 182.905853, 1218.921186, 103.307266, 2158.103952
Long_Coup_dt6, 142.799866, 1561.260708, 182.730759, 1220.089169, 103.316483, 2157.911439
M6, 139.675644, 384.962695, 106.917885, 502.908493, 78.152702, 688.010916
ML_Geer, 147.750916, 1921.157154, 206.729218, 1373.065364, 139.970566, 2027.945852
ML_Laplace, 37.132290, 1909.021193, 51.766273, 1369.353510, 35.046398, 2022.642327
Maragal_6, 6.114304, 225.127279, 1.458176, 943.985242, 1.219584, 1128.660800
Maragal_7, 10.907648, 281.763282, 3.246080, 946.795764, 2.481152, 1238.688580
Maragal_8, 8.325120, 402.341637, 3.398656, 985.549143, 2.595840, 1290.350110
NACA0015, 41.427967, 384.954157, 31.654913, 503.803886, 22.392832, 712.186306
NLR, 165.944321, 385.300545, 126.904320, 503.831841, 92.519424, 691.081224
NotreDame_actors, 12.370944, 304.280274, 6.116352, 615.437795, 5.261312, 715.455429
NotreDame_www, 8.070144, 294.965434, 14.320640, 166.222564, 3.169280, 751.089648
OPF_10000, 1.784832, 670.841939, 1.586176, 754.859569, 0.907264, 1319.726306
OPF_3754, 0.526336, 769.810290, 0.615424, 658.373568, 0.350208, 1156.966327
OPF_6000, 1.082368, 715.274351, 1.100800, 703.297651, 0.591872, 1308.036383
PFlow_742, 73.442307, 1294.546218, 72.131584, 1318.069765, 59.933697, 1586.327314
PR02R, 13.803520, 1518.014815, 17.077248, 1227.009681, 12.456960, 1682.107723
Pres_Poisson, 1.247232, 1469.220080, 1.366016, 1341.461739, 0.972800, 1883.694705
RFdevice, 2.537472, 368.825664, 1.898496, 492.961157, 1.153024, 811.678537
RM07R, 57.618431, 1664.576784, 75.302910, 1273.659981, 44.471294, 2156.678910
Raj1, 49.771519, 66.992286, 5.415936, 615.647571, 3.662848, 910.304726
Reuters911, 2.407424, 314.840497, 0.888832, 852.753482, 0.858112, 883.281646
Rucci1, 50.281471, 396.674751, 21.618689, 922.599445, 16.260096, 1226.646545
Serena, 132.817917, 1243.816787, 130.012161, 1270.659244, 96.951294, 1703.960286
Si10H16, 1.746944, 1283.591771, 1.880064, 1192.705603, 1.402880, 1598.399688
Si34H36, 10.021888, 1317.150075, 10.939392, 1206.678592, 8.519680, 1549.392724
Si41Ge41H72, 27.493376, 1397.748996, 30.976000, 1240.600420, 22.623232, 1698.644941
Si5H12, 1.625088, 1163.512934, 3.338240, 566.409525, 1.258496, 1502.436886
Si87H76, 22.707199, 1201.987759, 23.755775, 1148.932200, 18.466816, 1477.990328
SiO, 2.960384, 1139.445735, 3.050496, 1105.786301, 2.240512, 1505.547375
SiO2, 17.498112, 1650.793419, 23.427073, 1233.007993, 16.388096, 1762.606708
Stanford, 48.727039, 121.492962, 10.322944, 573.479087, 6.745088, 877.674573
Stanford_Berkeley, 105.779198, 183.527981, 23.097343, 840.505429, 15.624192, 1242.524558
StocF-1465, 79.222786, 678.766787, 54.611969, 984.652208, 29.605888, 1816.320969
TF16, 0.669696, 826.349421, 0.781312, 708.299486, 0.497664, 1112.001019
TF17, 2.018304, 743.553993, 1.843200, 814.191681, 1.182720, 1268.870188
TF18, 5.917696, 691.099239, 4.494336, 909.970924, 3.063808, 1334.847108
TF19, 17.255424, 648.436424, 12.764160, 876.598666, 8.639488, 1295.105158
TSOPF_FS_b162_c1, 4.768768, 326.680278, 1.335296, 1166.679417, 1.054720, 1477.038773
TSOPF_FS_b162_c3, 15.498240, 297.538808, 3.788800, 1217.094594, 2.160640, 2134.241705
TSOPF_FS_b162_c4, 21.013504, 292.166561, 5.210112, 1178.370655, 2.923520, 2100.017450
TSOPF_FS_b300, 17.221632, 654.079260, 8.143872, 1383.164170, 4.485120, 2511.485261
TSOPF_FS_b300_c1, 16.956415, 664.309773, 8.126464, 1386.127161, 4.530176, 2486.506466
TSOPF_FS_b300_c2, 35.101696, 639.419615, 17.644545, 1272.048300, 9.959424, 2253.615562
TSOPF_FS_b300_c3, 53.813248, 624.901530, 27.735041, 1212.472742, 14.539776, 2312.826632
TSOPF_FS_b39_c19, 41.127937, 123.095305, 5.038080, 1004.878006, 3.345408, 1513.314985
TSOPF_FS_b39_c30, 66.988029, 119.277573, 8.843264, 903.531766, 5.308416, 1505.189074
TSOPF_FS_b39_c7, 14.263296, 131.035967, 1.753088, 1066.121497, 1.455104, 1284.447578
TSOPF_FS_b9_c6, 5.818368, 65.105597, 0.625664, 605.450086, 0.572416, 661.771011
TSOPF_RS_b162_c3, 0.881664, 1772.064504, 1.614848, 967.499989, 0.726016, 2151.971130
TSOPF_RS_b162_c4, 1.245184, 1670.947854, 1.563648, 1330.630333, 0.986112, 2109.940294
TSOPF_RS_b2052_c1, 7.348224, 2355.455633, 10.729472, 1613.165656, 8.883200, 1948.443872
TSOPF_RS_b2383, 15.797248, 2620.595241, 26.647552, 1553.545777, 13.925376, 2972.859966
TSOPF_RS_b2383_c1, 15.821824, 2616.524646, 26.698751, 1550.566614, 13.896704, 2978.993686
TSOPF_RS_b300_c1, 1.685504, 2239.254306, 2.578432, 1463.785695, 1.397760, 2700.228873
TSOPF_RS_b300_c2, 3.556352, 2119.124016, 5.826560, 1293.447711, 2.834432, 2658.857585
TSOPF_RS_b300_c3, 5.249024, 2152.481990, 7.528448, 1500.764737, 4.286464, 2635.838975
TSOPF_RS_b39_c19, 1.477632, 1185.388044, 1.667072, 1050.684853, 1.157120, 1513.730102
TSOPF_RS_b39_c30, 2.352128, 1175.430983, 2.577408, 1072.691665, 1.839104, 1503.321223
TSOPF_RS_b39_c7, 0.508928, 1269.849092, 0.707584, 913.335715, 0.415744, 1554.470419
TSOPF_RS_b678_c1, 4.564992, 2465.393140, 6.715392, 1675.925940, 3.881984, 2899.161834
TSOPF_RS_b678_c2, 8.516608, 2639.758553, 13.568000, 1656.971529, 7.168000, 3136.410260
Transport, 76.937218, 781.960580, 63.509502, 947.289289, 33.335297, 1804.749843
Trefethen_20000, 1.321984, 1073.714132, 1.512448, 938.500368, 0.969728, 1463.743411
Trefethen_20000b, 1.339392, 1059.699966, 1.400832, 1013.221815, 0.963584, 1472.994146
Wordnet3, 2.063360, 164.967744, 1.304576, 260.918359, 0.861184, 395.255648
Zd_Jac2, 3.040256, 1383.321815, 3.319808, 1266.836056, 3.125248, 1345.702018
Zd_Jac2_db, 1.648640, 1050.371095, 1.755136, 986.637974, 1.091584, 1586.395451
Zd_Jac3, 3.402752, 1441.582940, 3.944448, 1243.608517, 3.234816, 1516.422884
Zd_Jac3_db, 1.733632, 1054.204095, 1.814528, 1007.205142, 1.117184, 1635.900487
Zd_Jac6, 3.111936, 1408.343986, 3.489792, 1255.856035, 2.899968, 1511.284475
Zd_Jac6_db, 1.606656, 1057.429921, 1.715200, 990.511971, 1.016832, 1670.803132
Zhao1, 1.059840, 402.060400, 1.086464, 392.207806, 0.507904, 838.976826
Zhao2, 1.073152, 397.073016, 1.032192, 412.829864, 0.507904, 838.976826
a0nsdsil, 7.050240, 128.915758, 2.145280, 423.668281, 1.434624, 633.536779
a2nnsnsl, 6.981632, 127.318124, 2.102272, 422.822692, 1.392640, 638.275738
a5esindl, 11.613184, 56.212856, 1.693696, 385.435303, 1.121280, 582.200937
adaptive, 200.681473, 347.598198, 132.194305, 527.681720, 90.930176, 767.143776
af23560, 1.216512, 1019.057269, 1.183744, 1047.266477, 0.654336, 1894.585360
af_0_k101, 28.085249, 1599.762498, 32.247807, 1393.264622, 29.743105, 1510.593063
af_1_k101, 28.090368, 1599.470949, 32.312321, 1390.482857, 29.734913, 1511.009237
af_2_k101, 28.086271, 1599.704266, 32.489471, 1382.901168, 29.739008, 1510.801170
af_3_k101, 28.100609, 1598.888062, 32.226303, 1394.194297, 29.740032, 1510.749138
af_4_k101, 28.102655, 1598.771623, 32.148479, 1397.569302, 29.741056, 1510.697109
af_5_k101, 28.092417, 1599.354316, 32.149506, 1397.524694, 29.744127, 1510.541143
af_shell1, 28.295168, 1591.350160, 32.471039, 1386.697859, 29.662209, 1518.009689
af_shell10, 84.254723, 1600.398741, 96.898048, 1391.577583, 89.458687, 1507.300820
af_shell2, 28.297216, 1591.234959, 32.479233, 1386.348018, 29.674496, 1517.381136
af_shell3, 28.304384, 1590.831994, 32.456703, 1387.310342, 29.662209, 1518.009689
af_shell4, 28.303360, 1590.889563, 33.311745, 1351.701042, 29.660160, 1518.114531
af_shell5, 28.299265, 1591.119775, 32.627712, 1380.039141, 29.669376, 1517.642954
af_shell6, 28.310528, 1590.486773, 32.562176, 1382.816687, 29.661184, 1518.062109
af_shell7, 28.300287, 1591.062296, 32.591873, 1381.556677, 29.666304, 1517.800146
af_shell8, 28.310528, 1590.486773, 32.516094, 1384.776404, 29.656063, 1518.324259
af_shell9, 28.301311, 1591.004714, 32.575489, 1382.251543, 29.657087, 1518.271822
airfoil_2d, 0.734208, 905.467240, 0.873472, 761.102014, 0.510976, 1301.042042
ak2010, 1.403904, 395.875284, 1.176576, 472.362917, 0.770048, 721.735351
al2010, 9.101312, 346.107685, 4.945920, 636.895446, 3.472384, 907.167508
amazon-2008, 27.692032, 476.869063, 15.399936, 857.501844, 10.874880, 1214.309811
amazon0302, 8.805376, 359.017616, 5.656576, 558.869011, 3.478528, 908.799670
amazon0312, 16.355328, 500.945417, 12.161024, 673.720103, 7.065600, 1159.579724
amazon0505, 16.771072, 512.398327, 12.537856, 685.401824, 7.293952, 1178.163697
amazon0601, 16.770048, 517.095312, 12.561408, 690.345640, 7.341056, 1181.262401
apache1, 2.757632, 503.327141, 2.082816, 666.401217, 1.130496, 1227.771712
apache2, 23.804928, 518.117395, 15.325184, 804.802559, 8.742912, 1410.713820
appu, 3.932160, 1206.447947, 4.208640, 1127.192188, 3.533824, 1342.439885
ar2010, 6.621184, 349.640434, 3.750912, 617.192200, 2.568192, 901.425437
as-Skitter, 102.087677, 556.462126, 65.711105, 864.510275, 52.216831, 1087.923653
as-caida, 3.311616, 82.530923, 0.809984, 337.427295, 0.746496, 366.124818
astro-ph, 0.808960, 767.411373, 0.790528, 785.304405, 0.555008, 1118.551672
atmosmodd, 43.475967, 519.047514, 32.334846, 697.887736, 16.621569, 1357.639176
atmosmodj, 43.448318, 519.377817, 32.364544, 697.247360, 16.673792, 1353.386977
atmosmodl, 51.926018, 508.773573, 38.133759, 692.787352, 24.592384, 1074.258813
atmosmodm, 51.898369, 509.044623, 38.182911, 691.895536, 24.584192, 1074.616782
audikw_1, 125.886467, 1579.111187, 159.122437, 1249.281576, 102.094849, 1947.098517
aug3dcqp, 1.007616, 325.495413, 0.991232, 330.875524, 0.481280, 681.462767
auto, 29.619200, 572.966470, 23.936001, 709.007676, 14.708736, 1153.791042
av41092, 4.191232, 1028.525481, 3.654656, 1179.533504, 2.512896, 1715.466544
az2010, 8.766464, 349.285705, 4.981760, 614.642340, 3.486720, 878.189406
barrier2-1, 13.934592, 699.049811, 9.155584, 1063.937999, 6.637568, 1467.551682
barrier2-10, 15.806464, 631.244648, 9.418752, 1059.349075, 6.818816, 1463.266592
barrier2-11, 15.801344, 631.449196, 9.354240, 1066.654851, 6.818816, 1463.266592
barrier2-12, 15.819776, 630.713493, 9.328640, 1069.582055, 6.823936, 1462.168746
barrier2-2, 13.955072, 698.023901, 9.106432, 1069.680652, 6.633472, 1468.457865
barrier2-3, 13.914112, 700.078741, 9.181184, 1060.971469, 6.632448, 1468.684533
barrier2-4, 13.864960, 702.560576, 9.133056, 1066.562431, 6.631424, 1468.911376
barrier2-9, 15.800320, 631.490130, 9.370624, 1064.789960, 6.821888, 1462.607707
bauru5727, 1.176576, 315.533067, 1.039360, 357.189639, 0.573440, 647.406233
baxter, 3.509248, 81.394806, 0.752640, 379.510200, 0.695296, 410.810021
bayer01, 1.894400, 375.370270, 1.374208, 517.462752, 0.820224, 866.960064
bayer04, 0.619520, 657.363627, 0.716800, 568.150020, 0.362496, 1123.460487
bbmat, 3.952640, 1147.488326, 3.624960, 1251.216120, 2.179072, 2081.440412
bcircuit, 2.339840, 410.894979, 1.655808, 580.640084, 1.014784, 947.421816
bcsstk17, 0.789504, 1389.915709, 0.945152, 1161.023854, 0.598016, 1834.974243
bcsstk18, 0.507904, 751.461704, 0.603136, 632.809844, 0.374784, 1018.374337
bcsstk25, 0.691200, 934.225902, 0.726016, 889.425265, 0.481280, 1341.707450
bcsstk29, 1.197056, 1324.824575, 1.233920, 1285.244836, 0.819200, 1935.900049
bcsstk30, 3.393536, 1541.560007, 4.071424, 1284.891849, 2.727936, 1917.691421
bcsstk31, 2.679808, 1128.597672, 2.525184, 1197.704825, 1.659904, 1822.048115
bcsstk32, 3.823616, 1348.889251, 3.999744, 1289.491187, 2.771968, 1860.640083
bcsstk35, 2.653184, 1399.231025, 2.940928, 1262.328524, 1.968128, 1886.268243
bcsstk36, 1.956864, 1495.473575, 2.300928, 1271.851293, 1.553408, 1883.882631
bcsstk37, 2.101248, 1390.079174, 2.282496, 1279.696066, 1.551360, 1882.800317
bcsstk39, 3.598336, 1486.407236, 4.018176, 1331.099617, 3.037184, 1761.036750
bcsstm36, 0.852992, 962.202883, 0.873472, 939.642465, 0.584704, 1403.704072
belgium_osm, 40.584190, 195.540340, 20.398081, 389.048679, 14.673920, 540.812992
bfly, 1.453056, 346.384783, 1.186816, 424.089741, 0.626688, 803.137250
blockqp1, 45.180927, 36.264959, 2.203648, 743.532730, 1.335296, 1227.057100
bloweya, 9.670656, 39.710133, 0.815104, 471.133790, 0.718848, 534.220093
bloweybl, 10.224640, 30.045068, 0.774144, 396.825400, 0.691200, 444.444433
bmw3_2, 20.202496, 1430.461533, 21.682177, 1332.840948, 15.190016, 1902.492611
bmw7st_1, 12.730368, 1475.962676, 14.247936, 1318.755727, 9.802752, 1916.762599
bmwcra_1, 16.517120, 1649.721291, 21.826559, 1248.416896, 13.669376, 1993.408066
bodyy4, 0.488448, 639.088058, 0.582656, 535.755688, 0.261120, 1195.470627
bodyy5, 0.501760, 659.596931, 0.647168, 511.396376, 0.268288, 1233.597390
bodyy6, 0.522240, 660.529433, 0.676864, 509.636893, 0.284672, 1211.762624
bone010, 107.519997, 1706.341125, 143.168518, 1281.467424, 85.856255, 2136.894894
boneS01, 12.408832, 1385.367267, 13.689856, 1255.731956, 9.267200, 1855.014271
boneS10, 97.095680, 1462.466301, 107.241470, 1324.106802, 70.961151, 2001.083101
boyd1, 102.790146, 30.165843, 4.826112, 642.494723, 2.365440, 1310.856121
boyd2, 113.691650, 33.784507, 9.889792, 388.381894, 6.921216, 554.962642
brack2, 2.931712, 640.165929, 2.238464, 838.424018, 1.397760, 1342.706927
brainpc2, 13.486080, 34.053720, 0.923648, 497.214523, 0.759808, 604.430590
bratu3d, 0.868352, 512.370285, 0.913408, 487.096422, 0.438272, 1015.163553
bundle1, 2.287616, 862.691355, 1.516544, 1301.318379, 1.209344, 1631.881840
bundle_adj, 38.085632, 1358.323531, 35.777534, 1445.952364, 27.649023, 1871.046599
c-42, 1.337344, 211.112167, 0.521216, 541.674878, 0.569344, 495.885805
c-43, 2.553856, 123.972539, 0.534528, 592.313200, 0.562176, 563.183071
c-45, 2.331648, 191.537101, 0.663552, 673.040137, 0.632832, 705.711984
c-46, 1.473536, 226.540998, 0.659456, 506.199523, 0.562176, 593.793272
c-47, 2.103296, 257.304036, 0.729088, 742.278784, 0.678912, 797.138028
c-48, 1.136640, 374.054070, 0.734208, 579.079508, 0.594944, 714.629948
c-49, 1.623040, 247.700321, 0.741376, 542.272112, 0.608256, 660.951198
c-50, 2.080768, 238.219722, 0.792576, 625.403735, 0.667648, 742.427128
c-51, 1.790976, 290.237271, 0.855040, 607.934122, 0.667648, 778.565931
c-52, 1.904640, 272.467748, 0.847872, 612.065204, 0.665600, 779.676921
c-53, 4.691968, 203.084353, 1.258496, 757.146026, 0.905216, 1052.638600
c-54, 2.424832, 413.527220, 1.326080, 756.164113, 0.959488, 1045.072066
c-55, 3.528704, 292.694434, 1.397760, 738.919396, 0.987136, 1046.291487
c-56, 2.258944, 431.663638, 1.347584, 723.594220, 0.973824, 1001.314381
c-57, 11.200512, 92.612224, 1.515520, 684.454402, 1.019904, 1017.060726
c-58, 5.893120, 240.033457, 1.692672, 835.688136, 1.107968, 1276.702896
c-59, 3.918848, 313.911677, 1.668096, 737.470865, 1.147904, 1071.668118
c-60, 3.008512, 254.065689, 1.378304, 554.565377, 0.900096, 849.197953
c-61, 3.534848, 224.519121, 1.388544, 571.563437, 0.949248, 836.073341
c-62, 6.060032, 236.288869, 6.252544, 229.013678, 1.227776, 1166.269760
c-62ghs, 6.066176, 236.049547, 1.779712, 804.578556, 1.197056, 1196.199688
c-63, 4.054016, 274.503655, 1.642496, 677.531176, 1.036288, 1073.873494
c-64, 10.865664, 169.126621, 2.122752, 865.703107, 1.302528, 1410.850996
c-64b, 10.812416, 169.959512, 2.124800, 864.868688, 1.291264, 1423.158145
c-65, 4.187136, 220.425523, 1.534976, 601.280852, 0.929792, 992.643186
c-66, 6.377472, 200.307886, 1.769472, 721.942996, 1.113088, 1147.670181
c-66b, 6.343680, 201.374902, 1.839104, 694.608832, 1.165312, 1096.236770
c-67, 3.801088, 358.253628, 1.865728, 729.877873, 1.142784, 1191.610664
c-67b, 3.903488, 348.855595, 1.872896, 727.084489, 1.207296, 1127.936798
c-68, 4.289536, 337.793029, 2.113536, 685.569322, 1.290240, 1123.027735
c-69, 5.846016, 273.239625, 2.233344, 715.233813, 1.316864, 1213.005431
c-70, 5.967872, 282.681016, 2.383872, 707.673960, 1.362944, 1237.764832
c-71, 9.021440, 243.914314, 3.665920, 600.247204, 1.710080, 1286.757464
c-72, 7.345152, 246.604632, 2.611200, 693.684289, 1.534976, 1180.050029
c-73, 44.145664, 74.184894, 5.293056, 618.724123, 3.349504, 977.739225
c-73b, 43.360256, 75.528646, 5.378048, 608.946122, 3.350528, 977.440403
c-big, 29.749249, 201.450069, 9.573376, 626.005742, 6.398976, 936.554271
ca-AstroPh, 1.192960, 850.128738, 1.222656, 829.480729, 0.917504, 1105.357128
ca-CondMat, 0.795648, 601.467198, 0.849920, 563.060258, 0.532480, 898.730767
