Dataset,Sputnik_time,Sputnik_gflops,cuSPARSE_time,cuSPARSE_gflops,ours_time,ours_gflops
ca-HepPh, 0.836608, 725.244804, 0.777216, 780.665332, 0.709632, 855.014455
ca2010, 25.859072, 345.440743, 13.851648, 644.889095, 9.777152, 913.637929
cage10, 0.514048, 750.224132, 0.697344, 553.028630, 0.346112, 1114.238124
cage11, 1.927168, 743.520187, 1.716224, 834.907540, 1.027072, 1395.119705
cage12, 6.892544, 754.916083, 5.808128, 895.863911, 3.341312, 1557.260222
cage13, 27.116545, 706.104641, 20.576256, 930.544326, 12.342272, 1551.344711
cage14, 102.428673, 678.068860, 75.543549, 919.386165, 46.813183, 1483.635362
cage15, 381.267975, 666.069188, 281.482239, 902.191384, 184.125443, 1379.227374
caidaRouterLevel, 7.187456, 433.869489, 5.047296, 617.839313, 3.586048, 869.597400
cant, 8.137728, 1260.659094, 7.795712, 1315.967097, 5.320704, 1928.109610
case39, 20.999168, 127.049298, 2.484224, 1073.948852, 1.795072, 1486.252173
case9, 5.829632, 64.979802, 0.609280, 621.731102, 0.571392, 662.956990
cat_ears_4_4, 0.744448, 456.973861, 0.886784, 383.625859, 0.428032, 794.784669
cbuckle, 1.362944, 1270.689325, 1.275904, 1357.373532, 1.170432, 1479.691637
cca, 1.386496, 257.134426, 1.244160, 286.551427, 0.603136, 591.103562
ccc, 1.389568, 271.658075, 1.234944, 305.671645, 0.613376, 615.425688
cfd1, 4.560896, 1026.248334, 3.824640, 1223.804540, 2.352128, 1989.947734
cfd2, 7.903232, 1000.226082, 6.603776, 1197.045282, 3.841024, 2058.049895
ch7-7-b5, 1.259520, 430.243884, 1.166336, 464.618062, 0.609280, 889.411779
ch7-8-b3, 1.471488, 409.185804, 1.093632, 550.561806, 0.730112, 824.684414
ch7-8-b4, 4.486144, 402.647791, 2.797568, 645.680801, 1.757184, 1027.972011
ch7-8-b5, 4.744192, 456.896168, 3.277824, 661.293361, 1.987584, 1090.571873
ch7-9-b3, 2.988032, 362.714175, 1.701888, 636.823118, 1.035264, 1046.884258
ch7-9-b4, 9.953280, 408.333315, 5.554176, 731.747807, 3.796992, 1070.388332
ch7-9-b5, 13.983744, 465.026373, 9.326592, 697.233168, 5.667840, 1147.317072
ch8-8-b3, 3.106816, 387.607113, 1.819648, 661.789523, 1.136640, 1059.459504
ch8-8-b4, 11.790336, 408.546130, 7.146496, 674.022083, 4.476928, 1075.937730
ch8-8-b5, 18.476032, 469.278938, 17.615871, 492.193238, 7.497728, 1156.405374
channel-500x100x100-b050, 241.793030, 903.783806, 202.787842, 1077.621926, 100.903938, 2165.709568
chem_master1, 1.320960, 389.924405, 1.052672, 489.302030, 0.590848, 871.754724
chipcool0, 0.881664, 816.347291, 1.007616, 714.303831, 0.590848, 1218.154187
chipcool1, 0.879616, 818.247942, 0.996352, 722.379227, 0.591872, 1216.046760
circuit5M, 1758.272461, 86.665854, 193.268738, 788.447147, 167.089157, 911.981290
circuit5M_dc, 126.068733, 389.764637, 79.942657, 614.654749, 53.916672, 911.353251
circuit_4, 8.852480, 88.954310, 1.881088, 418.622750, 1.146880, 686.616053
cit-HepPh, 1.485824, 726.357690, 1.426432, 756.600854, 0.924672, 1167.159459
cit-HepTh, 1.304576, 692.321408, 1.303552, 692.865262, 0.947200, 953.532432
cit-Patents, 126.924797, 333.177660, 91.001854, 464.699399, 67.167229, 629.600293
citationCiteseer, 11.872256, 498.812736, 9.320448, 635.380691, 6.507520, 910.029083
ckt11752_dc_1, 4.123648, 206.747570, 1.420288, 600.268579, 0.990208, 860.984979
ckt11752_tr_0, 4.191232, 203.413745, 1.402880, 607.717173, 0.987136, 863.664414
cnr-2000, 11.852800, 694.633240, 9.092096, 905.550142, 6.258688, 1315.507205
co2010, 7.111680, 350.818573, 4.004864, 622.969795, 2.814976, 886.298661
co9, 0.752640, 372.962581, 0.558080, 502.986223, 0.510976, 549.353690
coAuthorsCiteseer, 9.075712, 459.288041, 5.724160, 728.205700, 3.990528, 1044.565022
coAuthorsDBLP, 11.699200, 427.866970, 7.358464, 680.264425, 5.322752, 940.434783
coPapersCiteseer, 57.838593, 1419.605886, 62.820351, 1307.028782, 44.224510, 1856.617655
coPapersDBLP, 66.547714, 1172.964893, 65.370110, 1194.095176, 46.452736, 1680.377506
cond-mat-2003, 1.099776, 558.794212, 1.031168, 595.973197, 0.638976, 961.770867
cond-mat-2005, 1.558528, 577.178075, 1.387520, 648.313674, 0.871424, 1032.273773
conf5_4-8x8-05, 3.354624, 1462.857128, 4.237312, 1158.124742, 3.127296, 1569.194514
conf5_4-8x8-10, 3.335168, 1471.390901, 4.255744, 1153.108764, 3.130368, 1567.654566
conf5_4-8x8-15, 3.337216, 1470.487924, 4.233216, 1159.245335, 3.127296, 1569.194514
conf5_4-8x8-20, 3.388416, 1448.268337, 5.311488, 923.909748, 3.131392, 1567.141922
conf6_0-8x8-20, 3.358720, 1461.073143, 4.235264, 1158.684768, 3.131392, 1567.141922
conf6_0-8x8-30, 3.352576, 1463.750756, 4.252672, 1153.941676, 3.130368, 1567.654566
conf6_0-8x8-80, 3.339264, 1469.586054, 10.359808, 473.689830, 3.132416, 1566.629613
consph, 8.773632, 1753.758160, 12.291072, 1251.870377, 7.286784, 2111.607595
cont-201, 2.707456, 414.896919, 2.041856, 550.144169, 1.165312, 963.960853
cont-300, 5.925888, 426.902968, 3.914752, 646.216975, 2.484224, 1018.337766
cont11_l, 44.106750, 312.434657, 28.002304, 492.119413, 21.044224, 654.834200
cont1_l, 55.853058, 322.308538, 31.940607, 563.605989, 23.284737, 773.120939
cop20k_A, 7.526400, 892.629581, 39.121922, 171.726927, 3.872768, 1734.750827
copter1, 0.657408, 821.900313, 0.727040, 743.183106, 0.429056, 1259.331775
copter2, 2.774016, 701.321545, 2.276352, 854.646900, 1.369088, 1421.002188
crankseg_1, 14.083072, 1929.435436, 21.172224, 1283.397415, 11.527168, 2357.246546
crankseg_2, 18.337791, 1975.214769, 28.093439, 1289.307313, 15.222784, 2379.398957
crashbasis, 7.017472, 638.558315, 5.789696, 773.972380, 2.993152, 1497.105762
crplat2, 1.402880, 1753.551153, 1.861632, 1321.432901, 1.207296, 2037.629324
crystk02, 1.344512, 1844.217460, 1.925120, 1288.009311, 1.184768, 2092.876040
crystk03, 2.597888, 1725.638554, 3.556352, 1260.565829, 2.161664, 2073.872564
crystm02, 0.762880, 1083.573787, 0.950272, 869.894914, 0.545792, 1514.563835
crystm03, 1.462272, 1022.006269, 1.555456, 960.780092, 0.919552, 1625.194828
ct2010, 2.250752, 382.565974, 1.673216, 514.614448, 1.059840, 812.444472
ct20stif, 5.028864, 1373.683084, 5.303296, 1302.598453, 3.760128, 1837.188851
cvxbqp1, 1.888256, 474.468558, 1.645568, 544.443057, 0.929792, 963.568295
cvxqp3, 0.535552, 585.382382, 0.624640, 501.893452, 0.351232, 892.580195
cyl6, 1.173504, 1558.117371, 1.392640, 1312.943020, 1.168384, 1564.945282
cz10228, 0.390144, 675.039386, 0.495616, 531.384309, 0.283648, 928.483708
cz20468, 0.715776, 737.038600, 0.757760, 696.202713, 0.479232, 1100.833303
cz40948, 1.739776, 606.456734, 1.346560, 783.551330, 0.876544, 1203.703273
d_pretok, 7.206912, 583.145777, 4.947968, 849.374999, 2.881536, 1458.486137
darcy003, 12.968960, 414.773397, 10.144768, 530.241761, 6.430720, 836.481707
dawson5, 3.048448, 848.821777, 2.545664, 1016.469199, 1.549312, 1670.153673
dbic1, 4.295680, 644.721686, 3.960832, 699.226323, 2.769920, 999.854858
dbir1, 4.852736, 568.171028, 2.698240, 1021.845335, 2.296832, 1200.429069
dbir2, 6.153216, 481.843494, 2.876416, 1030.757398, 2.423808, 1223.235058
dblp-2010, 11.244544, 367.771605, 5.796864, 713.389856, 4.483072, 922.453215
dc1, 128.835587, 15.228508, 3.326976, 589.716825, 1.987584, 987.114892
dc2, 127.790077, 15.353099, 3.329024, 589.354031, 1.991680, 985.084820
dc3, 128.945145, 15.215569, 3.317760, 591.354940, 1.985536, 988.133069
de2010, 0.660480, 449.829442, 0.686080, 433.044789, 0.414720, 716.395064
debr, 30.718975, 349.536495, 22.701056, 472.991349, 16.261120, 660.311404
degme, 712.256531, 29.212048, 22.079489, 942.343906, 18.105345, 1149.189476
delaunay_n15, 1.008640, 498.852767, 0.987136, 509.719914, 0.519168, 969.171562
delaunay_n16, 2.312192, 435.285658, 1.731584, 581.238928, 1.010688, 995.820721
delaunay_n17, 4.933632, 408.028236, 3.128320, 643.495913, 1.983488, 1014.909673
delaunay_n18, 10.095616, 398.821368, 5.864448, 686.568876, 3.907584, 1030.393094
delaunay_n19, 20.282368, 397.037164, 11.282432, 713.751613, 7.701504, 1045.620897
delaunay_n20, 40.690689, 395.813211, 22.603777, 712.531909, 15.363072, 1048.352303
delaunay_n21, 81.356796, 395.935072, 44.267521, 727.666883, 30.649343, 1050.985284
delaunay_n22, 162.933762, 395.401718, 87.931908, 732.661112, 61.611008, 1045.661996
deltaX, 1.879040, 337.089918, 1.245184, 508.684233, 0.745472, 849.670314
denormal, 3.985408, 742.692690, 2.932736, 1009.273771, 1.678336, 1763.611933
dictionary28, 1.446912, 315.067222, 1.285120, 354.733065, 0.711680, 640.561156
dielFilterV2clx, 59.364353, 1091.424952, 52.538368, 1233.227040, 41.190399, 1572.981511
dielFilterV2real, 114.651138, 1083.807095, 101.366783, 1225.842562, 79.278084, 1567.390522
dielFilterV3clx, 62.033920, 1357.139644, 67.209213, 1252.636185, 48.867329, 1722.801201
dielFilterV3real, 176.174088, 1297.713043, 183.726074, 1244.371068, 132.598785, 1724.174249
dixmaanl, 2.033664, 377.640989, 1.660928, 462.389023, 0.900096, 853.236633
e18, 0.829440, 482.919754, 0.858112, 466.784022, 0.445440, 899.229896
e40r0100, 1.254400, 1129.718354, 1.499136, 945.290319, 0.870400, 1628.123508
ecl32, 1.916928, 508.032839, 1.601536, 608.080229, 0.876544, 1111.025118
ecology1, 31.423489, 407.012734, 17.187840, 744.116792, 11.745280, 1088.927613
ecology2, 31.419392, 407.065073, 17.197056, 743.716663, 11.743232, 1089.115604
email-Enron, 2.506752, 375.471812, 1.408000, 668.476367, 1.114112, 844.811566
email-EuAll, 6.703104, 160.420485, 3.109888, 345.772958, 2.548736, 421.901350
engine, 11.683840, 1031.129071, 10.040320, 1199.916577, 6.481920, 1858.638693
enron, 2.731008, 258.851701, 1.718272, 411.416872, 1.147904, 615.840747
epb2, 0.775168, 578.028400, 0.794624, 563.875665, 0.411648, 1088.476354
epb3, 2.870272, 413.507860, 1.803264, 658.184262, 1.133568, 1047.030217
eu-2005, 50.214912, 980.624202, 38.730751, 1271.391777, 28.024832, 1757.083104
ex11, 1.929216, 1455.610383, 2.137088, 1314.024879, 1.371136, 2048.073264
ex19, 0.667648, 996.468532, 0.768000, 866.263326, 0.465920, 1427.906590
ex35, 0.733184, 796.815664, 0.794624, 735.206212, 0.474112, 1232.224612
fcondp2, 18.108416, 1596.685740, 21.667839, 1334.394671, 14.372864, 2011.669311
fe_body, 1.581056, 530.226684, 1.262592, 663.965959, 0.710656, 1179.639791
fe_ocean, 4.834304, 433.798996, 3.335168, 628.788784, 1.865728, 1124.020295
fe_rotor, 5.199872, 652.255807, 3.772416, 899.064848, 2.154496, 1574.218189
fe_tooth, 3.710976, 624.435726, 2.735104, 847.231348, 1.703936, 1359.948934
fem_filter, 4.793344, 924.591964, 3.929088, 1127.968432, 2.511872, 1764.376237
fem_hifreq_circuit, 41.510914, 1248.164444, 44.380161, 1167.468644, 31.971329, 1620.590972
filter3D, 8.337408, 831.238940, 6.337536, 1093.544620, 4.206592, 1647.504227
finan512, 2.911232, 524.966586, 2.159616, 707.671885, 1.306624, 1169.655123
finance256, 1.392640, 548.705884, 1.215488, 628.677360, 0.683008, 1118.800575
fl2010, 17.517569, 342.885065, 9.389056, 639.735508, 6.654976, 902.559639
flickr, 38.327297, 657.058276, 32.301056, 779.642248, 24.812544, 1014.940990
flower_7_4, 1.135616, 455.856650, 1.133568, 456.680197, 0.608256, 851.085883
flower_8_4, 2.205696, 435.545476, 1.940480, 495.073880, 1.083392, 886.734385
foldoc, 0.478208, 643.672370, 0.562176, 547.531887, 0.309248, 995.347681
fome12, 0.869376, 419.693756, 1.013760, 359.919202, 0.553984, 658.632179
fome13, 1.809408, 403.305048, 1.598464, 456.527863, 0.969728, 752.523765
fome20, 1.488896, 400.012032, 1.392640, 427.659928, 0.877568, 678.666856
fome21, 3.046400, 391.003352, 2.453504, 485.490384, 1.609728, 739.971384
ford1, 0.484352, 536.871044, 0.562176, 462.550100, 0.280576, 926.788352
ford2, 3.438592, 405.515193, 2.226176, 626.366139, 1.394688, 999.794413
fullb, 19.085312, 1570.457810, 23.558144, 1272.285185, 15.302656, 1958.658469
fxm3_16, 1.841152, 545.400459, 1.504256, 667.549349, 0.948224, 1058.995671
fxm4_6, 1.164288, 1094.643758, 1.112064, 1146.049720, 0.779264, 1635.492829
g7jac040, 0.443392, 662.072736, 0.708608, 414.273860, 0.301056, 975.093545
g7jac040sc, 0.435200, 674.535285, 0.522240, 562.112763, 0.300032, 978.421535
g7jac050sc, 0.537600, 752.333360, 0.659456, 613.315204, 0.365568, 1106.372513
g7jac060, 0.645120, 806.809493, 0.731136, 711.890733, 0.422912, 1230.726388
g7jac060sc, 0.634880, 819.822572, 0.729088, 713.890441, 0.413696, 1258.143592
g7jac080, 0.921600, 816.600014, 1.022976, 735.675646, 0.566272, 1329.005377
g7jac080sc, 0.923648, 814.789357, 1.049600, 717.014631, 0.564224, 1333.829390
g7jac100, 1.233920, 798.000014, 1.314816, 748.901870, 0.738304, 1333.689286
g7jac100sc, 1.383424, 711.761636, 1.272832, 773.604162, 0.739328, 1331.842057
g7jac120, 1.536000, 792.159993, 1.487872, 817.783893, 0.899072, 1353.348532
g7jac120sc, 1.547264, 786.393127, 1.484800, 819.475872, 0.900096, 1351.808875
g7jac140, 1.866752, 776.132736, 1.714176, 845.215025, 1.070080, 1353.961669
g7jac140sc, 1.862656, 777.839473, 1.730560, 837.213044, 1.070080, 1353.961669
g7jac160, 2.132992, 788.065280, 1.957888, 858.546022, 1.247232, 1347.734033
g7jac160sc, 2.137088, 786.554841, 1.948672, 862.606386, 1.243136, 1352.174577
g7jac180, 2.472960, 773.577641, 2.142208, 893.016211, 1.423360, 1344.021592
g7jac180sc, 2.448384, 781.342520, 2.142208, 893.016211, 1.421312, 1345.958237
g7jac200, 2.783232, 770.728484, 2.370560, 904.898515, 1.594368, 1345.433542
g7jac200sc, 2.787328, 769.595884, 2.345984, 914.378008, 1.591296, 1348.030924
ga2010, 10.572800, 343.354974, 5.592064, 649.174155, 3.932160, 923.213565
garon2, 0.803840, 1243.971366, 0.949248, 1053.416919, 0.536576, 1863.583109
gas_sensor, 4.265984, 1022.182535, 3.525632, 1236.832011, 2.131968, 2045.347002
gearbox, 15.739904, 1476.872644, 17.689600, 1314.096093, 12.351488, 1882.027010
graphics, 0.603136, 500.653648, 0.629760, 479.487784, 0.304128, 992.878817
great-britain_osm, 219.400192, 190.343348, 107.905022, 387.019681, 79.093758, 527.998268
gridgena, 2.038784, 642.998485, 1.576960, 831.305212, 0.846848, 1548.016909
gsm_106857, 59.891712, 930.059325, 66.721794, 834.852332, 56.241154, 990.428570
gupta1, 10.269696, 539.487972, 4.149248, 1335.272665, 3.233792, 1713.275772
gupta2, 14.094336, 771.630001, 8.022016, 1355.720649, 6.384640, 1703.402508
gupta3, 24.512512, 973.705711, 17.295361, 1380.021713, 12.849152, 1857.552455
gyro, 1.752064, 1492.049980, 2.027520, 1289.342209, 1.438720, 1817.008912
gyro_k, 1.750016, 1493.796102, 2.044928, 1278.366253, 1.438720, 1817.008912
gyro_m, 0.927744, 939.379168, 1.002496, 869.333500, 0.628736, 1386.119665
halfb, 20.147200, 1574.056064, 24.482817, 1295.309365, 16.221184, 1955.025120
hangGlider_4, 10.756096, 35.589300, 0.651264, 587.783008, 0.613376, 624.090128
hangGlider_5, 11.062272, 35.926594, 0.663552, 598.942914, 0.621568, 639.398657
hcircuit, 3.796992, 345.922324, 2.516992, 521.838874, 1.561600, 841.101656
helm2d03, 13.683712, 512.971451, 10.512384, 667.722310, 6.424576, 1092.578532
helm3d01, 1.531904, 715.982629, 1.403904, 781.261874, 0.860160, 1275.130963
hi2010, 0.705536, 450.384610, 0.713728, 445.215201, 0.439296, 723.344977
hollywood-2009, 253.406204, 1150.570871, 242.203644, 1203.787823, 186.543106, 1562.972780
hood, 19.335169, 1425.754096, 22.615040, 1218.976238, 16.830463, 1637.934470
hugetrace-00000, 131.141632, 268.573453, 83.334145, 422.649817, 59.712513, 589.845565
hugetric-00000, 167.278595, 267.312371, 105.787392, 422.693452, 77.287422, 578.562934
hugetric-00010, 189.870087, 266.580025, 122.381310, 413.589074, 87.758850, 576.757471
hugetric-00020, 204.909561, 266.876655, 131.021820, 417.377641, 94.674942, 577.614066
human_gene1, 31.711231, 1991.543173, 48.337921, 1306.516387, 44.161022, 1430.091129
human_gene2, 23.575552, 1961.993225, 35.077122, 1318.667866, 31.690752, 1459.576385
hvdc1, 0.748544, 547.130659, 0.762880, 536.848974, 0.406528, 1007.437037
hvdc2, 7.098368, 485.888982, 4.124672, 836.192292, 2.605056, 1323.971084
iChem_Jacobian, 14.298112, 740.773656, 10.510336, 1007.737975, 6.146048, 1723.329288
ia2010, 7.512064, 347.999592, 4.248576, 615.310895, 2.866176, 912.084708
ibm_matrix_2, 6.950912, 389.146288, 2.509824, 1077.733562, 1.459200, 1853.701723
id2010, 5.242880, 355.597665, 3.144704, 592.855728, 2.158592, 863.690708
igbt3, 0.630784, 949.699713, 0.696320, 860.316180, 0.428032, 1399.557381
il2010, 16.058369, 345.055463, 9.129984, 606.904448, 6.093824, 909.285848
image_interp, 6.977536, 261.110574, 3.748864, 485.989492, 2.618368, 695.818366
in-2004, 56.314880, 769.026861, 33.523712, 1291.851436, 26.081280, 1660.488139
in2010, 9.470976, 346.447188, 5.147648, 637.415971, 3.573760, 918.134662
inlet, 0.761856, 1103.235859, 0.800768, 1049.625936, 0.515072, 1631.824093
inline_1, 63.535103, 1483.429337, 76.309502, 1235.099607, 49.601536, 1900.139462
ins2, 343.011322, 20.535179, 10.455040, 673.722822, 7.368704, 955.907469
internet, 3.266560, 162.393413, 2.022400, 262.296215, 1.393664, 380.628214
invextr1_new, 3.530752, 1300.667799, 3.899392, 1177.705522, 2.598912, 1767.022261
italy_osm, 185.929733, 193.145909, 91.138046, 394.034861, 67.172356, 534.618252
jan99jac060, 0.578560, 562.752218, 0.666624, 488.410131, 0.364544, 893.132012
jan99jac060sc, 0.567296, 573.925964, 0.656384, 496.029648, 0.340992, 954.819810
jan99jac080, 0.847872, 517.880423, 0.856064, 512.924628, 0.508928, 862.786719
jan99jac080sc, 0.857088, 512.311810, 0.851968, 515.390631, 0.492544, 891.486495
jan99jac100, 1.108992, 498.296408, 0.980992, 563.314185, 0.602112, 917.780620
jan99jac100sc, 1.115136, 495.550952, 0.982016, 562.726783, 0.605184, 913.121799
jan99jac120, 1.392640, 478.312502, 1.168384, 570.118339, 0.705536, 944.129162
jan99jac120sc, 1.406976, 473.438870, 1.172480, 568.126644, 0.706560, 942.760849
jnlbrng1, 1.288192, 395.866444, 1.033216, 493.557978, 0.584704, 872.154143
juba40k, 1.186816, 312.650998, 1.014784, 365.653388, 0.582656, 636.840921
k1_san, 2.644992, 541.786659, 1.998848, 716.923682, 1.102848, 1299.382482
k3plates, 0.744448, 1303.050196, 0.882688, 1098.976236, 0.556032, 1744.599441
karted, 142.221313, 31.866486, 5.633024, 804.557777, 4.102144, 1104.810972
kim1, 2.345984, 1018.327157, 2.222080, 1075.109451, 1.296384, 1842.802165
kim2, 27.219969, 1065.572537, 22.525951, 1287.619364, 12.828672, 2260.939423
kkt_power, 83.968002, 445.508006, 52.632576, 710.746464, 38.045696, 983.249643
kneser_10_4_1, 11.189248, 227.018393, 5.750784, 441.707627, 4.284416, 592.884772
kron_g500-logn16, 23.391232, 537.633969, 10.504192, 1197.228708, 9.149440, 1374.501707
kron_g500-logn17, 42.901505, 610.342269, 23.010303, 1137.951162, 19.495935, 1343.080032
kron_g500-logn18, 79.278084, 683.476717, 51.352577, 1055.151025, 41.505791, 1305.473852
kron_g500-logn19, 148.576263, 750.586910, 110.568451, 1008.600532, 86.060036, 1295.832583
kron_g500-logn20, 276.048889, 827.583716, 246.191101, 927.952166, 181.373947, 1259.572111
kron_g500-logn21, 523.036682, 891.203901, 555.890686, 838.532365, 393.091064, 1185.812586
ks2010, 8.390656, 342.262002, 4.598784, 624.470055, 3.180544, 902.928232
ky2010, 5.688320, 354.535544, 3.698688, 545.250549, 2.271232, 887.937374
la2010, 7.194624, 348.930404, 4.059136, 618.462425, 2.813952, 892.134289
laminar_duct3D, 6.146048, 1596.583204, 8.622080, 1138.087015, 4.872192, 2014.016958
language, 20.199425, 154.153649, 7.135232, 436.399973, 5.176320, 601.549942
largebasis, 19.684353, 723.105102, 14.307328, 994.864714, 8.529920, 1668.697552
ldoor, 84.081665, 1416.450732, 95.150078, 1251.680910, 70.961151, 1678.348422
lhr10, 0.540672, 1101.481999, 0.679936, 875.877270, 0.357376, 1666.425458
lhr10c, 0.536576, 1109.890323, 0.676864, 879.852460, 0.365568, 1629.082580
lhr11, 0.538624, 1110.936335, 0.710656, 842.006499, 0.362496, 1650.713329
lhr11c, 0.547840, 1092.247665, 0.704512, 849.349564, 0.365568, 1636.841683
lhr14, 0.736256, 1070.438104, 0.842752, 935.170132, 0.413696, 1905.061922
lhr14c, 0.733184, 1074.923214, 0.831488, 947.838655, 0.411648, 1914.539777
lhr17, 0.856064, 1142.269708, 1.017856, 960.701709, 0.497664, 1964.891957
lhr17c, 0.851968, 1147.761431, 1.007616, 970.464898, 0.496640, 1968.943312
lhr34, 1.961984, 996.886724, 1.954816, 1000.542177, 1.073152, 1822.552573
lhr34c, 1.966080, 994.809921, 1.963008, 996.366695, 1.206272, 1621.421893
lhr71, 4.139008, 945.133587, 3.605504, 1084.984369, 2.193408, 1783.487385
lhr71c, 4.142080, 944.432672, 3.594240, 1088.384630, 2.192384, 1784.320407
li, 2.898944, 1192.431160, 2.897920, 1192.852517, 2.088960, 1654.790495
light_in_tissue, 1.353728, 767.934915, 1.281024, 811.518798, 0.735232, 1413.941513
ljournal-2008, 351.458313, 575.599541, 217.625595, 929.574683, 183.688187, 1101.318747
lowThrust_10, 6.119424, 92.873580, 0.811008, 700.773379, 0.691200, 822.240719
lowThrust_11, 6.025216, 95.088799, 0.786432, 728.518854, 0.685056, 836.326642
lowThrust_12, 6.054912, 94.957296, 0.791552, 726.368040, 0.691200, 831.825904
lowThrust_13, 6.067200, 94.893246, 0.776192, 741.744714, 0.706560, 814.844185
lowThrust_4, 4.557824, 90.399346, 0.700416, 588.256555, 0.627712, 656.390690
lowThrust_5, 5.198848, 97.680229, 0.713728, 711.510032, 0.651264, 779.752344
lowThrust_6, 5.460992, 97.200921, 0.736256, 720.963140, 0.694272, 764.561230
lowThrust_7, 5.519360, 98.126622, 0.733184, 738.690663, 0.677888, 798.946403
lowThrust_8, 5.677056, 97.603268, 0.784384, 706.413174, 0.689152, 804.030458
lowThrust_9, 5.920768, 94.945092, 0.759808, 739.855117, 0.669696, 839.407526
lp1, 282.097656, 14.913825, 9.141248, 460.238615, 6.239232, 674.306574
lp_ken_18, 3.397632, 269.869660, 2.384896, 384.468650, 1.510400, 607.069469
lp_nug20, 1.166336, 669.007867, 1.408000, 554.181821, 0.800768, 974.424531
lp_nug30, 7.170048, 559.768619, 7.068672, 567.796596, 6.638592, 604.581234
lp_osa_60, 202.445831, 17.805587, 7.614464, 473.397336, 5.209088, 691.995794
lp_pds_10, 0.693248, 397.359690, 0.743424, 370.540634, 0.458752, 600.474322
lp_pds_20, 1.480704, 402.225117, 1.381376, 431.147137, 0.873472, 681.849374
lpl1, 1.243136, 675.527157, 1.209344, 694.403031, 0.711680, 1179.985620
lpl3, 0.764928, 336.429057, 0.573440, 448.772309, 0.666624, 386.040701
lung2, 3.534848, 356.723641, 2.215936, 569.043452, 1.349632, 934.301956
luxembourg_osm, 3.256320, 188.154088, 1.958912, 312.770515, 1.234944, 496.127701
m133-b3, 5.768192, 355.405657, 8.143872, 251.728899, 2.357248, 869.678515
m14b, 13.603840, 631.922475, 10.061824, 854.375140, 5.738496, 1498.053222
m_t1, 13.869056, 1800.348896, 19.665920, 1269.665435, 11.543552, 2163.037715
ma2010, 5.590016, 355.655805, 3.661824, 542.932049, 2.255872, 881.309573
mac_econ_fwd500, 7.711744, 422.715784, 4.259840, 765.257810, 3.080192, 1058.335242
majorbasis, 6.849536, 654.214387, 5.708800, 784.939932, 2.993152, 1497.105762
mario001, 1.215488, 434.195466, 1.138688, 463.480229, 0.548864, 961.548495
mario002, 12.948480, 415.429430, 10.056704, 534.884963, 6.432768, 836.215394
mark3jac040, 0.516096, 562.673616, 0.564224, 514.677854, 0.338944, 856.759849
mark3jac040sc, 0.517120, 561.559402, 0.564224, 514.677854, 0.338944, 856.759849
mark3jac060, 0.855040, 511.062866, 0.860160, 508.020837, 0.508928, 858.626759
mark3jac060sc, 0.852992, 512.289917, 0.847872, 515.383443, 0.507904, 860.357875
mark3jac080, 1.193984, 488.754275, 1.006592, 579.743113, 0.644096, 906.021439
mark3jac080sc, 1.195008, 488.335459, 1.047552, 557.074786, 0.653312, 893.240558
mark3jac100, 1.534976, 475.675449, 1.266688, 576.424823, 0.792576, 921.237063
mark3jac100sc, 1.531904, 476.629350, 1.259520, 579.705260, 0.785408, 929.644696
mark3jac120, 1.872896, 468.117835, 1.456128, 602.100914, 0.933888, 938.802065
mark3jac120sc, 1.873920, 467.862031, 1.438720, 609.386126, 0.929792, 942.937789
mark3jac140, 2.216960, 461.587770, 1.591296, 643.074341, 1.054720, 970.230542
mark3jac140sc, 2.232320, 458.411683, 1.608704, 636.115543, 1.048576, 975.915530
matrix-new_3, 14.867456, 461.249039, 6.034432, 1136.411857, 3.287040, 2086.253897
matrix_9, 7.577600, 716.739865, 4.539392, 1196.452742, 2.633728, 2062.159776
mc2depi, 14.471168, 371.537126, 8.847360, 607.704017, 5.835776, 921.312973
md2010, 5.068800, 353.726265, 3.009536, 595.762158, 2.072576, 865.091384
me2010, 2.280448, 376.600815, 1.630208, 526.815322, 1.073152, 800.276758
memchip, 96.453629, 393.081294, 60.687359, 624.744886, 39.999489, 947.865041
memplus, 0.835584, 386.488978, 0.641024, 503.793935, 0.563200, 573.409094
mi2010, 11.753472, 343.720586, 6.260736, 645.277234, 4.373504, 923.723918
minsurfo, 1.314816, 396.460281, 1.065984, 489.005759, 0.594944, 876.170396
mip1, 75.289597, 352.016983, 17.561600, 1509.157312, 11.113472, 2384.782782
mixtank_new, 3.791872, 1346.908579, 4.288512, 1190.926990, 2.808832, 1818.302087
mk12-b3, 1.261568, 421.875017, 1.011712, 526.062776, 0.542720, 980.660342
mk12-b4, 2.110464, 378.275092, 1.541120, 518.023238, 0.901120, 885.937493
mk13-b5, 4.804608, 432.017275, 3.768320, 550.821999, 2.287616, 907.352277
mn2010, 9.207808, 341.164941, 5.076992, 618.748483, 3.486720, 900.955925
mo2010, 12.423168, 341.363332, 6.472704, 655.184313, 4.584448, 925.043584
mod2, 1.289216, 396.763291, 1.117184, 457.859744, 0.659456, 775.659921
mono_500Hz, 14.270464, 903.467283, 11.681792, 1103.674590, 7.956480, 1620.427279
mouse_gene, 50.027519, 1482.309459, 56.976383, 1301.526366, 53.667839, 1381.763571
mri1, 2.715648, 556.018113, 2.162688, 698.181813, 1.191936, 1266.804107
mri2, 2.566144, 567.797289, 1.891328, 770.384416, 1.078272, 1351.282070
