Dataset,ASpT_time,ASpT_gflops
soc-Epinions1,1.462272,222.705262
soc-LiveJournal1,87.474174,504.789156
soc-Slashdot0811,2.092032,277.003187
soc-Slashdot0902,2.164736,280.411538
soc-sign-Slashdot081106,1.310720,252.233893
soc-sign-Slashdot090216,1.383424,252.438464
soc-sign-Slashdot090221,1.369088,256.732413
soc-sign-epinions,2.601984,206.949034
south31,1.305632,55.095709
spal_004,44.512257,663.808164
sparsine,1.528672,648.505587
spmsrtls,0.343616,428.286448
srb1,2.878464,658.607261
stat96v2,2.619392,696.878442
stat96v3,3.059712,693.970899
std1_Jac2,2.683904,297.770658
std1_Jac2_db,1.861632,171.469679
std1_Jac3,2.958336,314.954989
std1_Jac3_db,2.076672,163.901005
stokes128,0.629248,568.138710
stokes64,0.222112,403.498055
stokes64s,0.221760,404.138519
stomach,3.253600,594.373860
stormG2_1000,12.854048,172.266657
stormg2-125,1.845728,150.230063
struct3,1.152096,651.997870
t2dah,0.270368,416.894292
t2dah_a,0.268512,419.775934
t2dah_e,0.266784,422.494883
t2em,17.349504,169.349648
t3dh,3.569664,780.282738
t3dh_a,3.566592,780.954821
t3dh_e,3.567616,780.730665
t3dl,0.527680,618.394202
t3dl_a,0.524608,622.015352
t60k,0.784128,146.000651
tandem_dual,1.822016,161.752432
tandem_vtx,0.344096,471.217328
ted_A,1.295360,209.776191
ted_AB,1.423360,234.886243
ted_AB_unscaled,1.336320,250.185337
ted_A_unscaled,1.297408,209.445050
ted_B,0.287680,321.644049
ted_B_unscaled,0.285152,324.495581
thermal1,0.903168,407.070568
thermal2,12.338592,445.058926
thermomech_TC,1.133536,401.749153
thermomech_TK,1.133952,401.601753
thermomech_dK,2.942912,618.973947
thermomech_dM,2.237664,407.029047
thread,3.936256,726.789815
tmt_sym,7.145792,455.067127
tmt_unsym,16.889601,173.732505
tn2010,5.108064,149.594487
tomographic1,1.016128,407.819510
torsion1,0.619200,204.245998
torso1,9.037824,603.083242
torso2,1.372032,482.075271
torso3,4.396416,644.749441
tp-6,10.407936,709.453641
trans4,1.670144,293.683330
trans5,1.672192,293.323641
transient,1.976320,311.460488
trdheim,2.625536,471.754101
troll,10.276864,746.382457
ts-palko,1.874944,367.593875
tsyl201,2.195456,715.647437
tube1,0.883392,649.899315
tube2,0.899264,638.428597
turon_m,2.319136,466.622348
twotone,2.042880,383.528811
tx2010,17.676096,161.348642
usroads,1.828704,115.796105
usroads-48,1.788512,115.904171
ut2010,3.262016,112.238025
va2010,5.696992,157.515042
vanbody,2.184192,684.745095
venkat01,1.532736,717.270894
venkat25,1.527808,719.584473
venkat50,1.530400,718.365691
venturiLevel3,74.424194,138.522472
vfem,1.520320,603.930097
vibrobox,0.536576,408.907463
viscoplastic2,0.465728,524.015374
viscorocks,1.063040,699.725455
vsp_barth5_1Ksep_50in_5Kout,0.344544,378.211208
vsp_bcsstk30_500sep_10in_1Kout,3.753984,687.594795
vsp_befref_fxm_2_4_air02,1.195008,105.209937
vsp_bump2_e18_aa01_model1_crew1,1.709056,225.285348
vsp_c-30_data_data,0.640000,124.368003
vsp_c-60_data_cti_cs4,5.300544,58.217121
vsp_finan512_scagr7-2c_rlfddd,2.173952,325.023536
vsp_mod2_pgp2_slptsk,2.276352,218.942877
vsp_model1_crew1_cr42_south31,1.299456,187.131600
vsp_msc10848_300sep_100in_1Kout,2.793472,559.488626
vsp_p0291_seymourl_iiasa,0.612352,112.600332
vsp_sctap1-2b_and_seymourl,1.131520,159.311081
vsp_south31_slptsk,1.417216,171.526380
vsp_vibrobox_scagr7-2c_rlfddd,1.623040,343.522090
vt2010,0.795296,125.214660
wa2010,4.095648,148.048980
wang3,0.292768,387.294784
wang4,0.289664,391.506849
water_tank,1.902304,684.737983
wathen100,0.519040,581.505562
wathen120,0.609120,594.442857
watson_1,2.305216,292.926779
watson_2,3.738464,316.089764
wave,2.348064,577.473063
waveguide3D,0.387168,501.641471
web-BerkStan,9.453568,514.554987
web-Google,9.730752,335.762844
web-NotreDame,4.176896,229.396599
web-Stanford,3.825120,386.915467
webbase-1M,7.928832,250.672864
wheel_601,7.122944,195.048702
wi2010,5.004480,154.665136
wiki-Talk,14.863360,216.216408
wikipedia-20051105,26.733568,472.887488
wikipedia-20060925,49.983486,477.202037
wikipedia-20061104,52.815872,477.229086
wikipedia-20070206,60.300289,477.932185
windscreen,1.254400,756.321420
wing,0.702592,221.431950
wing_nodal,0.239424,403.571229
world,1.008512,126.210811
wv2010,3.045856,139.294202
wy2010,2.357536,116.076714
x104,8.619008,754.991678
xenon1,1.131808,667.884280
xenon2,3.480768,710.958140
