Dataset,ASpT_time,ASpT_gflops
NotreDame_www,5.774048,412.260775
OPF_10000,1.236288,968.496181
OPF_3754,0.486912,832.139832
OPF_6000,0.941792,822.039336
PFlow_742,64.205826,1480.776222
PR02R,12.746176,1643.939998
Pres_Poisson,1.361536,1345.875691
RFdevice,4.325984,216.340329
RM07R,55.257088,1735.710417
Raj1,4.899840,680.493225
Reuters911,1.843200,411.216674
Rucci1,21.225121,939.706799
Serena,96.346146,1714.662828
Si10H16,2.219008,1010.524933
Si34H36,8.985600,1469.053769
Si41Ge41H72,25.009151,1536.591054
Si5H12,1.887232,1001.896393
Si87H76,18.840576,1448.669887
SiO,3.403776,991.016115
SiO2,19.771393,1460.988001
Stanford,9.822208,602.714998
Stanford_Berkeley,20.128769,964.462488
StocF-1465,42.187904,1274.625907
TF16,0.673888,821.208951
TF17,1.495200,1003.690504
TF18,3.769632,1084.910965
TF19,10.982368,1018.819009
TSOPF_FS_b162_c1,1.609728,967.779911
TSOPF_FS_b162_c3,2.929664,1574.012639
TSOPF_FS_b162_c4,3.912704,1569.104950
TSOPF_FS_b300,6.568960,1714.778594
TSOPF_FS_b300_c1,6.552576,1719.066243
TSOPF_FS_b300_c2,11.778048,1905.639525
TSOPF_FS_b300_c3,17.612801,1909.292086
TSOPF_FS_b39_c19,4.033536,1255.140912
TSOPF_FS_b39_c30,6.382592,1251.869044
TSOPF_FS_b39_c7,1.456128,1283.544303
TSOPF_FS_b9_c6,0.750592,504.679404
TSOPF_RS_b162_c3,1.555584,1004.359447
TSOPF_RS_b162_c4,1.535296,1355.202834
TSOPF_RS_b2052_c1,8.770560,1973.467541
TSOPF_RS_b2383,19.910656,2079.197827
TSOPF_RS_b2383_c1,19.930113,2077.168001
TSOPF_RS_b300_c1,2.685728,1405.306828
TSOPF_RS_b300_c2,4.645184,1622.400890
TSOPF_RS_b300_c3,6.240768,1810.422935
TSOPF_RS_b39_c19,1.399328,1251.720375
TSOPF_RS_b39_c30,2.215456,1247.943606
TSOPF_RS_b39_c7,0.731104,883.953235
TSOPF_RS_b678_c1,6.054912,1858.738768
TSOPF_RS_b678_c2,11.089920,2027.227370
Transport,46.234272,1301.239724
Trefethen_20000,1.143168,1241.666137
Trefethen_20000b,1.139104,1246.026341
Wordnet3,1.572768,216.425974
Zd_Jac2,3.120128,1347.910276
Zd_Jac2_db,1.596416,1084.732202
Zd_Jac3,3.516416,1394.985411
Zd_Jac3_db,1.831936,997.634152
Zd_Jac6,3.180544,1377.964467
Zd_Jac6_db,1.558528,1090.083809
Zhao1,0.958848,444.407956
Zhao2,0.960160,443.800692
a0nsdsil,3.227648,281.594224
a2nnsnsl,3.231744,275.049108
a5esindl,2.792448,233.777041
adaptive,158.542435,439.986421
af23560,0.888256,1395.650962
af_0_k101,23.921280,1878.232610
af_1_k101,23.922400,1878.144705
af_2_k101,23.924513,1877.978802
af_3_k101,23.940865,1876.696135
af_4_k101,23.932768,1877.331040
af_5_k101,23.925823,1877.875950
af_shell1,24.142431,1865.078107
af_shell10,71.754814,1879.193105
af_shell2,24.149088,1864.564002
af_shell3,24.140064,1865.260985
af_shell4,24.151104,1864.408354
af_shell5,24.148256,1864.628213
af_shell6,24.143520,1864.993975
af_shell7,24.157408,1863.921843
af_shell8,24.138559,1865.377273
af_shell9,24.140736,1865.209109
airfoil_2d,0.608704,1092.158605
ak2010,4.874528,114.015324
al2010,7.575840,415.799954
amazon-2008,13.697792,964.058531
amazon0302,7.086912,446.073699
amazon0312,10.435872,785.092644
amazon0505,10.800192,795.677478
amazon0601,10.882272,796.866083
apache1,1.524352,910.544993
apache2,12.386112,995.772280
appu,3.979264,1192.166746
ar2010,5.518304,419.519050
as-Skitter,64.536575,880.243885
as-caida,2.278400,119.957306
astro-ph,1.358848,456.861350
atmosmodd,27.314720,826.151345
atmosmodj,27.303616,826.487347
atmosmodl,31.880705,828.670059
atmosmodm,31.875105,828.815644
audikw_1,117.348351,1694.005305
aug3dcqp,0.890848,368.159784
auto,22.178047,765.207513
av41092,3.636224,1185.512521
az2010,7.406464,413.422734
barrier2-1,7.414784,1313.723251
barrier2-10,7.571456,1317.810733
barrier2-11,7.579648,1316.386447
barrier2-12,7.573504,1317.454372
barrier2-2,7.416832,1313.360491
barrier2-3,7.422976,1312.273414
barrier2-4,7.416832,1313.360491
barrier2-9,7.586816,1315.142761
bauru5727,1.145376,324.128191
baxter,1.784832,160.034423
bayer01,1.760224,403.983497
bayer04,0.495520,821.863746
bbmat,2.889728,1569.562329
bcircuit,2.175392,441.956447
bcsstk17,0.876704,1251.669923
bcsstk18,0.415840,917.829935
bcsstk25,0.571648,1129.605908
bcsstk29,1.001472,1583.558288
bcsstk30,3.111936,1681.056219
bcsstk31,2.081792,1452.798738
bcsstk32,3.314688,1555.993991
bcsstk35,2.328576,1594.286439
bcsstk36,1.882112,1554.869402
bcsstk37,1.884160,1550.240455
bcsstk39,3.028928,1765.836813
bcsstm36,0.838240,979.136444
belgium_osm,24.517471,323.681276
bfly,1.210080,415.936524
blockqp1,1.557504,1051.993715
bloweya,1.338368,286.933805
bloweybl,1.338368,229.533272
bmw3_2,17.153025,1684.769500
bmw7st_1,11.130880,1688.055834
bmwcra_1,16.045055,1698.258090
bodyy4,0.370336,842.913687
bodyy5,0.554432,596.934115
bodyy6,0.414272,832.677254
bone010,102.914047,1782.708939
boneS01,9.700352,1772.182043
boneS10,81.301506,1746.574784
boyd1,4.015104,772.271777
boyd2,7.648256,502.208138
brack2,1.710816,1097.009878
brainpc2,2.281472,201.296008
bratu3d,0.621248,716.167706
bundle1,1.700864,1160.296537
bundle_adj,32.183296,1607.436673
c-42,0.976896,289.006817
c-43,1.443840,219.281911
c-45,1.476608,302.447981
c-46,1.523712,219.080976
c-47,1.788928,302.520029
c-48,1.664000,255.507687
c-49,1.952768,205.875724
c-50,1.944576,254.903894
c-51,1.861632,279.221674
c-52,1.050624,493.947362
c-53,2.212864,430.602745
c-54,2.200576,455.668902
c-55,1.959936,526.972303
c-56,2.239488,435.413831
c-57,2.331648,444.880304
c-58,2.361344,599.042690
c-59,1.443840,852.014169
c-60,1.390592,549.664957
c-61,1.744896,454.835667
c-62,2.465792,580.713261
c-62ghs,2.466816,580.472200
c-63,1.617920,687.822767
c-64,2.462720,746.196491
c-64b,2.467840,744.648353
c-65,2.259968,408.391474
c-66,2.531328,504.659190
c-66b,2.549760,501.011024
c-67,2.782208,489.450687
c-67b,2.825216,481.999809
c-68,2.128896,680.622896
c-69,2.262016,706.167931
c-70,2.486272,678.527568
c-71,2.230272,986.632207
c-72,2.141184,845.956444
c-73,4.017152,815.239647
c-73b,3.999744,818.787775
c-big,8.284160,723.427409
ca-AstroPh,2.228224,455.147051
ca-CondMat,1.298848,368.446614
ca-HepPh,1.673216,362.622402
ca2010,21.426048,416.912015
cage10,0.408320,944.482736
cage11,1.282528,1117.237419
cage12,4.353440,1195.213989
cage13,16.637856,1150.816465
cage14,63.620991,1091.678904
cage15,243.245209,1044.011727
caidaRouterLevel,7.031936,443.465049
cant,6.490112,1580.697028
case39,3.136512,850.603972
case9,0.750592,504.679404
cat_ears_4_4,0.828832,410.449032
cbuckle,2.505504,691.229579
cca,1.047648,340.301185
ccc,1.065184,354.386999
cfd1,3.061152,1529.036085
cfd2,5.023584,1573.581542
ch7-7-b5,1.181120,458.802478
ch7-8-b3,0.844480,712.997366
ch7-8-b4,2.327712,776.013508
ch7-8-b5,2.757248,786.147368
ch7-9-b3,1.414432,766.245081
ch7-9-b4,4.999104,812.996885
ch7-9-b5,7.754336,838.603035
ch8-8-b3,1.559648,772.112664
ch8-8-b4,5.893824,817.278547
ch8-8-b5,10.247968,846.061681
channel-500x100x100-b050,135.896454,1608.052443
chem_master1,1.082144,475.975979
chipcool0,0.728384,988.138101
chipcool1,0.727776,988.963649
circuit5M,181.416962,839.955556
circuit5M_dc,102.097023,481.278813
circuit_4,3.356672,234.597312
cit-HepPh,1.968128,548.358490
cit-HepTh,1.829888,493.574430
cit-Patents,95.897629,440.975522
citationCiteseer,10.127360,584.755794
ckt11752_dc_1,2.274304,374.863814
ckt11752_tr_0,2.276352,374.526552
cnr-2000,7.924736,1038.943013
co2010,6.242496,399.665364
co9,1.609728,174.381364
coAuthorsCiteseer,8.587744,485.385475
coAuthorsDBLP,6.562656,762.755381
coPapersCiteseer,49.677311,1652.827112
coPapersDBLP,52.992001,1473.017279
cond-mat-2003,1.066720,576.110390
cond-mat-2005,1.389664,647.313397
conf5_4-8x8-05,2.803680,1750.319501
conf5_4-8x8-10,2.803744,1750.279463
conf5_4-8x8-15,2.802528,1751.039007
conf5_4-8x8-20,2.803392,1750.499322
conf6_0-8x8-20,2.796960,1754.524726
conf6_0-8x8-30,2.797696,1754.063158
conf6_0-8x8-80,2.800288,1752.439659
consph,9.283584,1657.423404
cont-201,2.276512,493.436997
cont-300,4.987168,507.257683
cont11_l,33.541729,410.845769
cont1_l,39.737247,453.023765
cop20k_A,4.989600,1346.458056
copter1,0.507648,1064.367139
copter2,1.665312,1168.235778
crankseg_1,15.053824,1805.014914
crankseg_2,20.067327,1804.977593
crashbasis,4.020256,1114.621783
crplat2,1.604032,1533.648767
crystk02,1.526784,1624.049356
crystk03,2.760256,1624.130369
crystm02,0.681888,1212.276531
crystm03,1.160352,1287.929189
ct2010,2.227520,386.555957
ct20stif,4.213760,1639.406479
cvxbqp1,1.358208,659.632486
cvxqp3,0.420256,745.980375
cyl6,2.832608,645.503003
cz10228,0.329696,798.804233
cz20468,0.708160,744.965223
cz40948,1.023488,1030.885398
d_pretok,3.945824,1065.095762
darcy003,11.723552,458.835312
dawson5,1.859104,1391.847400
dbic1,4.672512,592.725722
dbir1,2.931712,940.468942
dbir2,3.037184,976.196055
dblp-2010,5.345024,773.696042
dc1,3.036160,646.202363
dc2,3.040256,645.331757
dc3,3.035136,646.420381
de2010,0.967200,307.178831
debr,25.153055,426.882651
degme,17.950720,1159.088431
delaunay_n15,1.089984,461.624072
delaunay_n16,2.121376,474.439223
delaunay_n17,4.144224,485.751021
delaunay_n18,8.181312,492.139612
delaunay_n19,16.206593,496.887531
delaunay_n20,32.268257,499.125573
delaunay_n21,64.304543,500.928981
delaunay_n22,128.449509,501.553412
deltaX,0.928000,682.548985
denormal,2.152032,1375.413367
dictionary28,1.241920,367.072406
dielFilterV2clx,45.348866,1428.739961
dielFilterV2real,87.353348,1422.495191
dielFilterV3clx,58.814465,1431.428359
dielFilterV3real,163.672058,1396.838372
dixmaanl,1.618240,474.586514
e18,0.938368,426.861264
e40r0100,1.095680,1293.369161
ecl32,1.119232,870.116606
ecology1,26.684065,479.303287
ecology2,24.539104,521.198195
email-Enron,2.777088,338.921469
email-EuAll,5.376800,199.991666
engine,7.440384,1619.210383
enron,2.820096,250.674472
epb2,0.732864,611.394619
epb3,2.383296,497.999407
eu-2005,32.333824,1522.924049
ex11,1.735680,1617.917419
ex19,0.583872,1139.445318
ex35,0.585504,997.794182
fcondp2,17.043615,1696.438718
fe_body,0.923552,907.710774
fe_ocean,4.292704,488.530332
fe_rotor,2.846208,1191.636945
fe_tooth,2.091872,1107.747484
fem_filter,3.312640,1337.871735
fem_hifreq_circuit,32.179199,1610.122314
filter3D,4.827392,1435.636073
finan512,1.643872,929.694951
finance256,0.891744,856.916049
fl2010,14.224576,422.263036
flickr,27.041792,931.272155
flower_7_4,1.202208,430.606070
flower_8_4,2.149728,446.884877
foldoc,0.483232,636.980344
fome12,1.401952,260.259747
fome13,1.886016,386.923205
fome20,2.108192,282.505734
fome21,3.482496,342.039914
ford1,0.582688,446.267250
ford2,2.943392,473.739570
fullb,17.464319,1716.223617
fxm3_16,1.194432,840.705124
fxm4_6,1.481728,860.131331
g7jac040,0.507904,577.978838
g7jac040sc,0.533504,550.244712
g7jac050sc,0.640000,631.960014
g7jac060,0.751616,692.493187
g7jac060sc,0.753664,690.611398
g7jac080,1.152000,653.280028
g7jac080sc,0.984064,764.765882
g7jac100,1.133568,868.644949
g7jac100sc,1.154048,853.229839
g7jac120,1.321984,920.402752
g7jac120sc,1.311744,927.587840
g7jac140,1.476608,981.199697
g7jac140sc,1.544192,938.255995
g7jac160,1.652736,1017.063229
g7jac160sc,1.646592,1020.858196
g7jac180,1.813504,1054.878611
g7jac180sc,1.817600,1052.501402
g7jac200,1.992704,1076.485079
g7jac200sc,1.988608,1078.702367
ga2010,8.622816,421.002063
garon2,0.738304,1354.393169
gas_sensor,2.630080,1657.977866
gearbox,13.943808,1667.108074
graphics,0.408512,739.175943
great-britain_osm,130.416962,320.214231
gridgena,1.111264,1179.679222
gsm_106857,60.802048,916.134366
gupta1,4.073472,1360.111858
gupta2,7.384064,1472.849080
gupta3,12.814336,1862.599315
gyro,2.049024,1275.810779
gyro_k,2.087936,1252.034131
gyro_m,0.936448,930.647917
halfb,18.580481,1706.781567
hangGlider_4,0.603136,634.685905
hangGlider_5,1.479680,268.591706
hcircuit,7.639040,171.941019
helm2d03,8.574752,818.607199
helm3d01,1.041632,1052.978961
hi2010,1.346592,235.975390
hollywood-2009,221.695999,1315.142349
hood,15.619072,1764.970174
hugetrace-00000,97.509628,361.207007
hugetric-00000,123.412094,362.327842
hugetric-00010,140.919205,359.181508
hugetric-00020,152.188034,359.329027
human_gene1,42.804222,1475.421885
human_gene2,29.645824,1560.255927
hvdc1,0.941664,434.923039
hvdc2,3.340032,1032.630459
iChem_Jacobian,7.819424,1354.532563
ia2010,6.196320,421.894798
ibm_matrix_2,3.585024,754.505831
id2010,5.213344,357.612274
igbt3,0.492352,1216.721673
il2010,12.816160,432.346955
image_interp,4.478656,406.798056
in-2004,31.912960,1357.055429
in2010,7.821536,419.507490
inlet,0.612096,1373.161831
inline_1,55.841793,1687.801024
ins2,8.305664,848.071748
internet,2.786720,190.355627
invextr1_new,3.425280,1340.718199
italy_osm,109.859871,326.885214
jan99jac060,0.567968,573.246932
jan99jac060sc,0.566272,574.963813
jan99jac080,0.842304,521.303858
jan99jac080sc,0.716032,613.235585
jan99jac100,0.830496,665.393586
jan99jac100sc,0.827392,667.889866
jan99jac120,1.026272,649.064850
jan99jac120sc,0.947648,702.916197
jnlbrng1,1.077472,473.285629
juba40k,1.156928,320.728013
k1_san,1.505056,952.138271
k3plates,0.716160,1354.520108
karted,4.370432,1036.989832
kim1,1.493024,1600.094314
kim2,16.145760,1796.437699
kkt_power,46.315136,807.693133
kneser_10_4_1,7.493344,338.989532
kron_g500-logn16,9.452544,1330.427064
kron_g500-logn17,20.745216,1262.199494
kron_g500-logn18,47.777794,1134.098502
kron_g500-logn19,102.963203,1083.099541
kron_g500-logn20,231.896057,985.155023
kron_g500-logn21,528.578552,881.860094
ks2010,6.840736,419.809055
ky2010,4.982784,404.735939
la2010,11.186272,224.419996
laminar_duct3D,5.285888,1856.391350
language,6.195200,502.617358
largebasis,11.437536,1244.486199
ldoor,69.277695,1719.132493
lhr10,0.868352,685.828423
lhr10c,0.812032,733.395348
lhr11,0.823296,726.806583
lhr11c,0.925696,646.407622
lhr14,0.908288,867.694474
lhr14c,0.896000,879.594259
lhr17,1.028096,951.133005
lhr17c,1.030144,949.242070
lhr34,1.595392,1225.953154
lhr34c,1.587200,1232.280610
lhr71,3.081216,1269.601156
lhr71c,3.088384,1266.654545
li,2.380800,1451.945156
light_in_tissue,0.895872,1160.405776
ljournal-2008,215.853058,937.208143
lowThrust_10,1.793024,316.968885
lowThrust_11,2.015232,284.300039
lowThrust_12,0.899072,639.501715
lowThrust_13,0.737280,780.892349
lowThrust_4,0.755712,545.213434
lowThrust_5,0.894976,567.417035
lowThrust_6,1.717248,309.107043
lowThrust_7,0.712704,759.917382
lowThrust_8,1.113088,497.803583
lowThrust_9,1.576960,356.475657
lp1,7.217152,582.938413
lp_ken_18,3.519552,260.521158
lp_nug20,1.527808,510.723877
lp_nug30,8.214304,488.607192
lp_osa_60,5.533696,651.403107
lp_pds_10,1.461152,188.528509
lp_pds_20,2.113184,281.838367
lpl1,1.590272,528.068272
lpl3,1.835008,140.241349
lung2,2.647840,476.223574
luxembourg_osm,1.993856,307.288959
m133-b3,4.683360,437.730167
m14b,8.574016,1002.630803
m_t1,14.312448,1744.575071
ma2010,4.855072,409.493740
mac_econ_fwd500,3.598624,905.867312
majorbasis,4.018624,1115.074501
mario001,1.150048,458.902021
mario002,11.700960,459.721206
mark3jac040,0.466816,622.072926
mark3jac040sc,0.465888,623.312049
mark3jac060,0.666240,655.888591
mark3jac060sc,0.662656,659.435958
mark3jac080,0.818080,713.334630
mark3jac080sc,0.815712,715.405459
mark3jac100,0.966240,755.661542
mark3jac100sc,0.975712,748.325734
mark3jac120,1.121216,781.950984
mark3jac120sc,1.215040,721.569679
mark3jac140,1.260192,812.036238
mark3jac140sc,1.346368,760.060870
matrix-new_3,5.799936,1182.357911
matrix_9,4.760576,1140.863681
mc2depi,11.605216,463.289609
md2010,4.491840,399.161084
me2010,2.413568,355.829441
memchip,77.957603,486.342774
memplus,1.666048,193.838347
mi2010,9.415584,429.066383
minsurfo,1.095040,476.030407
mip1,13.736960,1929.336319
mixtank_new,3.734528,1367.590462
mk12-b3,0.761920,698.530052
mk12-b4,1.178592,677.364196
mk13-b5,4.362432,475.806522
mn2010,8.180608,384.003389
mo2010,10.074752,420.934842
mod2,1.989728,257.077152
mono_500Hz,10.201088,1263.874730
mouse_gene,56.561665,1311.069353
mri1,2.684384,562.493808
mri2,2.447296,595.371241
ms2010,5.211296,412.632245
msc10848,2.316288,1359.171091
msc23052,2.079744,1421.484422
msdoor,29.431808,1760.571174
mt2010,4.467584,365.967384
mult_dcop_01,1.300480,380.464565
mult_dcop_02,1.334272,370.828849
mult_dcop_03,1.328128,372.428687
n4c6-b10,4.048768,920.882668
n4c6-b11,2.351488,904.490730
n4c6-b12,1.613536,528.116137
n4c6-b5,0.982944,809.657183
n4c6-b6,2.085088,894.801940
n4c6-b7,3.512000,951.777654
n4c6-b8,4.846688,945.499482
n4c6-b9,5.003168,954.572123
nasasrb,4.290048,1597.639291
nc2010,8.890720,407.902515
ncvxbqp1,1.354304,661.533975
ncvxqp3,2.088864,612.729113
ncvxqp5,1.642272,662.443836
ncvxqp7,2.457280,598.996764
nd12k,20.363264,1787.808753
nd2010,3.984512,402.162604
nd24k,41.523201,1770.384298
nd6k,9.896960,1784.096177
ne2010,5.635904,415.100454
neos,9.943808,393.068007
neos1,3.652128,420.289324
neos2,3.589216,488.636717
neos3,23.651520,222.432279
net100,3.308544,1573.197190
net125,4.071424,1620.472834
net150,4.895744,1632.085389
net4-1,4.790272,1304.898931
net50,1.767424,1369.061423
net75,2.572288,1482.085966
netherlands_osm,38.678528,323.154454
nh2010,1.799168,333.736484
nj2010,5.040128,421.531878
nlpkkt120,147.549316,1680.287199
nlpkkt80,41.507874,1770.361959
nm2010,5.981664,355.634007
nmos3,0.773984,1278.683566
ns3Da,3.793920,1133.332647
nsct,2.242560,796.504598
nug08-3rd,0.741536,512.375595
nv2010,3.001632,355.644825
ny2010,10.044160,435.719133
obstclae,1.076256,470.033582
offshore,8.567520,1267.723063
oh2010,10.474976,432.143671
ohne2,20.535295,1379.219268
oilpan,5.714560,1611.462865
ok2010,7.809312,417.683265
olafu,1.633344,1591.091205
olesnik0,1.918208,993.214999
onera_dual,2.310528,464.462903
onetone1,1.008640,865.705540
onetone2,0.762880,763.852322
opt1,2.849792,1734.328959
or2010,6.083200,412.209155
p010,1.704960,177.177178
p2p-Gnutella31,1.619232,233.816715
pa2010,12.082848,436.127550
packing-500x100x100-b050,57.907230,1546.262938
para-10,11.056128,1254.134996
para-4,11.023360,1236.931695
para-5,11.106304,1248.469002
para-6,11.091968,1250.082673
para-7,11.060224,1253.670541
para-8,11.081728,1251.237759
para-9,11.070464,1252.510853
parabolic_fem,15.057728,624.731707
patents,104.374947,367.187383
patents_main,5.949184,241.380010
pattern1,16.937984,1409.139675
pcrystk02,1.526784,1624.049356
pcrystk03,2.756896,1626.109817
pct20stif,4.214784,1639.008082
pdb1HYS,6.065152,1833.853149
pds-100,4.711616,595.499526
pds-30,2.750592,317.031971
pds-40,2.224384,537.230965
pds-50,2.708384,558.463076
pds-60,3.208192,574.175690
pds-70,3.658560,583.199504
pds-80,4.034240,588.768813
pds-90,4.390368,591.337257
pds10,0.643872,595.032035
pfinan512,1.642112,930.691393
pkustk01,1.660928,1509.525267
pkustk02,1.369088,1514.584832
pkustk03,4.563968,1755.898517
pkustk04,6.466560,1670.095041
pkustk05,3.215360,1755.687938
pkustk06,3.716096,1771.678184
pkustk07,3.604480,1717.900555
pkustk08,4.757504,1736.262919
pkustk09,2.352128,1723.595974
pkustk10,6.209536,1776.461060
pkustk11,7.459840,1790.635596
pkustk12,11.608064,1656.738972
pkustk13,9.889792,1712.783885
pkustk14,21.091328,1800.808884
pli,2.374656,1455.701834
pltexpa,1.113856,328.795692
poisson3Da,0.822304,1098.220012
poisson3Db,5.300224,1147.096734
pre2,13.809664,1104.716391
preferentialAttachment,4.242432,603.409348
psse0,0.368576,711.456869
psse2,0.460256,641.101286
pwt,0.864224,965.992502
pwtk,19.252865,1546.997067
qa8fk,2.706400,1570.751688
qa8fm,2.710784,1568.211375
raefsky3,2.379296,1601.837677
raefsky4,2.089984,1627.402055
rail_20209,0.454592,784.079984
rail_79841,1.569632,903.420491
rajat09,1.108704,243.768298
rajat10,1.311744,254.299380
rajat15,2.234368,508.218358
rajat16,3.530752,464.877473
rajat17,3.501056,468.820567
rajat18,3.155968,393.529370
rajat20,3.369984,459.620948
rajat21,6.875136,705.008202
rajat22,2.762752,182.787246
rajat23,3.685376,386.869971
rajat24,6.820864,731.209632
rajat25,3.354624,463.396668
rajat26,2.615296,244.030942
rajat28,3.349504,464.105015
rajat29,13.349888,933.165233
rajat30,15.599616,1013.420142
rajat31,110.575073,470.355625
ramage02,4.396032,1669.201079
rel8,3.378880,622.664263
rel9,103.265472,586.720683
relat8,3.961568,862.067035
relat9,144.134460,691.894741
rgg_n_2_15_s0,0.911968,899.624555
rgg_n_2_16_s0,1.715104,1021.331801
rgg_n_2_17_s0,3.381600,1103.387588
rgg_n_2_18_s0,6.832800,1159.420598
rgg_n_2_19_s0,14.035072,1192.811945
rgg_n_2_20_s0,28.891104,1221.313478
rgg_n_2_21_s0,59.663425,1243.283198
rgg_n_2_22_s0,123.180702,1261.878614
ri2010,0.958976,335.691414
rim,1.740800,1492.574980
rlfprim,1.811968,452.940104
rma10,3.787776,1604.488378
roadNet-CA,38.598946,366.979657
roadNet-PA,21.499905,367.188501
roadNet-TX,27.090879,363.181240
route,1.824768,290.098213
s3dkq4m2,7.986752,1545.244038
s3dkt3m2,5.716672,1680.848622
s4dkt3m2,5.710240,1682.741943
sc2010,5.498752,415.819726
sc205-2r,0.888416,355.117245
scagr7-2r,0.870208,353.433836
scfxm1-2b,0.991168,286.826364
scfxm1-2r,1.651392,343.197306
scircuit,7.512960,326.752195
sctap1-2r,1.323200,360.563002
sd2010,2.758144,381.215904
sgpf5y6,4.161152,511.843504
shallow_water1,1.851104,453.167834
shallow_water2,1.853600,452.557611
shar_te2-b2,2.277280,675.163325
shar_te2-b3,4.680256,438.020495
shermanACb,1.812480,205.012715
ship_001,6.670336,1782.403347
ship_003,11.652096,1776.525649
shipsec1,11.200512,1785.839287
shipsec5,14.759936,1754.040477
shipsec8,9.773056,1742.822448
shock-9,0.894816,407.910462
shuttle_eddy,0.317280,835.897140
shyy161,1.862336,453.296667
sinc15,1.067008,1364.025888
sinc18,1.731584,1439.719140
skirt,0.450592,1116.511584
sls,18.946144,919.396482
smallworld,2.248000,1138.785528
sme3Da,2.369536,945.210705
